sample_id,kamer,positie,onderhoudscyclus,temp_zone1_C,temp_zone2_C,temp_zone3_C,druk_mbar,gasflow_1_sccm,gasflow_2_sccm,vermogen_W,procestijd_min,kamer_vochtigheid_pct,substraat_temp_C,inline_dikte_nm,inline_reflectantie,lab_dikte_nm,lab_uniformiteit_pct,lab_stress_MPa,lab_gemeten
VM-02277,Chamber_A,corner,9,198.9,211.3,219.3,5.29,106.5,47.1,490,52.6,2.79,178.2,95.7,0.4968,,,,0
VM-02278,Chamber_B,edge,18,191.2,206.9,227.7,4.55,95.4,50.8,480,71.3,2.04,179.8,97.1,0.4972,,,,0
VM-02279,Chamber_C,edge,2,197.4,207.3,211.1,5.32,108.3,46.5,487,115.3,2.31,175.6,98.4,0.5265,,,,0
VM-02280,Chamber_C,center,25,201.7,201.6,219.3,5.17,96.7,49.0,533,102.6,2.6,180.1,90.6,0.4757,,,,0
VM-02281,Chamber_A,center,23,190.4,212.1,222.5,5.37,94.8,52.5,519,104.4,2.69,177.5,100.7,0.4989,,,,0
VM-02282,Chamber_B,edge,41,200.0,209.2,212.0,4.98,103.4,55.4,459,114.4,2.16,181.5,95.7,0.4968,103.09,94.5,41.5,1
VM-02283,Chamber_A,center,18,203.6,202.0,223.3,4.48,99.3,48.8,479,118.9,3.02,180.1,96.1,0.4938,,,,0
VM-02284,Chamber_B,edge,23,198.9,202.0,219.3,5.17,98.1,53.8,537,35.7,2.29,180.7,85.6,0.4759,,,,0
VM-02285,Chamber_B,edge,41,200.0,210.1,219.8,5.1,92.7,51.0,547,78.3,1.52,174.6,95.0,0.4988,,,,0
VM-02286,Chamber_A,edge,10,199.8,204.5,222.0,5.51,102.3,50.7,503,107.7,1.68,183.0,95.6,0.5092,99.86,93.3,35.6,1
VM-02287,Chamber_B,edge,49,207.6,210.6,225.3,4.94,98.6,49.7,509,34.6,1.86,181.4,96.0,0.4949,,,,0
VM-02288,Chamber_B,center,5,204.4,214.6,215.6,5.4,94.4,54.3,487,117.0,2.65,180.7,101.0,0.5082,,,,0
VM-02289,Chamber_C,edge,21,202.1,217.3,216.0,4.58,101.7,45.8,487,119.7,1.68,181.1,102.0,0.5306,,,,0
VM-02290,Chamber_C,center,36,206.6,212.1,222.3,4.79,100.2,50.1,508,115.2,2.35,177.2,104.0,0.5018,,,,0
VM-02291,Chamber_B,edge,6,203.4,212.6,218.2,4.44,97.3,48.8,491,113.1,2.23,178.0,94.3,0.5045,,,,0
VM-02292,Chamber_B,edge,24,201.8,216.5,217.6,5.15,102.1,50.3,490,30.4,1.41,180.9,101.3,0.4834,,,,0
VM-02293,Chamber_C,center,20,195.7,208.2,223.0,5.03,96.4,54.0,478,115.8,1.47,180.2,105.7,0.496,,,,0
VM-02294,Chamber_A,center,42,197.4,207.4,217.4,5.15,111.2,50.8,482,57.6,2.01,181.0,101.6,0.5089,100.45,92.1,41.8,1
VM-02295,Chamber_C,center,14,198.3,214.7,227.5,4.72,98.4,47.3,498,105.5,2.01,186.2,109.0,0.5107,,,,0
VM-02296,Chamber_A,edge,5,197.8,208.4,216.7,5.22,101.3,48.4,507,32.4,1.75,183.1,104.3,0.5089,,,,0
VM-02297,Chamber_B,edge,21,201.4,213.6,221.1,5.58,102.8,48.2,542,99.9,2.14,176.5,101.2,0.4833,,,,0
VM-02298,Chamber_B,center,35,208.6,206.2,218.2,4.77,91.4,52.0,515,72.9,2.16,177.7,93.8,0.4975,,,,0
VM-02299,Chamber_A,center,48,196.5,213.9,217.9,5.0,98.5,49.5,492,34.2,1.72,178.5,95.9,0.4987,,,,0
VM-02300,Chamber_A,center,4,198.9,215.1,212.1,4.76,96.5,51.0,501,100.9,1.84,179.0,92.8,0.4964,,,,0
VM-02301,Chamber_C,center,1,205.4,210.7,218.6,5.27,111.2,53.0,494,100.7,1.96,182.7,94.1,0.4973,,,,0
VM-02302,Chamber_B,corner,5,200.6,214.5,224.2,5.25,97.0,46.4,506,112.5,1.36,180.4,115.4,0.4889,,,,0
VM-02303,Chamber_B,edge,43,197.8,212.1,216.1,5.24,100.7,51.3,472,78.1,2.62,177.2,98.1,0.504,104.7,93.9,64.7,1
VM-02304,Chamber_B,center,31,199.3,205.6,213.4,5.33,107.3,44.5,514,50.5,1.84,183.5,100.9,0.5137,,,,0
VM-02305,Chamber_A,center,38,201.2,211.1,223.1,5.23,94.0,49.2,511,65.9,2.17,177.1,104.7,0.4949,,,,0
VM-02306,Chamber_B,center,39,188.5,203.1,216.8,4.71,94.2,50.4,510,97.9,1.27,179.2,93.9,0.4968,,,,0
VM-02307,Chamber_A,center,17,200.9,216.7,215.7,4.68,99.2,47.3,504,57.9,1.63,181.4,99.1,0.5045,,,,0
VM-02308,Chamber_B,center,1,195.9,215.6,218.0,4.09,105.4,49.5,492,76.8,2.25,176.7,101.7,0.5223,,,,0
VM-02309,Chamber_B,corner,35,200.7,206.8,222.5,5.21,96.5,49.7,470,31.0,3.12,179.8,96.9,0.5055,,,,0
VM-02310,Chamber_C,center,22,199.1,208.2,216.7,4.82,102.4,52.3,496,73.1,1.18,178.1,102.6,0.5316,,,,0
VM-02311,Chamber_B,edge,17,198.7,210.9,223.3,4.88,94.7,49.6,495,66.5,1.66,178.0,101.4,0.4926,,,,0
VM-02312,Chamber_B,center,43,200.8,202.1,220.8,4.92,99.3,53.5,506,118.7,1.45,180.0,94.6,0.4775,,,,0
VM-02313,Chamber_C,edge,2,198.5,214.4,215.7,4.72,105.5,43.8,495,81.2,2.13,181.5,105.0,0.5132,,,,0
VM-02314,Chamber_B,edge,45,198.5,209.8,221.1,4.78,109.3,48.8,491,74.6,2.16,179.0,93.9,0.502,,,,0
VM-02315,Chamber_A,center,16,204.5,213.5,213.7,4.94,108.4,52.5,461,37.0,2.33,175.1,103.0,0.5089,,,,0
VM-02316,Chamber_B,edge,26,197.9,208.4,220.7,5.14,105.0,49.6,507,75.8,2.06,179.9,100.9,0.5047,,,,0
VM-02317,Chamber_C,edge,34,200.8,213.2,223.2,5.24,108.1,47.3,467,100.7,1.71,180.6,111.2,0.5069,,,,0
VM-02318,Chamber_A,edge,19,196.5,209.0,213.3,5.1,105.1,51.0,536,73.3,1.97,178.5,95.3,0.495,,,,0
VM-02319,Chamber_B,center,36,201.0,206.5,210.4,4.79,105.7,52.4,494,48.1,2.39,181.6,95.2,0.4896,,,,0
VM-02320,Chamber_B,edge,46,198.3,210.9,216.3,5.22,98.1,48.0,511,88.4,1.24,180.2,101.2,0.5001,102.41,94.6,52.4,1
VM-02321,Chamber_B,corner,48,200.7,213.8,225.8,4.73,99.5,48.5,436,98.9,2.0,180.3,109.6,0.5043,,,,0
VM-02322,Chamber_B,center,19,200.3,206.0,221.1,5.13,95.3,45.8,510,102.9,2.37,176.7,91.4,0.5123,,,,0
VM-02323,Chamber_A,corner,3,209.0,210.3,217.2,4.81,100.0,56.5,505,48.6,1.79,179.0,97.1,0.5014,,,,0
VM-02324,Chamber_B,corner,24,207.2,211.9,213.4,4.76,93.4,50.1,503,102.8,1.04,184.0,103.5,0.52,,,,0
VM-02325,Chamber_A,center,9,201.5,211.6,221.9,4.73,97.6,45.6,518,30.4,1.09,180.7,102.9,0.5,,,,0
VM-02326,Chamber_B,corner,36,199.3,210.0,216.6,4.86,97.0,46.5,492,49.8,1.5,181.4,110.4,0.485,,,,0
VM-02327,Chamber_A,center,45,201.8,212.4,227.7,4.44,85.4,48.6,474,52.3,2.27,174.2,100.6,0.5153,,,,0
VM-02328,Chamber_C,center,34,200.7,206.1,215.3,4.75,102.9,50.8,527,102.6,1.23,180.7,99.2,0.5007,101.15,93.6,37.6,1
VM-02329,Chamber_A,edge,43,199.4,206.9,213.1,5.5,100.6,44.1,520,70.5,2.64,184.1,100.1,0.5009,,,,0
VM-02330,Chamber_B,center,44,204.1,211.5,224.2,5.06,92.3,43.0,508,67.2,1.36,180.6,102.9,0.485,,,,0
VM-02331,Chamber_C,center,47,201.6,207.0,225.6,5.33,104.1,53.9,513,64.0,2.45,183.5,95.3,0.5061,,,,0
VM-02332,Chamber_B,center,3,203.0,208.4,220.6,5.25,94.7,48.9,510,90.9,2.08,182.9,89.9,0.5026,,,,0
VM-02333,Chamber_C,center,8,201.3,210.0,227.4,4.93,96.1,49.7,504,114.6,2.23,178.0,99.4,0.5051,,,,0
VM-02334,Chamber_A,edge,42,203.2,207.2,222.6,5.13,105.6,48.0,484,89.8,2.25,174.5,96.7,0.4961,,,,0
VM-02335,Chamber_C,edge,49,191.3,198.9,224.7,5.14,94.1,54.9,497,97.1,2.05,171.8,95.8,0.5188,,,,0
VM-02336,Chamber_B,edge,13,196.2,205.9,217.9,4.63,110.7,52.1,518,107.8,1.84,178.0,94.3,0.4977,,,,0
VM-02337,Chamber_C,center,46,199.0,209.7,225.4,4.74,98.2,52.6,497,48.2,2.32,177.6,95.7,0.4999,98.02,92.6,59.9,1
VM-02338,Chamber_B,corner,23,200.4,221.3,219.4,4.94,101.1,52.2,472,57.1,0.7,185.8,110.9,0.5048,,,,0
VM-02339,Chamber_A,edge,43,195.3,210.6,206.4,5.28,104.7,43.8,488,109.5,1.81,177.0,97.6,0.5074,,,,0
VM-02340,Chamber_C,center,4,196.1,209.4,216.5,4.51,103.7,51.5,477,110.4,2.49,181.6,96.5,0.5039,101.2,94.5,57.6,1
VM-02341,Chamber_A,edge,8,200.5,212.1,223.8,5.29,99.0,47.9,509,100.3,1.71,182.7,96.4,0.5054,,,,0
VM-02342,Chamber_A,edge,26,187.8,213.0,224.8,4.28,104.2,52.5,542,66.6,2.06,181.8,110.3,0.5132,,,,0
VM-02343,Chamber_B,center,36,203.7,211.6,214.3,4.46,96.4,45.9,508,74.6,1.59,182.2,108.9,0.5228,105.19,92.0,47.6,1
VM-02344,Chamber_B,edge,41,207.5,210.3,211.7,5.13,99.8,50.0,494,108.2,2.65,175.2,107.8,0.5035,,,,0
VM-02345,Chamber_A,edge,22,202.2,208.5,217.0,4.69,103.4,52.5,508,87.3,0.96,182.1,99.9,0.4961,,,,0
VM-02346,Chamber_B,edge,41,198.3,212.3,217.7,4.95,111.1,52.7,478,94.6,2.4,182.2,105.4,0.4884,,,,0
VM-02347,Chamber_B,center,29,196.3,207.0,210.6,5.43,102.0,50.7,512,68.6,1.92,185.6,102.5,0.5138,,,,0
VM-02348,Chamber_C,center,45,200.9,214.3,223.5,4.9,101.8,49.9,463,59.3,1.76,185.7,100.0,0.4939,,,,0
VM-02349,Chamber_A,corner,18,209.1,219.3,212.8,4.53,97.0,48.5,502,83.9,1.76,179.0,97.9,0.4925,,,,0
VM-02350,Chamber_B,center,17,203.2,207.6,223.7,5.17,99.6,47.0,540,73.1,0.97,181.1,98.1,0.4898,100.87,94.6,39.3,1
VM-02351,Chamber_B,center,10,197.1,213.8,216.1,5.33,102.0,50.3,488,52.8,1.52,181.7,108.1,0.5034,,,,0
VM-02352,Chamber_B,center,16,204.8,209.4,218.8,4.8,105.5,46.5,505,32.6,1.72,178.1,96.6,0.4967,,,,0
VM-02353,Chamber_A,edge,24,193.9,207.1,214.2,4.69,90.3,51.8,496,66.8,1.96,176.6,101.0,0.5054,99.45,93.4,57.4,1
VM-02354,Chamber_A,edge,21,199.6,204.8,228.9,5.05,93.1,53.2,482,103.6,1.76,174.6,100.0,0.5024,,,,0
VM-02355,Chamber_B,corner,35,194.4,202.0,220.5,5.53,97.7,44.8,511,111.5,1.95,180.0,105.7,0.4978,99.48,91.1,36.4,1
VM-02356,Chamber_A,center,11,196.7,211.4,213.5,5.44,94.2,50.4,488,101.4,3.09,182.1,97.0,0.482,,,,0
VM-02357,Chamber_B,center,29,196.5,220.5,226.7,5.02,96.6,50.6,495,94.7,1.7,180.6,111.4,0.4878,,,,0
VM-02358,Chamber_B,edge,3,203.9,215.1,217.0,4.8,94.1,52.5,478,90.3,1.76,181.2,107.8,0.515,,,,0
VM-02359,Chamber_B,edge,2,200.2,214.2,211.4,4.47,98.6,51.6,483,104.7,2.11,177.1,103.2,0.4989,,,,0
VM-02360,Chamber_B,edge,24,202.0,220.3,217.4,5.17,98.4,48.7,480,70.3,2.1,183.8,99.8,0.5159,,,,0
VM-02361,Chamber_B,edge,41,201.3,209.9,224.9,4.91,96.0,50.3,476,51.3,1.48,182.9,107.6,0.4762,,,,0
VM-02362,Chamber_C,center,12,194.4,204.4,218.0,5.14,108.4,52.7,494,78.7,2.51,177.2,99.6,0.4812,,,,0
VM-02363,Chamber_B,edge,19,201.2,207.7,223.9,4.95,103.2,48.9,473,65.0,2.22,175.9,109.3,0.4813,,,,0
VM-02364,Chamber_C,edge,16,196.4,205.9,218.0,4.39,104.5,48.7,473,55.8,1.88,184.5,101.4,0.4822,,,,0
VM-02365,Chamber_A,corner,36,196.1,204.0,221.1,5.03,101.7,54.2,505,111.1,2.49,177.8,94.8,0.4754,,,,0
VM-02366,Chamber_C,center,32,197.6,209.5,219.8,5.61,100.0,47.1,489,54.9,2.26,184.2,96.0,0.4847,,,,0
VM-02367,Chamber_A,edge,18,196.9,209.3,220.5,4.66,98.6,44.8,520,81.3,1.99,183.5,100.9,0.4927,,,,0
VM-02368,Chamber_A,edge,43,196.9,208.2,218.1,4.98,108.0,51.9,487,34.1,2.41,180.4,93.7,0.4916,,,,0
VM-02369,Chamber_B,edge,1,191.4,214.3,220.4,5.26,102.9,51.4,518,67.1,1.61,185.8,108.5,0.4972,,,,0
VM-02370,Chamber_B,center,19,197.9,213.7,216.1,4.54,108.4,49.6,499,82.0,2.44,181.4,100.0,0.5289,,,,0
VM-02371,Chamber_C,edge,17,208.2,218.5,214.9,4.75,97.8,48.4,529,44.8,2.37,181.1,108.1,0.5048,103.38,95.6,59.8,1
VM-02372,Chamber_A,center,1,198.9,215.5,220.1,5.22,101.4,51.3,486,46.8,1.36,175.2,97.9,0.5056,,,,0
VM-02373,Chamber_B,center,44,198.6,212.4,226.1,5.3,103.0,51.0,508,55.6,1.6,179.8,102.5,0.5195,,,,0
VM-02374,Chamber_C,edge,35,204.7,216.5,224.6,4.77,99.1,50.6,477,55.0,2.5,180.0,114.6,0.5034,,,,0
VM-02375,Chamber_A,corner,38,198.6,204.4,220.9,4.94,105.7,48.7,447,54.2,2.11,185.4,99.1,0.5097,,,,0
VM-02376,Chamber_C,edge,40,197.8,204.0,218.1,5.03,108.5,49.6,506,94.3,2.49,180.0,104.3,0.5064,,,,0
VM-02377,Chamber_A,edge,11,201.1,206.6,217.1,5.05,103.5,48.8,530,85.5,2.37,181.1,98.4,0.4861,,,,0
VM-02378,Chamber_A,corner,40,193.0,216.7,210.7,5.37,108.8,47.4,522,46.7,2.04,177.9,107.7,0.5064,,,,0
VM-02379,Chamber_B,center,6,199.6,212.1,229.7,5.44,97.7,47.5,486,99.7,3.17,182.6,100.9,0.5228,,,,0
VM-02380,Chamber_C,edge,28,207.3,220.7,219.2,4.99,105.5,52.5,486,49.8,2.82,184.8,101.7,0.5205,102.28,93.3,67.0,1
VM-02381,Chamber_C,center,37,201.2,215.6,220.1,5.51,100.0,54.0,529,60.3,1.88,185.9,89.4,0.5143,,,,0
VM-02382,Chamber_B,edge,35,198.3,209.8,220.6,4.8,102.6,45.6,499,110.4,1.92,184.7,99.7,0.5021,,,,0
VM-02383,Chamber_A,corner,30,196.4,206.8,210.1,4.67,100.0,49.8,475,44.4,1.38,175.6,105.7,0.5072,,,,0
VM-02384,Chamber_C,edge,35,196.1,222.0,221.4,5.51,100.0,54.1,508,45.2,2.73,174.4,102.4,0.503,,,,0
VM-02385,Chamber_C,edge,42,202.7,216.4,216.2,5.22,105.0,46.0,512,87.4,1.14,177.6,105.0,0.5229,104.47,94.1,72.4,1
VM-02386,Chamber_C,edge,22,200.3,209.5,215.5,4.71,99.3,48.2,522,100.1,1.72,176.2,96.2,0.5022,,,,0
VM-02387,Chamber_A,edge,33,210.3,205.6,218.1,5.37,98.9,51.6,512,80.5,3.23,184.9,101.0,0.5195,,,,0
VM-02388,Chamber_A,corner,29,193.3,208.0,218.2,5.11,93.3,46.6,458,61.2,1.39,182.0,91.3,0.4958,,,,0
VM-02389,Chamber_A,corner,4,201.2,212.4,222.1,4.78,96.5,52.4,513,45.8,1.18,181.1,101.4,0.4855,,,,0
VM-02390,Chamber_A,edge,17,201.8,206.4,213.9,5.08,94.6,51.3,515,53.3,2.35,176.7,91.2,0.4767,,,,0
VM-02391,Chamber_C,corner,13,197.5,207.7,223.9,5.22,100.6,53.8,491,84.3,1.88,178.8,99.5,0.5197,,,,0
VM-02392,Chamber_C,edge,28,199.6,209.3,213.0,4.61,99.8,46.4,513,48.8,1.65,180.2,102.5,0.5062,,,,0
VM-02393,Chamber_A,edge,2,208.2,209.3,216.4,4.73,99.4,54.8,480,62.7,1.96,186.0,95.7,0.5048,,,,0
VM-02394,Chamber_A,edge,39,204.4,212.5,213.4,5.13,103.4,43.8,492,60.2,1.77,176.8,95.9,0.5005,,,,0
VM-02395,Chamber_B,center,30,200.6,217.0,220.8,4.75,101.1,55.5,500,34.9,1.82,181.8,106.0,0.5199,,,,0
VM-02396,Chamber_B,center,33,196.4,215.2,214.6,5.19,103.5,50.6,524,52.3,1.88,178.2,106.6,0.5241,105.2,93.9,67.0,1
VM-02397,Chamber_A,edge,33,204.9,203.7,216.2,4.93,101.8,53.6,497,38.0,2.57,179.7,97.5,0.4839,,,,0
VM-02398,Chamber_B,edge,16,203.4,213.2,213.2,4.88,104.0,40.4,481,68.9,2.22,177.6,103.2,0.5247,,,,0
VM-02399,Chamber_B,center,1,197.3,202.3,230.0,5.21,100.7,43.8,534,105.4,1.85,184.8,98.3,0.5078,,,,0
VM-02400,Chamber_A,center,2,205.1,219.7,215.9,5.06,93.4,47.6,491,71.3,2.76,186.6,102.2,0.5111,,,,0
VM-02401,Chamber_C,edge,13,200.6,204.8,213.9,4.96,100.7,45.9,518,86.0,2.75,178.5,89.3,0.5098,,,,0
VM-02402,Chamber_B,center,11,200.1,207.4,220.3,5.02,100.4,50.0,458,65.1,0.85,178.4,102.2,0.4845,,,,0
VM-02403,Chamber_C,corner,20,197.2,215.6,225.7,4.7,103.6,52.3,527,37.2,2.2,181.3,108.5,0.5046,,,,0
VM-02404,Chamber_A,edge,45,195.6,223.6,215.4,4.81,105.2,47.3,523,45.0,2.33,176.4,104.8,0.5287,,,,0
VM-02405,Chamber_A,center,7,199.4,209.9,220.9,4.89,99.9,47.8,513,45.0,2.82,178.6,99.7,0.5036,,,,0
VM-02406,Chamber_C,edge,39,210.2,215.2,221.3,4.73,97.2,52.6,489,104.6,1.93,178.1,112.5,0.5015,,,,0
VM-02407,Chamber_C,corner,22,211.5,209.1,213.7,4.95,112.7,51.1,480,38.5,2.43,183.8,90.8,0.4769,96.87,91.0,40.4,1
VM-02408,Chamber_C,center,15,207.9,212.8,219.7,4.62,99.2,53.2,498,50.6,2.7,181.0,97.0,0.5041,,,,0
VM-02409,Chamber_A,corner,10,197.1,219.0,219.9,4.68,107.2,46.5,497,105.8,2.68,177.9,102.9,0.5099,,,,0
VM-02410,Chamber_C,center,10,202.1,209.1,220.9,5.14,100.2,41.5,502,61.3,1.74,181.4,108.2,0.483,,,,0
VM-02411,Chamber_B,center,4,198.2,208.5,219.6,4.71,94.4,48.2,490,94.5,2.24,178.5,103.7,0.4835,,,,0
VM-02412,Chamber_A,edge,13,205.7,210.4,218.4,5.16,102.1,47.3,484,100.9,2.73,179.6,106.6,0.5012,,,,0
VM-02413,Chamber_B,edge,48,195.7,208.0,222.0,5.2,96.6,43.9,494,65.7,3.0,173.5,101.6,0.5095,102.18,91.6,50.1,1
VM-02414,Chamber_A,center,38,198.1,211.3,210.4,4.95,93.5,50.8,541,118.9,1.91,180.5,101.8,0.4836,,,,0
VM-02415,Chamber_C,edge,18,194.6,205.7,215.3,5.22,98.8,49.7,482,75.4,2.36,177.9,90.4,0.4795,,,,0
VM-02416,Chamber_C,center,31,210.9,222.2,219.9,4.85,97.4,48.8,493,71.9,2.65,181.8,101.0,0.5233,,,,0
VM-02417,Chamber_B,edge,49,210.3,213.8,221.1,5.19,99.7,46.5,455,85.8,2.68,174.0,98.8,0.4951,,,,0
VM-02418,Chamber_B,center,18,203.6,225.2,222.7,4.9,94.5,44.6,479,31.2,1.2,182.7,105.4,0.5094,,,,0
VM-02419,Chamber_C,edge,24,201.1,206.1,224.1,5.05,101.3,53.5,463,51.0,1.86,180.5,99.4,0.5008,,,,0
VM-02420,Chamber_B,edge,6,205.0,206.3,219.5,5.65,102.3,51.6,477,100.9,2.13,178.1,97.8,0.5009,,,,0
VM-02421,Chamber_B,center,13,202.8,210.2,221.3,4.7,93.7,49.6,498,96.1,2.4,181.0,103.0,0.5013,,,,0
VM-02422,Chamber_A,edge,9,197.2,208.1,225.9,5.24,100.0,49.7,496,106.0,1.99,180.8,96.3,0.5004,,,,0
VM-02423,Chamber_A,center,47,202.2,208.2,213.6,5.21,103.9,44.8,513,34.1,1.61,179.8,96.2,0.5007,,,,0
VM-02424,Chamber_A,edge,3,203.3,207.9,210.8,4.48,105.7,48.7,480,84.3,2.25,183.1,96.6,0.4949,,,,0
VM-02425,Chamber_B,edge,40,203.2,211.2,220.4,4.51,112.1,52.9,523,50.5,2.29,176.3,104.6,0.4983,,,,0
VM-02426,Chamber_C,edge,45,202.4,214.6,226.3,4.83,106.9,49.8,467,98.3,1.29,180.6,112.0,0.5107,,,,0
VM-02427,Chamber_A,edge,45,197.1,220.2,214.2,4.94,98.6,52.7,466,38.3,1.93,177.3,106.8,0.5014,,,,0
VM-02428,Chamber_A,center,37,191.8,212.9,214.1,5.14,99.7,51.9,473,33.9,2.22,175.9,98.4,0.4892,,,,0
VM-02429,Chamber_A,center,33,201.1,213.1,218.9,5.18,107.0,53.3,499,92.4,2.13,176.5,106.9,0.5013,,,,0
VM-02430,Chamber_B,edge,39,192.4,214.0,217.4,5.05,96.4,51.1,521,118.5,0.82,180.9,106.2,0.5161,,,,0
VM-02431,Chamber_C,corner,24,201.4,202.0,222.0,4.86,93.0,52.7,499,103.8,1.61,179.2,95.5,0.492,,,,0
VM-02432,Chamber_A,edge,5,203.5,209.3,225.0,4.99,107.4,51.7,523,68.0,2.0,178.4,99.6,0.5095,,,,0
VM-02433,Chamber_C,edge,6,201.5,207.9,218.4,4.76,101.5,46.6,503,95.8,0.79,177.6,98.9,0.4984,,,,0
VM-02434,Chamber_B,edge,19,199.9,208.0,216.7,5.38,98.4,53.5,499,44.4,2.02,178.0,85.1,0.4872,,,,0
VM-02435,Chamber_C,edge,4,196.7,212.9,220.0,5.0,102.2,45.7,529,104.2,2.39,181.4,102.6,0.4988,,,,0
VM-02436,Chamber_C,center,45,193.7,209.8,223.9,5.07,108.2,57.2,512,53.5,1.62,181.2,97.1,0.5024,,,,0
VM-02437,Chamber_B,edge,27,198.7,205.8,226.7,4.82,102.9,53.9,538,118.7,2.4,184.2,96.6,0.4866,,,,0
VM-02438,Chamber_C,edge,24,187.2,210.9,215.6,5.22,105.0,50.5,504,76.9,1.35,180.5,103.2,0.4966,,,,0
VM-02439,Chamber_B,corner,23,203.8,209.0,209.9,5.15,104.5,49.2,496,93.0,1.73,179.3,99.7,0.501,,,,0
VM-02440,Chamber_C,center,7,202.1,217.1,220.0,5.32,102.2,55.8,505,45.9,1.84,179.3,109.5,0.518,,,,0
VM-02441,Chamber_C,center,43,188.1,209.1,226.1,4.99,106.4,49.9,472,45.3,2.23,177.8,86.9,0.488,,,,0
VM-02442,Chamber_A,corner,7,196.0,214.8,219.7,4.69,89.5,54.2,509,69.0,1.93,181.7,102.8,0.4911,,,,0
VM-02443,Chamber_B,center,17,187.7,214.1,220.2,4.59,110.2,50.5,489,61.3,2.57,178.7,98.4,0.5104,,,,0
VM-02444,Chamber_A,edge,3,193.2,209.8,211.6,4.65,101.9,47.9,525,73.7,1.67,179.7,98.3,0.4952,,,,0
VM-02445,Chamber_A,corner,5,212.6,216.7,222.2,4.77,101.1,54.3,486,53.4,2.52,183.3,100.6,0.4904,,,,0
VM-02446,Chamber_A,edge,11,196.6,203.9,228.2,5.67,108.0,48.6,467,65.5,3.03,176.0,100.6,0.4918,,,,0
VM-02447,Chamber_B,edge,20,194.0,210.7,227.7,4.95,94.7,50.3,500,71.8,2.16,185.1,105.6,0.5184,,,,0
VM-02448,Chamber_B,center,38,195.8,198.0,222.8,5.04,100.3,50.0,500,37.1,1.87,181.5,89.6,0.4697,,,,0
VM-02449,Chamber_A,center,5,192.4,206.9,219.4,5.3,105.7,53.2,497,79.9,2.02,176.7,102.8,0.4929,,,,0
VM-02450,Chamber_A,corner,8,204.8,202.0,213.9,4.88,100.4,47.6,485,93.7,1.64,182.4,97.3,0.5006,,,,0
VM-02451,Chamber_C,corner,34,203.0,212.3,211.5,4.72,100.3,47.7,507,37.3,1.25,178.9,97.7,0.497,,,,0
VM-02452,Chamber_B,edge,9,203.9,210.9,213.9,5.35,104.0,51.9,508,106.7,1.86,177.1,96.1,0.5041,,,,0
VM-02453,Chamber_B,edge,11,192.2,213.1,211.1,4.46,104.8,56.8,480,84.4,2.24,181.4,105.2,0.5054,,,,0
VM-02454,Chamber_B,center,26,200.7,203.4,227.7,4.72,102.6,45.7,515,45.6,2.04,176.4,95.6,0.4883,,,,0
VM-02455,Chamber_C,corner,18,195.0,210.5,218.0,4.95,96.3,48.7,468,57.2,2.26,180.9,100.6,0.5047,,,,0
VM-02456,Chamber_B,center,4,191.7,218.4,226.7,4.8,96.7,56.5,527,80.4,1.82,179.9,107.9,0.4895,,,,0
VM-02457,Chamber_C,edge,4,204.2,206.5,219.4,5.41,101.3,47.4,511,93.1,2.94,185.0,104.6,0.5068,,,,0
VM-02458,Chamber_C,corner,30,194.3,211.8,218.4,4.57,101.0,45.2,488,103.9,2.62,182.3,107.4,0.4981,98.55,90.2,48.9,1
VM-02459,Chamber_B,center,21,203.8,224.6,217.1,5.05,110.6,49.1,509,88.1,2.28,184.3,113.2,0.5167,,,,0
VM-02460,Chamber_B,corner,42,195.7,209.0,211.1,5.61,97.4,52.8,499,34.4,1.85,178.2,92.4,0.5002,,,,0
VM-02461,Chamber_A,corner,33,207.7,215.3,222.7,4.83,103.8,49.7,503,51.1,2.48,176.2,107.8,0.5138,,,,0
VM-02462,Chamber_C,center,45,202.0,214.2,221.2,5.62,107.5,52.0,486,36.2,2.1,181.1,96.3,0.5195,,,,0
VM-02463,Chamber_B,edge,40,195.8,218.6,229.9,4.77,96.1,45.9,498,62.1,1.14,177.7,96.6,0.5148,,,,0
VM-02464,Chamber_B,corner,25,199.3,213.4,223.2,5.42,97.3,49.7,530,113.1,2.12,185.4,103.4,0.4991,,,,0
VM-02465,Chamber_C,edge,36,203.7,209.3,221.9,5.12,104.8,49.0,490,35.2,1.84,181.9,90.2,0.5055,,,,0
VM-02466,Chamber_B,corner,33,199.8,204.0,214.9,5.41,103.8,46.0,479,105.0,1.97,178.0,92.3,0.5011,,,,0
VM-02467,Chamber_B,edge,47,202.0,210.6,229.6,4.98,98.8,45.7,504,109.3,2.5,182.8,107.9,0.5059,,,,0
VM-02468,Chamber_B,center,27,203.1,209.1,220.5,5.35,94.6,50.4,497,39.0,2.3,175.6,96.0,0.4983,,,,0
VM-02469,Chamber_B,center,4,201.2,218.6,227.0,5.85,103.3,47.4,501,57.9,2.65,179.7,98.3,0.5121,,,,0
VM-02470,Chamber_A,edge,46,194.8,207.5,212.2,4.95,108.5,47.2,496,59.6,1.32,181.3,92.8,0.4753,,,,0
VM-02471,Chamber_B,center,48,204.3,212.3,232.1,5.12,88.8,52.2,519,87.4,1.58,177.0,91.1,0.4963,101.28,92.8,65.4,1
VM-02472,Chamber_A,center,10,199.8,208.0,226.0,4.56,92.0,42.7,513,82.6,2.14,183.1,101.3,0.4893,,,,0
