inspectie_id,product_type,productielijn,lijnsnelheid_per_min,oppervlakte_px,omtrek_px,circulariteit,aspectverhouding,compactheid,gem_intensiteit,std_intensiteit,kleuruniformiteit,contrast,correlatie,energie,homogeniteit,randdichtheid,ruwheid,aantal_contouren,confidence_score,defect_type,goedgekeurd
VIS-004033,vial,Lijn_1,194,15777,458.7,0.925,1.01,0.836,195.5,5.9,0.894,2.2,0.925,0.227,0.797,0.112,0.0529,1,0.458,geen,1
VIS-004034,vial,Lijn_2,294,14557,410.6,1.086,1.009,0.864,201.7,9.6,0.93,7.39,0.783,0.355,0.727,0.167,0.0544,3,0.748,geen,1
VIS-004035,capsule,Lijn_2,303,5964,269.8,0.98,0.95,0.85,188.3,11.1,0.878,5.79,0.853,0.356,0.827,0.259,0.1273,6,0.279,barst,0
VIS-004036,capsule,Lijn_1,197,6034,286.4,0.94,1.0,0.842,198.5,8.4,0.93,2.64,0.803,0.424,0.824,0.094,0.032,4,0.471,geen,1
VIS-004037,vial,Lijn_2,299,15174,454.3,0.929,1.021,0.845,168.1,25.3,0.904,17.85,0.795,0.294,0.806,0.08,0.041,5,0.296,deeltje,0
VIS-004038,tablet,Lijn_3,152,7750,307.0,1.059,1.019,0.853,200.5,11.3,0.904,9.5,0.798,0.257,0.854,0.113,0.0594,4,0.817,geen,1
VIS-004039,capsule,Lijn_3,141,6243,272.8,1.071,0.989,0.827,179.8,7.6,0.943,11.62,0.724,0.321,0.745,0.157,0.0495,1,0.742,geen,1
VIS-004040,vial,Lijn_3,154,13538,438.5,1.051,0.994,0.903,159.2,12.0,0.88,2.37,0.854,0.269,0.817,0.1,0.0543,1,0.347,vulniveau,0
VIS-004041,capsule,Lijn_2,309,6556,281.2,1.067,0.993,0.842,191.5,14.5,0.954,2.85,0.853,0.268,0.74,0.145,0.0393,5,0.867,geen,1
VIS-004042,capsule,Lijn_3,158,6197,296.3,0.892,1.011,0.802,175.4,26.1,0.789,4.15,0.775,0.372,0.829,0.169,0.0521,2,0.367,verkleuring,0
VIS-004043,vial,Lijn_3,156,14514,415.4,1.035,1.01,0.885,179.2,11.5,0.881,13.42,0.854,0.36,0.783,0.176,0.0485,2,0.778,geen,1
VIS-004044,capsule,Lijn_2,300,5858,266.4,1.033,1.001,0.841,167.6,12.0,0.923,28.22,0.93,0.317,0.672,0.261,0.0458,4,0.073,kras,0
VIS-004045,vial,Lijn_1,207,15562,469.7,0.859,0.973,0.881,196.9,13.9,0.95,7.04,0.832,0.286,0.733,0.149,0.0395,5,0.619,geen,1
VIS-004046,vial,Lijn_3,149,15378,432.1,1.018,1.031,0.889,199.4,10.3,0.879,13.01,0.878,0.283,0.692,0.298,0.0498,3,0.229,kras,0
VIS-004047,tablet,Lijn_3,152,8299,322.0,1.033,0.947,0.853,163.7,14.8,0.855,12.09,0.838,0.306,0.813,0.15,0.0564,1,0.634,geen,1
VIS-004048,tablet,Lijn_1,196,7310,297.6,1.077,0.994,0.809,179.2,15.7,0.92,2.25,0.8,0.396,0.806,0.137,0.0642,2,0.783,geen,1
VIS-004049,vial,Lijn_2,303,14282,410.4,1.058,0.986,0.876,162.9,13.3,0.849,6.06,0.818,0.177,0.866,0.154,0.0511,3,0.793,geen,1
VIS-004050,vial,Lijn_1,208,14849,434.0,0.978,0.999,0.829,165.5,13.4,0.974,2.91,0.787,0.344,0.888,0.126,0.0597,3,0.91,geen,1
VIS-004051,tablet,Lijn_3,159,8161,322.6,0.986,1.001,0.863,180.3,3.1,0.88,32.16,0.889,0.247,0.644,0.202,0.0651,3,0.257,kras,0
VIS-004052,capsule,Lijn_3,159,5956,284.0,0.903,0.995,0.859,168.7,27.6,0.93,8.89,0.79,0.268,0.807,0.205,0.0558,5,0.269,deeltje,0
VIS-004053,vial,Lijn_2,309,15112,437.9,1.029,0.978,0.84,162.8,12.0,0.941,4.87,0.814,0.343,0.829,0.134,0.0393,3,0.907,geen,1
VIS-004054,capsule,Lijn_3,140,5608,255.6,1.1,1.024,0.864,182.6,10.5,0.913,14.24,0.836,0.271,0.864,0.119,0.0342,4,0.967,geen,1
VIS-004055,vial,Lijn_2,308,15632,458.8,0.926,1.024,0.896,196.7,18.0,0.9,3.53,0.788,0.293,0.775,0.097,0.0539,1,0.757,geen,1
VIS-004056,capsule,Lijn_3,143,5974,269.6,1.058,1.027,0.884,186.8,14.0,0.904,16.31,0.852,0.384,0.76,0.142,0.0444,3,0.8,geen,1
VIS-004057,tablet,Lijn_2,299,8007,327.2,0.967,1.018,0.883,200.7,15.4,0.965,2.77,0.776,0.367,0.829,0.115,0.0564,7,0.739,geen,1
VIS-004058,tablet,Lijn_3,149,7988,327.6,0.919,1.071,0.816,180.1,6.4,0.955,9.89,0.897,0.375,0.779,0.148,0.0492,1,0.781,geen,1
VIS-004059,capsule,Lijn_1,196,5814,283.5,0.909,0.999,0.879,166.6,18.2,0.866,6.93,0.847,0.217,0.798,0.158,0.0622,1,0.848,geen,1
VIS-004060,vial,Lijn_1,203,14477,425.0,1.032,1.045,0.821,167.1,9.8,0.891,2.29,0.805,0.262,0.824,0.167,0.0432,1,0.95,geen,1
VIS-004061,tablet,Lijn_1,197,7650,303.9,1.051,1.012,0.84,205.4,8.9,0.927,5.94,0.873,0.407,0.707,0.213,0.0287,3,0.82,geen,1
VIS-004062,capsule,Lijn_2,308,5855,263.1,1.002,1.008,0.821,178.1,6.2,0.926,12.54,0.903,0.299,0.857,0.312,0.129,9,0.268,barst,0
VIS-004063,vial,Lijn_3,159,15227,449.1,0.92,1.023,0.849,198.9,10.2,0.975,16.03,0.872,0.333,0.775,0.157,0.0511,2,0.945,geen,1
VIS-004064,capsule,Lijn_3,158,5936,274.3,0.988,0.999,0.839,194.6,9.6,0.951,14.89,0.836,0.327,0.805,0.14,0.0494,2,0.805,geen,1
VIS-004065,vial,Lijn_1,201,15665,442.1,0.997,1.055,0.859,177.5,10.0,0.91,4.8,0.841,0.248,0.846,0.128,0.0612,1,0.809,geen,1
VIS-004066,vial,Lijn_1,193,15436,425.9,1.118,1.019,0.795,177.0,13.3,0.936,3.93,0.821,0.228,0.766,0.2,0.0194,0,0.693,geen,1
VIS-004067,capsule,Lijn_1,207,6049,283.9,0.945,0.957,0.891,158.4,6.5,0.969,4.02,0.846,0.304,0.855,0.134,0.0535,1,0.861,geen,1
VIS-004068,vial,Lijn_1,197,15302,429.4,1.029,1.01,0.853,182.1,13.8,0.897,3.02,0.843,0.248,0.796,0.175,0.0442,2,0.839,geen,1
VIS-004069,capsule,Lijn_2,302,5781,263.3,1.035,1.01,0.874,175.5,8.5,0.935,3.31,0.84,0.329,0.845,0.162,0.0548,1,0.942,geen,1
VIS-004070,vial,Lijn_3,157,14403,422.5,0.997,1.011,0.88,171.7,15.2,0.876,5.09,0.867,0.349,0.776,0.179,0.0575,1,0.983,geen,1
VIS-004071,tablet,Lijn_3,141,7780,318.1,0.909,1.033,0.889,164.6,9.7,0.931,3.83,0.801,0.287,0.809,0.136,0.0437,1,0.95,geen,1
VIS-004072,tablet,Lijn_3,141,8252,316.7,1.011,1.017,0.895,178.7,16.6,0.893,8.43,0.901,0.413,0.768,0.198,0.0366,6,0.836,geen,1
VIS-004073,vial,Lijn_1,205,14251,435.1,0.929,1.013,0.825,172.3,14.8,0.931,6.27,0.884,0.179,0.79,0.189,0.0412,1,0.986,geen,1
VIS-004074,vial,Lijn_3,158,15535,463.7,0.912,0.991,0.801,206.5,11.3,0.909,12.61,0.857,0.352,0.771,0.152,0.0454,2,0.947,geen,1
VIS-004075,capsule,Lijn_3,158,5374,268.5,0.909,0.999,0.804,208.6,13.3,0.935,7.63,0.878,0.209,0.78,0.205,0.0563,3,0.69,geen,1
VIS-004076,vial,Lijn_3,141,15165,464.2,0.874,1.031,0.875,177.0,12.5,0.92,2.15,0.895,0.321,0.786,0.166,0.046,2,0.702,geen,1
VIS-004077,vial,Lijn_1,190,15373,444.5,1.008,1.042,0.847,190.7,12.9,0.937,3.5,0.788,0.274,0.833,0.159,0.0538,4,0.992,geen,1
VIS-004078,tablet,Lijn_3,149,7980,316.9,0.996,0.993,0.868,185.4,15.6,0.904,3.19,0.816,0.31,0.817,0.131,0.0618,1,0.754,geen,1
VIS-004079,tablet,Lijn_1,203,8312,321.4,1.0,1.005,0.815,198.8,10.8,0.899,5.93,0.85,0.218,0.815,0.155,0.0357,0,0.777,geen,1
VIS-004080,vial,Lijn_1,201,14548,444.5,0.903,0.963,0.844,156.2,23.6,0.865,2.18,0.832,0.369,0.841,0.146,0.0592,2,0.367,verkleuring,0
VIS-004081,tablet,Lijn_1,208,8316,333.7,0.945,0.989,0.905,169.9,14.0,0.909,6.89,0.863,0.301,0.784,0.155,0.043,4,0.923,geen,1
VIS-004082,capsule,Lijn_2,300,5919,288.3,0.903,0.965,0.851,215.4,16.3,0.954,4.96,0.849,0.293,0.839,0.118,0.037,2,0.958,geen,1
VIS-004083,tablet,Lijn_1,203,8541,334.2,0.933,1.021,0.829,198.1,10.6,0.884,10.11,0.852,0.364,0.81,0.133,0.0657,2,0.709,geen,1
VIS-004084,capsule,Lijn_3,146,6203,272.7,1.077,0.956,0.843,163.9,11.9,0.91,4.84,0.831,0.279,0.843,0.131,0.0496,6,0.843,geen,1
VIS-004085,vial,Lijn_3,141,15019,445.0,0.959,1.054,0.807,181.9,12.3,0.907,3.21,0.889,0.33,0.74,0.141,0.0659,0,0.799,geen,1
VIS-004086,tablet,Lijn_1,192,8017,309.5,1.051,1.003,0.845,179.2,10.1,0.892,7.96,0.872,0.247,0.824,0.144,0.0418,2,0.899,geen,1
VIS-004087,vial,Lijn_1,209,14738,417.8,1.064,1.049,0.764,190.7,15.9,0.953,4.98,0.838,0.407,0.821,0.113,0.0517,5,0.838,geen,1
VIS-004088,tablet,Lijn_3,150,7773,320.3,0.951,0.978,0.829,184.9,12.1,0.903,7.58,1.003,0.312,0.757,0.174,0.0451,0,0.713,geen,1
VIS-004089,vial,Lijn_1,196,15682,454.6,0.991,0.966,0.872,169.6,11.7,0.96,9.62,0.852,0.245,0.824,0.149,0.0571,1,0.618,geen,1
VIS-004090,tablet,Lijn_1,199,8073,331.8,0.93,1.017,0.851,209.1,15.8,0.936,7.14,0.92,0.36,0.758,0.151,0.0508,5,0.825,geen,1
VIS-004091,tablet,Lijn_3,143,7905,304.6,1.081,0.964,0.852,160.8,11.9,0.941,2.8,0.841,0.268,0.751,0.185,0.0476,3,0.722,geen,1
VIS-004092,vial,Lijn_2,303,14499,441.2,0.954,0.989,0.844,180.0,12.9,0.956,12.84,0.842,0.279,0.759,0.14,0.0671,3,0.678,geen,1
VIS-004093,tablet,Lijn_1,208,7400,305.1,0.98,0.988,0.887,215.7,16.6,0.867,7.63,0.934,0.348,0.856,0.152,0.0551,3,0.933,geen,1
VIS-004094,vial,Lijn_1,199,15232,456.8,0.93,1.068,0.897,181.3,11.4,0.918,12.92,0.853,0.3,0.769,0.127,0.0485,3,0.636,geen,1
VIS-004095,capsule,Lijn_1,208,6021,267.3,1.047,1.02,0.839,188.1,11.8,0.903,2.75,0.856,0.32,0.776,0.121,0.0547,3,0.743,geen,1
VIS-004096,capsule,Lijn_2,294,5940,289.7,0.915,0.983,0.843,164.4,18.4,0.915,20.26,0.894,0.242,0.837,0.199,0.03,2,0.758,geen,1
VIS-004097,tablet,Lijn_1,197,7923,309.6,1.035,1.009,0.933,174.9,12.6,0.955,8.0,0.85,0.3,0.756,0.175,0.0568,2,0.958,geen,1
VIS-004098,capsule,Lijn_3,153,6195,297.8,0.886,1.02,0.866,207.0,11.1,0.959,11.04,0.759,0.273,0.806,0.163,0.0353,2,0.845,geen,1
VIS-004099,vial,Lijn_3,147,15596,454.1,0.932,0.953,0.887,197.6,9.2,0.901,4.15,0.917,0.368,0.843,0.189,0.049,1,0.887,geen,1
VIS-004100,vial,Lijn_2,300,15309,442.3,1.04,0.992,0.856,210.2,9.6,0.914,10.49,0.867,0.239,0.765,0.141,0.0342,2,0.789,geen,1
VIS-004101,vial,Lijn_3,148,14999,435.6,0.979,0.968,0.869,192.8,10.1,0.933,4.69,0.835,0.255,0.774,0.141,0.0523,0,0.558,geen,1
VIS-004102,vial,Lijn_3,153,14662,445.6,0.969,0.998,0.861,172.1,12.3,0.982,9.17,0.848,0.379,0.775,0.164,0.0557,3,0.792,geen,1
VIS-004103,vial,Lijn_2,291,14322,410.2,1.048,1.024,0.874,190.3,8.0,0.972,7.02,0.865,0.324,0.75,0.188,0.0436,2,0.955,geen,1
VIS-004104,capsule,Lijn_2,309,5415,255.0,1.037,0.944,0.879,203.3,11.3,0.913,13.53,0.895,0.213,0.843,0.132,0.0429,3,0.878,geen,1
VIS-004105,vial,Lijn_2,290,14538,446.2,0.934,0.963,0.863,159.5,12.1,0.9,3.65,0.822,0.334,0.829,0.181,0.0357,1,0.947,geen,1
VIS-004106,tablet,Lijn_1,200,7479,307.5,1.027,0.966,0.832,164.1,13.1,0.897,11.45,0.749,0.292,0.846,0.109,0.0473,3,0.852,geen,1
VIS-004107,tablet,Lijn_2,296,7795,317.0,0.975,1.005,0.827,182.6,15.7,0.928,2.7,0.856,0.297,0.813,0.145,0.0565,3,0.931,geen,1
VIS-004108,capsule,Lijn_1,207,6153,269.7,1.056,1.002,0.819,126.9,16.2,0.767,5.98,0.84,0.273,0.83,0.194,0.0376,3,0.496,verkleuring,0
VIS-004109,tablet,Lijn_1,197,8154,332.4,0.926,0.957,0.916,177.0,12.2,0.9,3.91,0.836,0.274,0.853,0.173,0.0632,4,0.846,geen,1
VIS-004110,vial,Lijn_3,157,14749,443.6,0.935,0.973,0.867,167.4,7.4,0.895,6.84,0.859,0.316,0.714,0.127,0.0591,2,0.869,geen,1
VIS-004111,tablet,Lijn_2,304,7930,318.3,0.97,1.003,0.844,210.8,15.7,0.951,2.35,0.811,0.32,0.818,0.147,0.0394,3,0.803,geen,1
VIS-004112,capsule,Lijn_1,208,5809,279.2,0.963,1.009,0.874,180.9,24.3,0.89,21.62,0.808,0.184,0.877,0.208,0.0481,4,0.124,deeltje,0
VIS-004113,tablet,Lijn_3,149,7224,314.7,0.942,0.986,0.91,189.7,8.6,0.891,7.23,0.832,0.346,0.827,0.113,0.0547,1,0.874,geen,1
VIS-004114,tablet,Lijn_2,307,8379,319.1,1.053,1.012,0.81,198.9,9.1,0.953,3.66,0.874,0.323,0.853,0.15,0.0486,4,0.832,geen,1
VIS-004115,capsule,Lijn_2,301,5825,273.0,1.012,1.024,0.836,181.2,8.0,0.925,6.37,0.922,0.269,0.78,0.133,0.0721,2,0.948,geen,1
VIS-004116,tablet,Lijn_3,147,7786,330.2,0.895,1.027,0.829,177.2,14.1,0.869,2.05,0.802,0.289,0.795,0.159,0.0734,1,0.891,geen,1
VIS-004117,tablet,Lijn_3,147,7717,308.9,0.999,0.999,0.887,178.3,15.2,0.929,2.2,0.798,0.26,0.73,0.189,0.0511,6,0.833,geen,1
VIS-004118,vial,Lijn_2,298,14184,440.8,0.872,0.998,0.825,178.5,11.6,0.942,2.48,0.84,0.292,0.779,0.146,0.0649,2,0.856,geen,1
VIS-004119,vial,Lijn_1,208,14642,425.8,1.029,0.979,0.855,159.6,11.1,0.931,3.19,0.875,0.302,0.769,0.178,0.0573,3,0.901,geen,1
VIS-004120,vial,Lijn_3,144,14351,452.1,0.879,0.989,0.844,164.0,10.4,0.919,15.31,0.904,0.368,0.761,0.19,0.0469,1,0.706,geen,1
VIS-004121,tablet,Lijn_2,293,8005,316.0,1.0,0.943,0.803,185.2,10.8,0.869,5.41,0.869,0.345,0.744,0.144,0.0459,2,0.908,geen,1
VIS-004122,vial,Lijn_3,142,14533,441.9,0.885,1.004,0.882,181.6,12.0,0.902,9.87,0.877,0.26,0.845,0.199,0.0562,2,0.813,geen,1
VIS-004123,capsule,Lijn_2,309,6150,290.5,0.943,0.968,0.842,185.4,9.5,0.909,6.28,0.898,0.234,0.829,0.186,0.0503,0,0.86,geen,1
VIS-004124,tablet,Lijn_2,299,7872,326.7,0.942,1.05,0.842,162.0,14.5,0.928,6.53,0.86,0.315,0.761,0.109,0.0419,2,0.873,geen,1
VIS-004125,tablet,Lijn_3,155,8160,332.1,0.904,0.952,0.867,185.5,15.7,0.888,2.48,0.855,0.247,0.808,0.184,0.048,0,0.683,geen,1
VIS-004126,vial,Lijn_3,157,14219,424.7,1.008,0.965,0.864,183.6,16.5,0.91,24.17,0.82,0.371,0.76,0.179,0.0654,3,0.835,geen,1
VIS-004127,capsule,Lijn_1,208,6215,281.3,1.032,0.964,0.835,207.1,13.5,0.916,2.15,0.852,0.277,0.763,0.146,0.0462,5,0.842,geen,1
VIS-004128,tablet,Lijn_3,145,8523,345.8,0.877,1.012,0.853,160.1,15.3,0.96,5.8,0.887,0.238,0.848,0.105,0.0548,1,0.943,geen,1
VIS-004129,vial,Lijn_2,293,14633,452.2,0.921,0.998,0.787,179.9,9.7,0.873,3.14,0.848,0.387,0.752,0.104,0.0575,3,0.857,geen,1
VIS-004130,tablet,Lijn_1,197,8169,320.4,0.987,0.979,0.9,183.6,12.1,0.91,2.17,0.741,0.233,0.775,0.151,0.0567,0,0.716,geen,1
VIS-004131,vial,Lijn_2,297,15907,468.9,0.926,0.999,0.873,196.7,6.0,0.943,5.15,0.814,0.318,0.796,0.155,0.0597,2,0.921,geen,1
VIS-004132,tablet,Lijn_3,153,7722,327.1,0.908,0.958,0.864,208.4,11.1,0.972,3.43,0.778,0.323,0.742,0.179,0.0414,0,0.912,geen,1
VIS-004133,capsule,Lijn_2,306,6052,268.4,1.057,0.979,0.798,204.0,10.7,0.924,9.03,0.884,0.301,0.809,0.157,0.0656,2,0.957,geen,1
VIS-004134,tablet,Lijn_2,291,8020,310.5,1.037,1.026,0.868,165.7,17.3,0.906,3.86,0.946,0.247,0.846,0.18,0.0557,4,0.692,geen,1
VIS-004135,vial,Lijn_3,140,14432,430.2,0.955,1.015,0.864,177.5,17.4,0.882,6.31,0.904,0.263,0.835,0.131,0.0695,1,0.766,geen,1
VIS-004136,vial,Lijn_1,202,14874,414.8,1.058,0.962,0.856,187.9,11.7,0.89,2.72,0.881,0.351,0.749,0.147,0.0564,2,0.962,geen,1
VIS-004137,tablet,Lijn_3,153,7459,315.7,0.87,1.033,0.868,184.1,4.9,0.895,6.41,0.85,0.248,0.799,0.248,0.1133,8,0.068,barst,0
VIS-004138,vial,Lijn_3,156,15094,460.2,0.88,1.017,0.846,177.1,4.9,0.895,2.78,0.817,0.315,0.776,0.131,0.0539,2,0.917,geen,1
VIS-004139,vial,Lijn_3,144,13379,447.2,0.992,1.011,0.879,155.7,13.1,0.891,3.39,0.924,0.293,0.775,0.166,0.0752,2,0.434,vulniveau,0
VIS-004140,tablet,Lijn_2,294,7648,320.0,0.953,1.007,0.846,180.3,11.9,0.925,6.96,0.886,0.351,0.758,0.17,0.0404,0,0.861,geen,1
VIS-004141,capsule,Lijn_3,151,6167,270.2,1.084,1.013,0.88,165.9,5.7,0.917,4.12,0.923,0.286,0.741,0.162,0.0626,2,0.54,geen,1
VIS-004142,tablet,Lijn_2,305,8181,329.4,0.95,0.937,0.841,158.7,5.2,0.974,2.71,0.794,0.315,0.855,0.156,0.0649,1,0.759,geen,1
VIS-004143,vial,Lijn_3,144,14939,445.7,0.931,0.984,0.805,167.1,14.9,0.917,5.04,0.84,0.261,0.903,0.136,0.0491,3,0.808,geen,1
VIS-004144,tablet,Lijn_1,193,8474,325.6,0.89,1.033,0.861,152.2,11.8,0.885,4.84,0.798,0.321,0.771,0.364,0.1019,7,0.549,barst,0
VIS-004145,vial,Lijn_1,201,14536,429.7,0.96,0.976,0.839,179.8,11.2,0.929,2.52,0.853,0.261,0.764,0.166,0.0518,0,0.817,geen,1
VIS-004146,vial,Lijn_3,140,15564,425.8,1.055,1.017,0.835,183.6,13.0,0.943,2.68,0.771,0.347,0.769,0.167,0.0474,1,0.762,geen,1
VIS-004147,vial,Lijn_3,152,15982,465.0,0.947,0.968,0.864,179.8,8.4,0.943,22.41,0.719,0.35,0.809,0.148,0.0525,4,0.608,geen,1
VIS-004148,tablet,Lijn_1,194,7498,318.3,0.919,1.059,0.87,187.3,17.0,0.921,5.39,0.836,0.336,0.822,0.138,0.055,3,0.686,geen,1
VIS-004149,tablet,Lijn_3,145,8064,333.4,0.912,1.057,0.843,163.0,9.1,0.884,10.6,0.791,0.314,0.775,0.155,0.0575,3,0.944,geen,1
VIS-004150,vial,Lijn_3,153,15015,427.7,1.042,1.002,0.827,198.5,10.4,0.928,4.93,0.884,0.337,0.83,0.211,0.0545,0,0.721,geen,1
VIS-004151,tablet,Lijn_3,159,8162,326.7,0.953,1.046,0.848,172.9,15.0,0.902,2.41,0.813,0.268,0.787,0.162,0.0679,2,0.791,geen,1
VIS-004152,tablet,Lijn_3,143,8095,308.8,1.055,0.975,0.831,188.4,14.6,0.967,20.36,0.873,0.313,0.762,0.225,0.0407,2,0.367,kras,0
VIS-004153,capsule,Lijn_2,306,5866,264.6,1.061,1.033,0.818,185.8,14.2,0.936,10.31,0.792,0.322,0.789,0.125,0.0635,3,0.531,geen,1
VIS-004154,tablet,Lijn_2,297,7790,313.7,0.99,1.01,0.872,165.3,10.5,0.929,10.18,0.86,0.296,0.817,0.122,0.0496,2,0.747,geen,1
VIS-004155,capsule,Lijn_1,202,6254,272.8,1.057,0.976,0.821,211.0,17.5,0.91,15.65,0.827,0.311,0.847,0.182,0.0629,2,0.888,geen,1
VIS-004156,capsule,Lijn_2,303,5829,268.5,1.023,0.975,0.86,186.4,7.7,0.89,15.26,0.8,0.306,0.743,0.231,0.0541,1,0.4,kras,0
VIS-004157,vial,Lijn_2,299,13705,433.6,0.918,1.047,0.872,183.6,8.6,0.933,3.06,0.799,0.317,0.849,0.141,0.0517,2,0.894,geen,1
VIS-004158,vial,Lijn_2,303,14886,457.9,0.892,1.048,0.854,194.1,16.5,0.942,6.18,0.778,0.227,0.828,0.134,0.0591,2,0.905,geen,1
VIS-004159,vial,Lijn_3,154,15499,448.9,0.934,0.973,0.871,159.4,10.8,0.921,5.11,0.921,0.297,0.751,0.159,0.0477,1,0.754,geen,1
VIS-004160,tablet,Lijn_1,193,8185,313.1,0.864,1.079,0.729,186.0,10.7,0.898,2.43,0.87,0.274,0.805,0.137,0.0323,1,0.313,vormafwijking,0
VIS-004161,vial,Lijn_3,152,14870,416.5,1.05,0.939,0.875,173.4,13.8,0.963,2.01,0.796,0.383,0.809,0.143,0.0389,5,0.72,geen,1
VIS-004162,vial,Lijn_1,192,14689,454.6,0.884,0.983,0.844,165.2,13.7,0.913,6.86,0.888,0.404,0.798,0.155,0.0583,6,0.347,deeltje,0
VIS-004163,vial,Lijn_3,143,14360,420.9,1.014,0.966,0.79,170.1,7.8,0.943,6.8,0.817,0.2,0.789,0.151,0.0517,0,0.711,geen,1
VIS-004164,capsule,Lijn_1,208,6316,271.7,1.078,1.064,0.859,161.7,10.6,0.855,13.68,0.82,0.33,0.848,0.137,0.0473,0,0.621,geen,1
VIS-004165,tablet,Lijn_3,153,7764,311.6,0.998,0.937,0.859,198.4,13.8,0.956,7.46,0.922,0.296,0.792,0.159,0.0544,2,0.967,geen,1
VIS-004166,capsule,Lijn_2,309,6149,278.6,1.011,1.055,0.806,180.8,13.6,0.903,3.38,0.849,0.329,0.726,0.135,0.0559,4,0.733,geen,1
VIS-004167,vial,Lijn_3,146,14897,421.1,1.052,0.99,0.845,199.9,13.0,0.944,11.02,0.851,0.293,0.821,0.14,0.0524,0,0.886,geen,1
VIS-004168,vial,Lijn_1,202,14986,440.5,0.984,1.068,0.814,177.7,6.1,0.925,2.08,0.906,0.349,0.775,0.165,0.0663,1,0.949,geen,1
VIS-004169,vial,Lijn_2,298,14902,456.3,0.921,0.97,0.784,165.1,12.6,0.906,5.04,0.828,0.298,0.827,0.184,0.0721,2,0.858,geen,1
VIS-004170,vial,Lijn_3,153,14924,441.1,0.915,0.996,0.825,199.3,18.2,0.916,2.26,0.843,0.354,0.698,0.154,0.0554,2,0.782,geen,1
VIS-004171,tablet,Lijn_1,192,8608,338.4,0.954,1.036,0.883,171.2,9.6,0.914,2.42,0.82,0.238,0.831,0.172,0.0455,2,0.731,geen,1
VIS-004172,vial,Lijn_2,308,15306,468.4,0.774,1.022,0.822,140.1,12.0,0.906,6.52,0.805,0.248,0.803,0.268,0.1345,10,0.248,barst,0
VIS-004173,tablet,Lijn_1,203,7986,330.2,0.936,0.963,0.815,195.3,12.8,0.895,8.87,0.829,0.29,0.852,0.146,0.037,0,0.89,geen,1
VIS-004174,vial,Lijn_2,307,13962,439.7,0.896,0.994,0.883,175.5,16.4,0.924,5.3,0.883,0.403,0.761,0.137,0.0337,4,0.804,geen,1
VIS-004175,vial,Lijn_2,294,14664,458.5,0.906,1.019,0.918,168.3,11.5,0.912,3.93,0.903,0.277,0.758,0.115,0.0499,1,0.884,geen,1
VIS-004176,capsule,Lijn_3,157,5663,262.1,1.025,1.043,0.825,160.3,9.0,0.905,10.3,0.847,0.336,0.852,0.176,0.0652,3,0.882,geen,1
VIS-004177,vial,Lijn_3,143,12558,443.9,0.961,1.061,0.859,177.7,13.0,0.909,3.89,0.807,0.293,0.798,0.081,0.0485,1,0.563,vulniveau,0
VIS-004178,tablet,Lijn_1,195,7758,303.8,1.045,0.985,0.865,167.3,10.8,0.946,12.13,0.759,0.265,0.713,0.193,0.0514,3,0.755,geen,1
VIS-004179,tablet,Lijn_3,149,7332,318.7,0.924,0.991,0.85,211.9,8.7,0.98,13.83,0.907,0.503,0.851,0.157,0.0554,6,0.871,geen,1
VIS-004180,capsule,Lijn_1,193,5931,279.8,0.963,0.995,0.845,178.5,7.8,0.952,10.16,0.886,0.351,0.825,0.135,0.0342,3,0.791,geen,1
VIS-004181,tablet,Lijn_3,147,8011,315.4,1.002,1.057,0.823,180.7,9.4,0.915,5.49,0.804,0.325,0.816,0.114,0.0377,0,0.931,geen,1
VIS-004182,vial,Lijn_3,148,15779,472.1,0.886,0.959,0.84,149.5,24.5,0.718,11.43,0.866,0.332,0.772,0.143,0.0532,1,0.336,verkleuring,0
VIS-004183,vial,Lijn_2,301,15009,452.3,0.944,0.991,0.811,165.1,12.2,0.935,4.42,0.846,0.338,0.826,0.075,0.0455,1,0.763,geen,1
VIS-004184,vial,Lijn_2,307,14965,437.8,0.988,0.995,0.853,177.1,11.4,0.961,6.43,0.801,0.368,0.905,0.163,0.0475,0,0.804,geen,1
VIS-004185,vial,Lijn_1,205,14703,416.7,0.958,1.026,0.842,175.9,12.6,0.931,16.14,0.883,0.407,0.771,0.272,0.073,5,0.486,barst,0
VIS-004186,vial,Lijn_2,290,15548,467.1,0.891,1.016,0.844,202.2,14.5,1.005,5.67,0.794,0.328,0.836,0.186,0.0566,1,0.703,geen,1
VIS-004187,capsule,Lijn_1,206,6084,272.4,1.029,0.97,0.865,168.6,17.1,0.943,5.66,0.908,0.251,0.808,0.156,0.059,4,0.822,geen,1
VIS-004188,tablet,Lijn_2,305,8206,312.8,1.042,1.002,0.854,183.7,9.9,0.862,5.05,0.874,0.324,0.72,0.173,0.0407,2,0.753,geen,1
VIS-004189,tablet,Lijn_1,197,8100,325.8,0.889,0.992,0.807,159.6,12.7,0.951,2.55,0.844,0.351,0.776,0.264,0.1327,6,0.309,barst,0
VIS-004190,tablet,Lijn_3,152,8152,342.9,0.849,1.01,0.804,148.6,14.9,0.934,12.91,0.811,0.348,0.787,0.155,0.0561,7,0.802,geen,1
VIS-004191,capsule,Lijn_1,194,6488,277.6,1.037,1.055,0.846,201.6,10.2,0.885,3.97,0.874,0.297,0.801,0.177,0.0556,2,0.794,geen,1
