episode,stap,policy,setpoint_C,state_temp_C,state_conc_molL,state_coolant_C,state_error_C,state_verstoring,action_coolant_adj,reward_tracking,reward_energie,reward_constraint,reward_totaal,cumulatief_reward,next_temp_C,next_conc_molL,next_coolant_C,done
67,3,random,150,134.17,1.1772,19.6,15.83,-0.373,-0.24,-4.264,-0.002,0,-4.267,-10.52,128.68,1.1788,19.5,0
67,4,random,150,128.68,1.1788,19.5,21.32,0.433,-7.28,-4.981,-0.073,0,-5.054,-15.57,125.1,1.1805,19.5,0
67,5,random,150,125.1,1.1805,19.5,24.9,0.509,-8.24,-5.667,-0.082,0,-5.749,-21.32,121.66,1.1822,19.6,0
67,6,random,150,121.66,1.1822,19.6,28.34,0.465,8.38,-6.585,-0.092,-10,-16.678,-38.0,117.07,1.1838,19.9,0
67,7,random,150,117.07,1.1838,19.9,32.93,0.356,-7.29,-7.222,-0.073,-10,-17.295,-55.29,113.89,1.1855,20.0,0
67,8,random,150,113.89,1.1855,20.0,36.11,0.438,8.02,-8.063,-0.088,-10,-18.152,-73.45,109.68,1.1872,20.2,1
68,0,expert,155,147.09,0.8357,28.1,7.91,-0.064,5.0,-2.782,-0.055,0,-2.837,-2.84,141.09,0.8374,28.1,0
68,1,expert,155,141.09,0.8374,28.1,13.91,0.281,5.0,-3.808,-0.055,0,-3.863,-6.7,135.96,0.8392,28.2,0
68,2,expert,155,135.96,0.8392,28.2,19.04,-0.056,5.0,-4.868,-0.055,0,-4.923,-11.62,130.66,0.8409,28.1,0
68,3,expert,155,130.66,0.8409,28.1,24.34,0.712,5.0,-5.724,-0.055,0,-5.779,-17.4,126.38,0.8427,28.1,0
68,4,expert,155,126.38,0.8427,28.1,28.62,-0.63,5.0,-6.81,-0.055,0,-6.865,-24.27,120.95,0.8444,28.1,0
68,5,expert,155,120.95,0.8444,28.1,34.05,0.2,5.0,-7.687,-0.055,-10,-17.742,-42.01,116.57,0.8462,28.0,0
68,6,expert,155,116.57,0.8462,28.0,38.43,0.337,5.0,-8.508,-0.055,-10,-18.563,-60.57,112.46,0.848,28.2,0
68,7,expert,155,112.46,0.848,28.2,42.54,0.306,5.0,-9.274,-0.055,-10,-19.329,-79.9,108.63,0.8497,28.0,1
69,0,random,155,149.13,1.0814,17.1,5.87,-0.461,-3.43,-2.37,-0.034,0,-2.404,-2.4,143.15,1.0831,17.2,0
69,1,random,155,143.15,1.0831,17.2,11.85,-0.231,6.78,-3.739,-0.075,0,-3.814,-6.22,136.31,1.0848,17.2,0
69,2,random,155,136.31,1.0848,17.2,18.69,-0.457,1.64,-4.959,-0.018,0,-4.977,-11.19,130.2,1.0864,17.2,0
69,3,random,155,130.2,1.0864,17.2,24.8,0.418,6.21,-6.021,-0.068,0,-6.089,-17.28,124.9,1.0881,17.3,0
69,4,random,155,124.9,1.0881,17.3,30.1,-0.527,-0.54,-7.075,-0.005,-10,-17.081,-34.36,119.62,1.0898,17.3,0
69,5,random,155,119.62,1.0898,17.3,35.38,0.012,-4.48,-7.839,-0.045,-10,-17.884,-52.25,115.81,1.0915,17.4,0
69,6,random,155,115.81,1.0915,17.4,39.19,0.527,-3.92,-8.603,-0.039,-10,-18.642,-70.89,111.98,1.0932,17.4,0
69,7,random,155,111.98,1.0932,17.4,43.02,0.71,-9.2,-9.103,-0.092,-10,-19.195,-90.09,109.48,1.0949,17.2,1
70,0,PID_conservatief,150,141.63,1.0001,19.6,8.37,-0.434,3.0,-2.95,-0.033,0,-2.983,-2.98,135.25,1.0018,19.7,0
70,1,PID_conservatief,150,135.25,1.0018,19.7,14.75,0.026,3.0,-4.046,-0.033,0,-4.079,-7.06,129.77,1.0035,19.6,0
70,2,PID_conservatief,150,129.77,1.0035,19.6,20.23,0.584,3.0,-4.984,-0.033,0,-5.017,-12.08,125.08,1.0052,19.8,0
70,3,PID_conservatief,150,125.08,1.0052,19.8,24.92,-0.363,3.0,-6.082,-0.033,-10,-16.115,-28.19,119.59,1.0069,19.7,0
70,4,PID_conservatief,150,119.59,1.0069,19.7,30.41,0.057,3.0,-6.986,-0.033,-10,-17.019,-45.21,115.07,1.0086,19.7,0
70,5,PID_conservatief,150,115.07,1.0086,19.7,34.93,0.128,3.0,-7.905,-0.033,-10,-17.938,-63.15,110.48,1.0104,19.9,0
70,6,PID_conservatief,150,110.48,1.0104,19.9,39.52,0.268,3.0,-8.755,-0.033,-10,-18.788,-81.94,106.22,1.0121,19.9,1
71,0,random,155,154.56,1.0859,29.4,0.44,-0.25,9.23,-1.46,-0.102,0,-1.561,-1.56,147.7,1.0875,29.4,0
71,1,random,155,147.7,1.0875,29.4,7.3,0.287,9.52,-2.687,-0.105,0,-2.792,-4.35,141.57,1.0892,29.3,0
71,2,random,155,141.57,1.0892,29.3,13.43,0.421,8.91,-3.765,-0.098,0,-3.863,-8.22,136.18,1.0909,29.2,0
71,3,random,155,136.18,1.0909,29.2,18.82,0.064,8.09,-4.832,-0.089,0,-4.921,-13.14,130.84,1.0926,29.2,0
71,4,random,155,130.84,1.0926,29.2,24.16,0.567,9.62,-5.791,-0.106,0,-5.897,-19.03,126.04,1.0942,29.1,0
71,5,random,155,126.04,1.0942,29.1,28.96,0.03,9.54,-6.797,-0.105,0,-6.902,-25.94,121.01,1.0959,29.2,0
71,6,random,155,121.01,1.0959,29.2,33.99,0.588,4.19,-7.487,-0.046,-10,-17.533,-43.47,117.57,1.0976,29.2,0
71,7,random,155,117.57,1.0976,29.2,37.43,0.237,9.82,-8.435,-0.108,-10,-18.543,-62.01,112.83,1.0993,29.1,0
71,8,random,155,112.83,1.0993,29.1,42.17,0.421,-6.08,-8.904,-0.061,-10,-18.965,-80.98,110.48,1.101,29.1,0
71,9,random,155,110.48,1.101,29.1,44.52,0.399,2.22,-9.478,-0.024,-10,-19.503,-100.48,107.61,1.1027,29.1,1
72,0,expert,150,143.64,1.0198,15.2,6.36,-0.303,5.0,-2.643,-0.055,0,-2.698,-2.7,136.78,1.0215,15.4,0
72,1,expert,150,136.78,1.0215,15.4,13.22,-0.369,5.0,-3.968,-0.055,0,-4.023,-6.72,130.16,1.0232,15.3,0
72,2,expert,150,130.16,1.0232,15.3,19.84,0.656,5.0,-4.948,-0.055,0,-5.003,-11.72,125.26,1.0249,15.4,0
72,3,expert,150,125.26,1.0249,15.4,24.74,0.043,5.0,-6.06,-0.055,-10,-16.115,-27.84,119.7,1.0266,15.7,0
72,4,expert,150,119.7,1.0266,15.7,30.3,0.643,5.0,-6.944,-0.055,-10,-16.999,-44.84,115.28,1.0283,15.8,0
72,5,expert,150,115.28,1.0283,15.8,34.72,0.602,5.0,-7.761,-0.055,-10,-17.816,-62.66,111.19,1.03,15.8,0
72,6,expert,150,111.19,1.03,15.8,38.81,0.304,5.0,-8.565,-0.055,-10,-18.62,-81.28,107.17,1.0317,15.8,1
73,0,PID_conservatief,155,142.15,0.9587,15.3,12.85,0.097,3.0,-3.804,-0.033,0,-3.837,-3.84,135.98,0.9605,15.4,0
73,1,PID_conservatief,155,135.98,0.9605,15.4,19.02,0.388,3.0,-4.926,-0.033,0,-4.959,-8.8,130.37,0.9622,15.4,0
73,2,PID_conservatief,155,130.37,0.9622,15.4,24.63,0.479,3.0,-5.905,-0.033,0,-5.938,-14.73,125.48,0.9639,15.4,0
73,3,PID_conservatief,155,125.48,0.9639,15.4,29.52,0.018,3.0,-6.922,-0.033,0,-6.955,-21.69,120.39,0.9656,15.5,0
73,4,PID_conservatief,155,120.39,0.9656,15.5,34.61,0.362,3.0,-7.785,-0.033,-10,-17.818,-39.51,116.08,0.9674,15.7,0
73,5,PID_conservatief,155,116.08,0.9674,15.7,38.92,0.008,3.0,-8.706,-0.033,-10,-18.739,-58.24,111.47,0.9691,15.8,0
73,6,PID_conservatief,155,111.47,0.9691,15.8,43.53,0.253,3.0,-9.522,-0.033,-10,-19.555,-77.8,107.39,0.9708,15.8,1
74,0,PID_conservatief,145,157.41,1.0837,29.4,-12.41,0.213,-3.0,-1.519,-0.03,0,-1.549,-1.55,152.6,1.0853,29.4,0
74,1,PID_conservatief,145,152.6,1.0853,29.4,-7.6,0.152,-3.0,-0.529,-0.03,0,-0.559,-2.11,147.64,1.087,29.3,0
74,2,PID_conservatief,145,147.64,1.087,29.3,-2.64,-0.024,-1.32,-0.511,-0.013,0,-0.524,-2.63,142.45,1.0887,29.2,0
74,3,PID_conservatief,145,142.45,1.0887,29.2,2.55,0.762,1.28,-1.328,-0.014,0,-1.342,-3.97,138.36,1.0903,29.1,0
74,4,PID_conservatief,145,138.36,1.0903,29.1,6.64,0.466,3.0,-2.238,-0.033,0,-2.271,-6.25,133.81,1.092,29.1,0
74,5,PID_conservatief,145,133.81,1.092,29.1,11.19,0.457,3.0,-3.074,-0.033,0,-3.107,-9.35,129.63,1.0937,29.2,0
74,6,PID_conservatief,145,129.63,1.0937,29.2,15.37,0.002,3.0,-4.003,-0.033,0,-4.036,-13.39,124.98,1.0954,29.2,0
74,7,PID_conservatief,145,124.98,1.0954,29.2,20.02,0.782,3.0,-4.706,-0.033,0,-4.739,-18.13,121.47,1.0971,29.1,0
74,8,PID_conservatief,145,121.47,1.0971,29.1,23.53,0.835,3.0,-5.402,-0.033,-10,-15.435,-33.56,117.99,1.0988,29.1,0
74,9,PID_conservatief,145,117.99,1.0988,29.1,27.01,0.58,3.0,-6.011,-0.033,-10,-16.044,-49.61,114.94,1.1004,29.1,0
74,10,PID_conservatief,145,114.94,1.1004,29.1,30.06,0.169,3.0,-6.755,-0.033,-10,-16.788,-66.4,111.22,1.1021,29.1,0
74,11,PID_conservatief,145,111.22,1.1021,29.1,33.78,0.402,3.0,-7.463,-0.033,-10,-17.496,-83.89,107.69,1.1038,29.2,1
75,0,PID_agressief,155,147.1,0.8351,24.1,7.9,-0.187,10.0,-3.027,-0.11,0,-3.137,-3.14,139.86,0.8368,24.1,0
75,1,PID_agressief,155,139.86,0.8368,24.1,15.14,0.375,10.0,-4.314,-0.11,0,-4.424,-7.56,133.43,0.8386,24.1,0
75,2,PID_agressief,155,133.43,0.8386,24.1,21.57,-0.213,10.0,-5.585,-0.11,0,-5.695,-13.26,127.07,0.8403,24.0,0
75,3,PID_agressief,155,127.07,0.8403,24.0,27.93,0.203,10.0,-6.687,-0.11,0,-6.797,-20.05,121.56,0.8421,24.0,0
75,4,PID_agressief,155,121.56,0.8421,24.0,33.44,0.539,10.0,-7.617,-0.11,-10,-17.727,-37.78,116.91,0.8439,24.1,0
75,5,PID_agressief,155,116.91,0.8439,24.1,38.09,0.613,10.0,-8.52,-0.11,-10,-18.63,-56.41,112.4,0.8456,24.3,0
75,6,PID_agressief,155,112.4,0.8456,24.3,42.6,0.553,10.0,-9.37,-0.11,-10,-19.48,-75.89,108.15,0.8474,24.5,1
76,0,expert,145,141.83,0.9725,16.2,3.17,-0.075,3.15,-1.856,-0.035,0,-1.891,-1.89,135.72,0.9742,16.3,0
76,1,expert,145,135.72,0.9742,16.3,9.28,0.447,5.0,-2.942,-0.055,0,-2.997,-4.89,130.29,0.9759,16.4,0
76,2,expert,145,130.29,0.9759,16.4,14.71,-0.743,5.0,-4.251,-0.055,0,-4.306,-9.19,123.74,0.9776,16.4,0
76,3,expert,145,123.74,0.9776,16.4,21.26,0.219,5.0,-5.225,-0.055,-10,-15.28,-24.47,118.88,0.9794,16.5,0
76,4,expert,145,118.88,0.9794,16.5,26.12,0.318,5.0,-6.208,-0.055,-10,-16.263,-40.74,113.96,0.9811,16.7,0
76,5,expert,145,113.96,0.9811,16.7,31.04,0.033,5.0,-7.221,-0.055,-10,-17.276,-58.01,108.9,0.9828,16.9,1
77,0,expert,160,140.08,0.9464,19.1,19.92,-0.168,5.0,-5.228,-0.055,0,-5.283,-5.28,133.86,0.9481,19.2,0
77,1,expert,160,133.86,0.9481,19.2,26.14,0.041,5.0,-6.418,-0.055,0,-6.473,-11.76,127.91,0.9498,19.2,0
77,2,expert,160,127.91,0.9498,19.2,32.09,-0.109,5.0,-7.583,-0.055,0,-7.638,-19.39,122.09,0.9515,19.3,0
77,3,expert,160,122.09,0.9515,19.3,37.91,0.521,5.0,-8.478,-0.055,-10,-18.533,-37.93,117.61,0.9533,19.4,0
77,4,expert,160,117.61,0.9533,19.4,42.39,0.528,5.0,-9.301,-0.055,-10,-19.356,-57.28,113.49,0.955,19.5,0
77,5,expert,160,113.49,0.955,19.5,46.51,0.462,5.0,-10.137,-0.055,-10,-20.192,-77.47,109.32,0.9567,19.5,1
78,0,expert,160,143.23,0.9106,17.3,16.77,-0.057,5.0,-4.654,-0.055,0,-4.709,-4.71,136.73,0.9124,17.4,0
78,1,expert,160,136.73,0.9124,17.4,23.27,0.117,5.0,-5.844,-0.055,0,-5.899,-10.61,130.78,0.9141,17.5,0
78,2,expert,160,130.78,0.9141,17.5,29.22,-0.122,5.0,-6.991,-0.055,0,-7.046,-17.65,125.05,0.9158,17.5,0
78,3,expert,160,125.05,0.9158,17.5,34.95,0.533,5.0,-7.921,-0.055,0,-7.976,-25.63,120.39,0.9176,17.6,0
78,4,expert,160,120.39,0.9176,17.6,39.61,0.385,5.0,-8.944,-0.055,-10,-18.999,-44.63,115.28,0.9193,17.7,0
78,5,expert,160,115.28,0.9193,17.7,44.72,0.303,5.0,-9.878,-0.055,-10,-19.933,-64.56,110.61,0.9211,17.8,0
78,6,expert,160,110.61,0.9211,17.8,49.39,0.26,5.0,-10.67,-0.055,-10,-20.725,-85.29,106.65,0.9228,17.8,1
79,0,expert,145,146.77,0.9105,27.3,-1.77,-0.342,-1.87,-0.659,-0.019,0,-0.678,-0.68,141.7,0.9122,27.3,0
79,1,expert,145,141.7,0.9122,27.3,3.3,0.383,3.41,-1.666,-0.038,0,-1.704,-2.38,136.67,0.9139,27.4,0
79,2,expert,145,136.67,0.9139,27.4,8.33,0.531,5.0,-2.707,-0.055,0,-2.762,-5.14,131.47,0.9156,27.3,0
79,3,expert,145,131.47,0.9156,27.3,13.53,-0.062,5.0,-3.786,-0.055,0,-3.841,-8.98,126.07,0.9174,27.2,0
79,4,expert,145,126.07,0.9174,27.2,18.93,-0.101,5.0,-4.742,-0.055,0,-4.797,-13.78,121.29,0.9191,27.1,0
79,5,expert,145,121.29,0.9191,27.1,23.71,0.447,5.0,-5.604,-0.055,-10,-15.659,-29.44,116.98,0.9208,27.3,0
79,6,expert,145,116.98,0.9208,27.3,28.02,-0.012,5.0,-6.446,-0.055,-10,-16.501,-45.94,112.77,0.9226,27.2,0
79,7,expert,145,112.77,0.9226,27.2,32.23,-0.372,5.0,-7.359,-0.055,-10,-17.414,-63.36,108.2,0.9243,27.2,1
80,0,random,150,142.43,0.9369,17.5,7.57,-0.336,-1.33,-2.66,-0.013,0,-2.674,-2.67,136.7,0.9386,17.5,0
80,1,random,150,136.7,0.9386,17.5,13.3,0.205,6.01,-3.831,-0.066,0,-3.897,-6.57,130.85,0.9403,17.6,0
80,2,random,150,130.85,0.9403,17.6,19.15,-0.079,5.35,-4.996,-0.059,0,-5.055,-11.63,125.02,0.9421,17.7,0
80,3,random,150,125.02,0.9421,17.7,24.98,0.527,-6.09,-5.768,-0.061,0,-5.829,-17.45,121.16,0.9438,18.1,0
80,4,random,150,121.16,0.9438,18.1,28.84,0.229,1.77,-6.627,-0.019,-10,-16.646,-34.1,116.87,0.9455,18.2,0
80,5,random,150,116.87,0.9455,18.2,33.13,0.361,-3.31,-7.449,-0.033,-10,-17.483,-51.58,112.75,0.9473,18.2,0
80,6,random,150,112.75,0.9473,18.2,37.25,0.404,-7.66,-7.984,-0.077,-10,-18.06,-69.64,110.08,0.949,18.2,0
80,7,random,150,110.08,0.949,18.2,39.92,0.595,3.51,-8.707,-0.039,-10,-18.745,-88.39,106.47,0.9507,18.4,1
81,0,PID_conservatief,145,140.16,0.9814,16.0,4.84,0.448,2.42,-2.025,-0.027,0,-2.052,-2.05,134.87,0.9831,16.1,0
81,1,PID_conservatief,145,134.87,0.9831,16.1,10.13,0.173,3.0,-3.211,-0.033,0,-3.244,-5.3,128.95,0.9848,16.2,0
81,2,PID_conservatief,145,128.95,0.9848,16.2,16.05,0.395,3.0,-4.172,-0.033,0,-4.205,-9.5,124.14,0.9865,16.2,0
81,3,PID_conservatief,145,124.14,0.9865,16.2,20.86,0.107,3.0,-5.137,-0.033,-10,-15.17,-24.67,119.32,0.9882,16.3,0
81,4,PID_conservatief,145,119.32,0.9882,16.3,25.68,0.29,3.0,-6.109,-0.033,-10,-16.142,-40.81,114.45,0.99,16.5,0
81,5,PID_conservatief,145,114.45,0.99,16.5,30.55,0.293,3.0,-6.952,-0.033,-10,-16.985,-57.8,110.24,0.9917,16.6,0
81,6,PID_conservatief,145,110.24,0.9917,16.6,34.76,0.791,3.0,-7.764,-0.033,-10,-17.797,-75.59,106.18,0.9934,16.8,1
82,0,PID_conservatief,155,144.53,0.8164,18.4,10.47,0.048,3.0,-3.32,-0.033,0,-3.353,-3.35,138.4,0.8181,18.5,0
82,1,PID_conservatief,155,138.4,0.8181,18.5,16.6,0.248,3.0,-4.42,-0.033,0,-4.453,-7.81,132.9,0.8199,18.5,0
82,2,PID_conservatief,155,132.9,0.8199,18.5,22.1,0.09,3.0,-5.557,-0.033,0,-5.59,-13.4,127.21,0.8216,18.5,0
82,3,PID_conservatief,155,127.21,0.8216,18.5,27.79,0.149,3.0,-6.659,-0.033,0,-6.692,-20.09,121.7,0.8234,18.6,0
82,4,PID_conservatief,155,121.7,0.8234,18.6,33.3,0.168,3.0,-7.636,-0.033,-10,-17.669,-37.76,116.82,0.8252,18.6,0
82,5,PID_conservatief,155,116.82,0.8252,18.6,38.18,0.445,3.0,-8.476,-0.033,-10,-18.509,-56.27,112.62,0.8269,18.9,0
82,6,PID_conservatief,155,112.62,0.8269,18.9,42.38,-0.272,3.0,-9.431,-0.033,-10,-19.464,-75.73,107.84,0.8287,18.9,1
83,0,random,150,140.19,1.0635,24.2,9.81,0.428,8.38,-3.128,-0.092,0,-3.221,-3.22,134.36,1.0651,24.1,0
83,1,random,150,134.36,1.0651,24.1,15.64,0.098,-2.51,-4.047,-0.025,0,-4.072,-7.29,129.76,1.0668,24.2,0
83,2,random,150,129.76,1.0668,24.2,20.24,-0.06,4.61,-5.072,-0.051,0,-5.123,-12.42,124.64,1.0685,24.3,0
83,3,random,150,124.64,1.0685,24.3,25.36,-0.01,0.26,-6.002,-0.003,-10,-16.005,-28.42,119.99,1.0702,24.2,0
83,4,random,150,119.99,1.0702,24.2,30.01,-0.002,6.44,-6.974,-0.071,-10,-17.045,-45.47,115.13,1.0719,24.3,0
83,5,random,150,115.13,1.0719,24.3,34.87,-0.088,-0.69,-7.734,-0.007,-10,-17.741,-63.21,111.33,1.0736,24.4,0
83,6,random,150,111.33,1.0736,24.4,38.67,0.113,2.01,-8.463,-0.022,-10,-18.485,-81.69,107.69,1.0753,24.5,1
84,0,expert,160,152.75,0.9458,15.9,7.25,0.093,5.0,-2.796,-0.055,0,-2.851,-2.85,146.02,0.9475,16.1,0
84,1,expert,160,146.02,0.9475,16.1,13.98,-0.091,5.0,-4.156,-0.055,0,-4.211,-7.06,139.22,0.9492,16.3,0
84,2,expert,160,139.22,0.9492,16.3,20.78,0.077,5.0,-5.383,-0.055,0,-5.438,-12.5,133.08,0.9509,16.4,0
84,3,expert,160,133.08,0.9509,16.4,26.92,0.275,5.0,-6.474,-0.055,0,-6.529,-19.03,127.63,0.9526,16.5,0
84,4,expert,160,127.63,0.9526,16.5,32.37,-0.217,5.0,-7.633,-0.055,0,-7.688,-26.72,121.84,0.9543,16.6,0
84,5,expert,160,121.84,0.9543,16.6,38.16,0.325,5.0,-8.631,-0.055,-10,-18.686,-45.4,116.84,0.9561,16.7,0
84,6,expert,160,116.84,0.9561,16.7,43.16,0.252,5.0,-9.614,-0.055,-10,-19.669,-65.07,111.93,0.9578,16.8,0
84,7,expert,160,111.93,0.9578,16.8,48.07,0.256,5.0,-10.533,-0.055,-10,-20.588,-85.66,107.33,0.9596,16.8,1
85,0,PID_conservatief,155,159.95,1.1018,15.7,-4.95,-0.331,-2.48,-0.325,-0.025,0,-0.35,-0.35,153.37,1.1035,16.1,0
85,1,PID_conservatief,155,153.37,1.1035,16.1,1.63,-0.74,0.81,-1.731,-0.009,0,-1.74,-2.09,146.35,1.1052,16.2,0
85,2,PID_conservatief,155,146.35,1.1052,16.2,8.65,0.238,3.0,-2.872,-0.033,0,-2.905,-4.99,140.64,1.1068,16.2,0
85,3,PID_conservatief,155,140.64,1.1068,16.2,14.36,-0.118,3.0,-4.148,-0.033,0,-4.181,-9.17,134.26,1.1085,16.2,0
85,4,PID_conservatief,155,134.26,1.1085,16.2,20.74,0.08,3.0,-5.295,-0.033,0,-5.328,-14.5,128.53,1.1102,16.5,0
85,5,PID_conservatief,155,128.53,1.1102,16.5,26.47,0.523,3.0,-6.346,-0.033,0,-6.379,-20.88,123.27,1.1118,16.5,0
85,6,PID_conservatief,155,123.27,1.1118,16.5,31.73,0.013,3.0,-7.392,-0.033,-10,-17.425,-38.31,118.04,1.1135,16.5,0
85,7,PID_conservatief,155,118.04,1.1135,16.5,36.96,0.789,3.0,-8.207,-0.033,-10,-18.24,-56.55,113.97,1.1152,16.5,0
85,8,PID_conservatief,155,113.97,1.1152,16.5,41.03,0.286,3.0,-9.025,-0.033,-10,-19.058,-75.6,109.87,1.1169,16.5,1
86,0,PID_agressief,150,148.27,0.9553,29.7,1.73,0.641,3.46,-1.354,-0.038,0,-1.392,-1.39,143.23,0.957,29.7,0
86,1,PID_agressief,150,143.23,0.957,29.7,6.77,-0.196,10.0,-2.566,-0.11,0,-2.676,-4.07,137.17,0.9587,29.9,0
86,2,PID_agressief,150,137.17,0.9587,29.9,12.83,0.92,10.0,-3.582,-0.11,0,-3.692,-7.76,132.09,0.9604,29.9,0
86,3,PID_agressief,150,132.09,0.9604,29.9,17.91,-0.157,10.0,-4.732,-0.11,0,-4.842,-12.6,126.34,0.9621,29.9,0
86,4,PID_agressief,150,126.34,0.9621,29.9,23.66,0.283,10.0,-5.79,-0.11,0,-5.9,-18.5,121.05,0.9639,29.8,0
86,5,PID_agressief,150,121.05,0.9639,29.8,28.95,0.235,10.0,-6.741,-0.11,-10,-16.851,-35.35,116.3,0.9656,29.9,0
86,6,PID_agressief,150,116.3,0.9656,29.9,33.7,-0.175,10.0,-7.764,-0.11,-10,-17.874,-53.23,111.18,0.9673,30.0,0
86,7,PID_agressief,150,111.18,0.9673,30.0,38.82,0.122,10.0,-8.513,-0.11,-10,-18.623,-71.85,107.43,0.9691,29.6,1
87,0,expert,145,140.47,0.866,16.4,4.53,0.101,4.56,-2.127,-0.05,0,-2.177,-2.18,134.36,0.8677,16.5,0
87,1,expert,145,134.36,0.8677,16.5,10.64,0.083,5.0,-3.338,-0.055,0,-3.393,-5.57,128.31,0.8695,16.6,0
87,2,expert,145,128.31,0.8695,16.6,16.69,-0.133,5.0,-4.484,-0.055,0,-4.539,-10.11,122.58,0.8712,16.8,0
87,3,expert,145,122.58,0.8712,16.8,22.42,0.166,5.0,-5.521,-0.055,-10,-15.576,-25.68,117.39,0.873,17.1,0
87,4,expert,145,117.39,0.873,17.1,27.61,0.546,5.0,-6.363,-0.055,-10,-16.418,-42.1,113.18,0.8747,17.1,0
87,5,expert,145,113.18,0.8747,17.1,31.82,0.473,5.0,-7.156,-0.055,-10,-17.211,-59.31,109.22,0.8765,17.3,1
88,0,expert,150,153.08,0.8902,19.0,-3.08,0.295,-2.99,-0.427,-0.03,0,-0.457,-0.46,147.86,0.892,19.0,0
88,1,expert,150,147.86,0.892,19.0,2.14,-0.0,2.14,-1.618,-0.024,0,-1.642,-2.1,141.91,0.8937,19.3,0
88,2,expert,150,141.91,0.8937,19.3,8.09,0.851,5.0,-2.737,-0.055,0,-2.792,-4.89,136.32,0.8954,19.2,0
88,3,expert,150,136.32,0.8954,19.2,13.68,0.583,5.0,-3.735,-0.055,0,-3.79,-8.68,131.32,0.8972,19.4,0
88,4,expert,150,131.32,0.8972,19.4,18.68,1.011,5.0,-4.644,-0.055,0,-4.699,-13.38,126.78,0.8989,19.5,0
88,5,expert,150,126.78,0.8989,19.5,23.22,0.362,5.0,-5.659,-0.055,0,-5.714,-19.09,121.71,0.9007,19.5,0
88,6,expert,150,121.71,0.9007,19.5,28.29,-0.003,5.0,-6.674,-0.055,-10,-16.729,-35.82,116.63,0.9024,19.5,0
88,7,expert,150,116.63,0.9024,19.5,33.37,0.251,5.0,-7.659,-0.055,-10,-17.714,-53.54,111.7,0.9041,19.4,0
88,8,expert,150,111.7,0.9041,19.4,38.3,0.657,5.0,-8.441,-0.055,-10,-18.496,-72.03,107.79,0.9059,19.5,1
89,0,random,155,159.27,1.1473,29.8,-4.27,0.347,2.82,-0.291,-0.031,0,-0.322,-0.32,153.54,1.1489,29.6,0
89,1,random,155,153.54,1.1489,29.6,1.46,0.31,1.94,-1.371,-0.021,0,-1.392,-1.71,148.15,1.1506,29.5,0
89,2,random,155,148.15,1.1506,29.5,6.85,0.265,0.64,-2.35,-0.007,0,-2.357,-4.07,143.25,1.1522,29.3,0
89,3,random,155,143.25,1.1522,29.3,11.75,0.182,0.73,-3.335,-0.008,0,-3.343,-7.41,138.33,1.1539,29.3,0
89,4,random,155,138.33,1.1539,29.3,16.67,-0.466,8.91,-4.61,-0.098,0,-4.708,-12.12,131.95,1.1555,29.3,0
89,5,random,155,131.95,1.1555,29.3,23.05,0.578,-1.58,-5.377,-0.016,0,-5.392,-17.51,128.12,1.1572,29.3,0
89,6,random,155,128.12,1.1572,29.3,26.88,0.964,5.18,-6.134,-0.057,0,-6.191,-23.71,124.33,1.1589,29.1,0
89,7,random,155,124.33,1.1589,29.1,30.67,0.424,3.44,-6.971,-0.038,0,-7.009,-30.72,120.14,1.1605,29.2,0
89,8,random,155,120.14,1.1605,29.2,34.86,-0.081,-3.46,-7.715,-0.035,-10,-17.75,-48.46,116.42,1.1622,29.1,0
89,9,random,155,116.42,1.1622,29.1,38.58,0.169,-2.42,-8.402,-0.024,-10,-18.426,-66.89,112.99,1.1639,29.1,0
89,10,random,155,112.99,1.1639,29.1,42.01,0.5,1.81,-9.083,-0.02,-10,-19.103,-85.99,109.58,1.1656,29.2,1
90,0,PID_conservatief,145,142.93,0.941,19.5,2.07,-0.181,1.03,-1.539,-0.011,0,-1.551,-1.55,137.3,0.9427,19.4,0
90,1,PID_conservatief,145,137.3,0.9427,19.4,7.7,0.049,3.0,-2.669,-0.033,0,-2.702,-4.25,131.65,0.9444,19.4,0
90,2,PID_conservatief,145,131.65,0.9444,19.4,13.35,-0.097,3.0,-3.763,-0.033,0,-3.796,-8.05,126.19,0.9462,19.5,0
90,3,PID_conservatief,145,126.19,0.9462,19.5,18.81,0.007,3.0,-4.707,-0.033,0,-4.74,-12.79,121.46,0.9479,19.5,0
90,4,PID_conservatief,145,121.46,0.9479,19.5,23.54,0.643,3.0,-5.531,-0.033,-10,-15.564,-28.35,117.35,0.9496,19.6,0
90,5,PID_conservatief,145,117.35,0.9496,19.6,27.65,0.359,3.0,-6.404,-0.033,-10,-16.437,-44.79,112.98,0.9514,19.7,0
90,6,PID_conservatief,145,112.98,0.9514,19.7,32.02,0.747,3.0,-7.131,-0.033,-10,-17.164,-61.95,109.34,0.9531,19.8,1
91,0,PID_agressief,150,148.19,0.8116,22.6,1.81,0.098,3.63,-1.599,-0.04,0,-1.639,-1.64,142.0,0.8133,22.6,0
91,1,PID_agressief,150,142.0,0.8133,22.6,8.0,-0.3,10.0,-2.943,-0.11,0,-3.053,-4.69,135.28,0.8151,22.7,0
91,2,PID_agressief,150,135.28,0.8151,22.7,14.72,-0.081,10.0,-4.216,-0.11,0,-4.326,-9.02,128.92,0.8169,22.8,0
