tablet_id,deeltjesgrootte_um,vochtgehalte_pct,menguniformiteit_pct,perskracht_kN,voorcompressie_kN,draaisnelheid_RPM,vuldiepte_mm,gewicht_mg,dikte_mm,hardheid_N,brosheid_pct,dissolutie_30min_pct,goedgekeurd
TAB-00753,37.5,3.44,99.7,17.6,3.4,52,12.01,352.5,3.89,85.3,0.575,78.4,1
TAB-00754,50.4,2.95,97.3,14.1,3.3,31,11.75,351.1,4.06,85.1,0.458,85.6,1
TAB-00755,51.4,2.47,95.7,18.1,2.4,45,11.92,355.3,3.87,97.2,0.461,72.7,0
TAB-00756,46.5,2.95,97.0,15.4,3.3,20,12.49,352.7,4.14,98.6,0.416,88.9,1
TAB-00757,57.7,3.3,99.1,19.1,2.5,36,12.34,354.5,3.84,105.8,0.421,74.3,0
TAB-00758,58.3,2.8,98.0,16.2,1.8,30,12.29,346.3,3.97,89.7,0.356,78.8,1
TAB-00759,48.1,3.3,100.2,12.1,2.9,57,11.41,346.5,4.07,61.5,0.643,96.9,1
TAB-00760,47.2,3.58,100.9,13.8,3.1,36,13.44,357.6,4.23,70.5,0.543,90.0,1
TAB-00761,65.0,3.12,95.6,14.7,2.9,46,12.53,349.8,4.07,77.4,0.549,83.0,1
TAB-00762,59.3,2.99,95.5,13.3,4.4,49,12.26,349.7,4.11,66.8,0.529,88.5,1
TAB-00763,50.7,3.41,95.4,14.2,3.2,51,11.42,347.6,3.98,67.4,0.655,87.1,1
TAB-00764,33.7,2.57,96.2,12.3,3.1,49,12.47,350.0,4.18,72.8,0.456,83.3,1
TAB-00765,53.4,2.52,100.2,15.0,3.2,32,11.75,355.6,3.94,80.1,0.421,81.4,1
TAB-00766,57.0,2.87,99.1,15.5,2.8,47,11.9,350.8,3.99,78.5,0.475,83.9,1
TAB-00767,22.5,2.75,96.9,13.0,3.5,42,11.16,351.3,4.0,65.6,0.547,90.7,1
TAB-00768,52.5,2.6,98.0,18.9,3.2,44,11.38,350.6,3.77,100.8,0.473,75.6,1
TAB-00769,45.8,3.92,100.8,15.1,3.2,20,12.22,351.0,4.02,83.4,0.373,86.9,1
TAB-00770,47.8,4.09,101.8,13.4,2.7,30,12.5,354.8,4.11,65.9,0.656,89.0,1
TAB-00771,40.9,2.82,98.5,11.7,2.2,57,12.34,350.1,4.28,58.3,0.653,93.8,1
TAB-00772,48.5,3.05,92.7,15.1,2.7,32,12.33,351.2,4.02,87.8,0.477,87.5,1
TAB-00773,63.9,2.91,98.6,14.5,3.1,38,11.97,346.7,4.05,88.0,0.421,88.8,1
TAB-00774,45.5,3.55,99.9,16.6,2.8,27,11.8,348.8,3.87,86.1,0.431,83.6,1
TAB-00775,59.7,3.65,98.4,14.7,3.1,26,12.14,353.1,3.93,84.9,0.515,83.2,1
TAB-00776,41.9,2.11,99.5,12.6,2.9,28,12.41,351.3,4.13,68.4,0.456,90.0,1
TAB-00777,57.6,3.24,98.7,18.3,3.2,42,12.0,351.2,3.73,93.2,0.463,79.6,1
TAB-00778,50.0,2.35,95.5,15.9,2.5,57,12.61,351.5,4.01,75.8,0.531,80.4,1
TAB-00779,53.5,3.88,96.2,14.5,3.1,33,11.89,353.8,4.09,75.8,0.45,90.2,1
TAB-00780,50.1,3.22,97.4,15.3,2.7,33,11.51,347.2,3.89,77.7,0.4,85.7,1
TAB-00781,56.4,2.59,100.1,15.9,2.2,43,11.99,353.3,3.85,78.2,0.532,79.0,1
TAB-00782,24.3,2.88,96.5,12.1,2.9,34,12.05,344.5,4.22,60.8,0.567,88.1,1
TAB-00783,35.8,2.86,98.9,15.3,3.8,56,11.96,351.5,3.96,67.4,0.62,77.5,1
TAB-00784,54.2,3.26,98.6,14.1,2.3,35,12.64,355.2,4.11,81.7,0.466,88.1,1
TAB-00785,29.6,3.52,101.2,16.0,3.1,40,12.4,351.0,4.03,75.8,0.496,87.5,1
TAB-00786,44.7,2.43,97.9,13.5,3.4,41,11.28,344.2,4.03,79.7,0.569,80.6,1
TAB-00787,49.5,3.92,94.5,13.8,4.2,51,12.77,357.1,4.17,65.7,0.565,90.5,1
TAB-00788,41.7,3.8,99.3,18.3,2.8,43,10.63,347.5,3.74,83.7,0.543,82.3,1
TAB-00789,43.1,2.56,102.3,17.5,2.7,30,13.08,349.3,3.9,101.5,0.347,80.9,1
TAB-00790,52.7,3.04,99.4,8.4,2.4,25,11.86,351.2,4.24,51.2,0.516,96.2,1
TAB-00791,60.1,3.86,96.4,17.3,3.6,58,11.91,349.9,3.93,94.6,0.582,80.1,1
TAB-00792,40.4,3.62,95.8,14.9,2.6,52,11.97,354.5,3.97,67.4,0.538,84.9,1
TAB-00793,44.2,2.83,96.1,13.6,2.8,21,12.19,345.1,4.06,75.7,0.33,90.6,1
TAB-00794,42.7,3.41,102.0,13.0,2.1,53,12.0,358.1,4.04,65.7,0.629,84.8,1
TAB-00795,25.8,4.5,97.3,13.1,3.4,44,11.93,350.0,4.07,63.0,0.658,88.4,1
TAB-00796,51.4,3.05,96.7,13.6,3.6,41,12.65,357.7,4.12,74.9,0.594,86.6,1
TAB-00797,59.3,2.68,97.7,12.7,3.4,20,12.28,350.6,4.09,95.6,0.462,86.1,1
TAB-00798,60.2,3.09,97.4,12.3,2.2,51,11.52,345.3,4.03,61.7,0.713,91.1,1
TAB-00799,41.3,3.12,101.1,12.9,3.3,28,12.37,352.9,4.16,65.1,0.555,93.3,1
TAB-00800,37.5,2.74,96.0,15.6,2.2,49,12.26,353.9,3.95,72.6,0.556,78.7,1
TAB-00801,50.2,3.22,100.4,15.1,3.0,21,11.73,344.4,3.94,83.9,0.436,85.0,1
TAB-00802,58.3,2.37,98.2,16.1,3.1,52,12.4,352.8,3.87,94.6,0.567,81.3,1
TAB-00803,51.5,2.67,100.4,14.9,3.2,21,11.92,348.9,4.1,86.4,0.28,83.3,1
TAB-00804,52.9,3.38,101.2,12.4,3.3,29,11.89,351.9,4.17,77.2,0.494,86.8,1
TAB-00805,61.4,2.12,98.2,16.0,3.0,31,11.88,347.7,3.91,96.6,0.297,79.0,1
TAB-00806,42.6,3.45,97.4,13.0,2.0,26,10.79,343.1,3.93,73.8,0.527,88.1,1
TAB-00807,47.8,1.99,98.1,16.3,3.3,39,11.74,343.3,3.91,93.8,0.383,81.2,1
TAB-00808,66.3,2.13,97.8,12.7,3.0,31,12.36,352.1,4.15,80.5,0.611,89.1,1
TAB-00809,48.0,2.75,94.7,13.6,2.5,60,11.99,351.4,4.0,70.9,0.588,82.2,1
TAB-00810,37.3,3.14,101.1,14.3,2.2,43,11.36,349.1,3.84,67.8,0.543,85.1,1
TAB-00811,43.3,3.66,98.5,16.3,3.8,43,12.48,355.0,3.95,80.1,0.499,82.5,1
TAB-00812,40.6,3.03,95.7,15.4,3.6,29,11.85,352.1,3.89,86.1,0.414,89.8,1
TAB-00813,53.6,2.88,93.9,15.0,3.4,36,11.39,350.9,3.95,93.0,0.412,85.6,1
TAB-00814,41.0,3.29,93.3,18.8,2.7,25,13.1,350.5,3.93,91.7,0.3,74.6,0
TAB-00815,52.7,2.56,99.5,11.3,1.7,51,11.47,339.5,4.08,48.5,0.495,88.8,0
TAB-00816,42.6,3.07,96.8,12.9,3.4,33,12.44,357.5,4.12,69.3,0.539,87.9,1
TAB-00817,28.8,2.4,97.1,12.8,3.2,50,11.62,342.9,4.16,70.4,0.542,87.6,1
TAB-00818,53.1,3.04,99.0,11.5,2.8,35,12.07,347.2,4.22,64.1,0.644,93.8,1
TAB-00819,51.5,2.94,97.0,13.6,3.6,60,11.55,346.8,4.0,62.8,0.561,88.4,1
TAB-00820,55.2,2.6,99.1,16.4,3.4,27,11.38,341.1,3.98,95.1,0.46,80.7,1
TAB-00821,43.3,3.08,98.2,13.8,3.1,20,12.26,350.3,4.03,69.8,0.507,86.9,1
TAB-00822,42.2,3.08,97.8,14.3,3.0,44,12.2,348.3,4.01,76.8,0.6,85.8,1
TAB-00823,54.0,3.59,94.9,11.6,3.0,58,12.57,353.3,4.22,53.7,0.701,88.5,1
TAB-00824,65.2,2.2,96.4,13.4,3.3,46,11.98,349.1,4.0,77.6,0.504,86.4,1
TAB-00825,50.1,2.96,99.2,14.1,2.6,23,13.11,354.4,4.25,81.8,0.498,85.0,1
TAB-00826,54.2,2.62,96.6,16.3,3.2,42,12.13,348.7,3.96,90.1,0.424,76.5,1
TAB-00827,46.8,3.43,100.4,11.7,2.5,56,12.28,353.1,4.16,51.9,0.684,100.0,1
TAB-00828,34.6,3.38,102.7,14.1,3.7,20,11.32,350.5,4.0,82.9,0.436,88.1,1
TAB-00829,59.7,3.25,99.3,17.2,3.3,27,11.69,353.8,3.87,100.0,0.358,81.9,1
TAB-00830,59.1,2.65,101.0,14.1,2.7,53,12.26,349.9,4.06,65.8,0.577,85.1,1
TAB-00831,57.1,3.44,99.4,10.8,3.0,56,11.96,356.1,4.15,52.3,0.723,97.3,1
TAB-00832,48.2,2.23,96.9,17.6,2.6,48,12.09,351.6,3.81,87.5,0.405,74.0,0
TAB-00833,56.0,2.13,98.4,16.5,3.8,60,11.59,342.5,4.0,82.1,0.549,78.8,1
TAB-00834,58.9,2.36,102.0,16.7,3.8,24,12.06,345.2,3.85,102.9,0.24,77.2,1
TAB-00835,66.2,2.98,97.0,11.5,3.3,42,12.06,348.5,4.27,63.9,0.526,94.9,1
TAB-00836,59.9,3.34,95.9,18.0,3.8,47,11.41,352.1,3.75,94.0,0.471,78.0,1
TAB-00837,50.6,1.51,95.7,13.5,3.1,48,12.32,347.1,4.15,74.2,0.515,87.0,1
TAB-00838,36.9,3.66,97.6,14.0,3.4,52,11.15,341.4,3.99,68.1,0.656,88.1,1
TAB-00839,51.6,3.07,96.0,13.6,3.6,57,12.09,349.9,4.11,72.6,0.619,90.4,1
TAB-00840,52.6,2.22,101.3,16.9,3.0,34,12.88,346.9,4.03,106.4,0.424,80.2,1
TAB-00841,57.1,3.05,98.4,14.6,3.0,22,12.34,348.6,3.97,84.0,0.41,89.4,1
TAB-00842,63.5,3.55,99.9,16.0,3.5,34,12.34,351.0,3.95,80.1,0.501,82.6,1
TAB-00843,49.0,3.3,97.4,15.2,3.3,47,11.55,348.8,3.88,75.1,0.564,88.3,1
TAB-00844,71.0,3.55,95.7,14.8,2.6,29,12.88,358.6,4.11,87.4,0.449,82.5,1
TAB-00845,32.4,2.32,95.4,13.1,1.9,52,12.69,354.2,4.1,60.7,0.548,86.0,1
TAB-00846,54.2,2.79,96.2,18.6,2.9,29,11.58,343.9,3.68,95.8,0.391,75.7,1
TAB-00847,42.0,2.54,98.7,12.1,2.0,20,11.76,346.8,4.11,66.1,0.528,84.9,1
TAB-00848,30.9,3.86,99.0,15.8,2.5,40,12.63,355.1,3.91,72.3,0.588,82.3,1
TAB-00849,48.0,3.32,99.2,15.8,2.6,49,12.9,354.3,4.07,72.8,0.49,82.4,1
TAB-00850,35.4,4.42,95.0,17.3,2.7,34,11.37,348.9,3.76,83.8,0.439,83.3,1
TAB-00851,48.4,2.77,98.0,17.8,3.4,50,11.5,341.9,3.77,92.2,0.456,77.1,1
TAB-00852,50.3,2.64,95.9,14.7,3.5,38,11.93,345.5,3.89,86.2,0.48,84.7,1
TAB-00853,61.2,2.93,98.8,16.1,3.3,27,10.91,343.2,3.92,90.1,0.412,80.7,1
TAB-00854,34.9,3.69,99.0,18.5,3.3,24,12.01,342.1,3.75,99.5,0.444,77.8,1
TAB-00855,59.1,2.82,95.7,14.9,3.3,48,12.59,354.5,4.05,77.7,0.6,84.3,1
TAB-00856,51.0,3.06,99.9,12.9,1.8,35,11.28,342.4,3.95,62.4,0.523,90.0,1
TAB-00857,60.3,3.05,102.7,14.2,3.0,57,12.06,352.5,4.0,70.3,0.589,89.7,1
TAB-00858,45.7,3.02,99.7,12.4,2.1,42,11.71,350.4,4.19,55.6,0.587,92.6,1
TAB-00859,36.7,2.67,97.7,15.7,3.3,34,12.82,351.8,4.06,94.0,0.492,82.6,1
TAB-00860,37.8,2.93,97.4,17.1,2.0,34,11.72,351.4,3.83,89.0,0.451,81.2,1
TAB-00861,37.1,2.91,97.6,14.8,2.9,25,12.76,355.8,4.09,76.9,0.405,85.5,1
TAB-00862,54.8,3.0,96.5,11.8,3.3,44,11.7,347.6,4.1,62.3,0.553,90.8,1
TAB-00863,64.8,3.47,98.5,17.0,2.4,43,12.39,351.6,3.93,76.5,0.444,85.8,1
TAB-00864,44.4,3.88,95.7,11.4,3.5,52,12.13,355.7,4.23,61.2,0.685,91.7,1
TAB-00865,56.3,2.58,94.2,11.9,3.3,28,11.93,349.5,4.13,78.7,0.512,84.1,1
TAB-00866,34.8,2.8,98.4,14.6,3.2,32,11.6,350.8,3.99,79.6,0.492,81.2,1
TAB-00867,51.8,2.59,98.0,15.5,3.3,24,12.16,342.8,4.0,92.1,0.446,87.1,1
TAB-00868,56.7,3.09,96.9,15.8,2.8,32,11.78,349.4,3.92,80.9,0.521,83.0,1
TAB-00869,35.5,2.73,95.4,14.9,3.1,37,11.66,343.0,3.94,72.8,0.406,84.6,1
TAB-00870,48.0,3.12,98.6,18.5,3.0,59,12.74,353.8,3.87,82.5,0.549,77.4,1
TAB-00871,57.2,3.55,96.0,15.1,3.0,46,12.27,354.6,4.06,76.7,0.578,88.4,1
TAB-00872,20.7,1.74,97.7,17.1,2.7,51,12.32,354.3,3.97,92.0,0.448,75.8,1
TAB-00873,63.4,3.25,101.5,16.6,2.4,33,11.8,346.7,3.84,88.2,0.405,83.1,1
TAB-00874,53.5,2.77,99.3,12.4,2.8,26,11.91,347.5,4.11,74.6,0.541,91.5,1
TAB-00875,57.2,3.23,95.3,14.7,2.8,30,11.88,349.6,3.97,86.0,0.44,85.3,1
TAB-00876,45.9,2.55,95.5,19.2,2.6,30,12.17,347.0,3.84,96.7,0.234,76.1,1
TAB-00877,32.8,3.6,98.3,14.0,3.4,43,12.32,355.7,4.06,77.6,0.568,87.4,1
TAB-00878,55.3,3.46,95.2,13.7,2.4,34,11.98,350.6,4.18,78.6,0.506,89.0,1
TAB-00879,49.2,3.28,94.0,15.3,2.9,54,11.6,349.0,3.95,78.2,0.672,82.7,1
TAB-00880,50.3,3.4,99.1,14.1,3.6,60,12.38,354.6,4.14,73.3,0.661,87.4,1
TAB-00881,60.9,2.63,98.6,13.4,3.5,34,12.02,349.1,4.03,83.7,0.467,86.0,1
TAB-00882,57.6,2.69,98.9,14.0,3.6,48,11.28,343.3,3.98,78.5,0.535,89.8,1
TAB-00883,69.2,3.38,98.5,17.9,2.7,46,10.93,345.2,3.78,100.9,0.483,76.3,1
TAB-00884,51.5,2.62,97.9,14.7,3.4,28,12.15,347.4,3.98,83.0,0.536,87.1,1
TAB-00885,43.1,3.72,96.7,12.3,2.5,57,11.59,349.7,4.09,58.0,0.707,86.9,1
TAB-00886,48.1,2.84,99.0,12.0,2.9,28,12.22,353.7,4.23,75.3,0.422,92.1,1
TAB-00887,54.2,3.25,101.1,19.4,2.9,49,11.61,345.0,3.72,85.2,0.459,74.6,0
TAB-00888,60.2,4.05,97.0,14.6,2.7,34,12.07,347.8,3.99,78.0,0.53,91.2,1
TAB-00889,35.3,2.65,96.0,15.9,2.8,35,11.81,348.5,4.03,88.0,0.383,81.1,1
TAB-00890,50.1,3.03,95.7,13.5,2.8,38,12.88,352.1,4.11,63.6,0.435,83.9,1
TAB-00891,66.1,3.53,96.3,15.6,2.5,55,12.48,353.5,4.02,79.8,0.616,90.2,1
TAB-00892,47.6,3.48,98.4,17.9,3.4,26,12.67,355.3,3.89,92.9,0.353,82.8,1
TAB-00893,59.3,2.84,93.7,13.7,2.9,22,12.01,343.3,4.02,83.3,0.491,89.1,1
TAB-00894,54.9,2.74,98.9,15.9,3.1,36,12.41,353.6,4.03,87.8,0.45,80.7,1
TAB-00895,59.6,2.88,99.3,12.2,3.1,22,12.05,346.5,4.13,69.2,0.438,93.2,1
TAB-00896,41.9,3.72,94.4,19.0,3.0,48,12.73,355.1,3.89,98.3,0.372,74.8,0
TAB-00897,41.9,2.86,96.0,15.5,3.0,50,11.96,347.6,3.86,76.6,0.595,76.4,1
TAB-00898,50.2,3.04,98.2,14.2,2.8,54,11.3,344.9,4.0,72.5,0.604,82.1,1
TAB-00899,34.7,2.79,97.7,14.4,3.7,50,11.0,349.7,3.89,80.1,0.528,82.0,1
TAB-00900,47.3,3.35,99.0,14.0,3.4,57,12.83,355.8,4.04,63.8,0.577,85.7,1
TAB-00901,52.5,3.08,97.7,14.1,3.0,50,12.24,354.1,4.16,72.6,0.652,85.9,1
TAB-00902,67.8,2.5,100.5,10.1,2.8,57,12.27,350.8,4.3,53.4,0.607,93.0,1
TAB-00903,54.0,2.52,97.4,14.8,2.9,28,12.74,354.6,4.1,84.5,0.4,82.2,1
TAB-00904,56.3,2.0,96.0,14.7,3.2,40,11.17,345.1,3.99,96.0,0.484,76.5,1
TAB-00905,61.6,2.58,95.9,16.0,3.7,60,11.82,349.0,3.95,87.2,0.631,83.0,1
TAB-00906,40.4,3.4,99.5,14.0,2.3,47,11.88,353.5,4.0,68.9,0.566,87.0,1
TAB-00907,48.3,3.66,98.1,13.5,3.3,55,12.37,353.6,4.11,67.4,0.603,87.9,1
TAB-00908,74.3,3.34,99.3,15.0,3.6,21,11.65,355.8,3.93,92.0,0.418,91.5,1
TAB-00909,49.2,3.28,99.2,11.8,2.3,55,11.4,350.4,4.08,47.3,0.698,91.5,0
TAB-00910,61.2,2.94,94.0,15.3,2.9,48,11.39,343.4,3.86,92.9,0.587,85.0,1
TAB-00911,59.6,3.39,95.7,11.3,2.5,27,12.57,353.1,4.2,56.9,0.459,96.5,1
TAB-00912,35.2,3.14,96.0,17.2,3.2,21,11.63,349.6,3.9,102.3,0.373,75.7,1
TAB-00913,53.1,3.9,96.4,16.4,2.8,30,11.72,350.6,3.92,88.6,0.398,85.1,1
TAB-00914,51.5,2.95,97.2,13.1,2.9,57,12.32,353.5,4.1,67.1,0.662,91.0,1
TAB-00915,53.3,3.67,100.0,16.3,2.8,47,11.65,352.0,3.85,80.0,0.562,84.3,1
TAB-00916,42.5,3.44,100.4,15.2,3.4,57,11.15,342.5,3.88,86.1,0.555,81.6,1
TAB-00917,38.8,3.37,97.4,13.0,3.1,38,11.21,350.6,3.94,69.7,0.625,88.1,1
TAB-00918,45.2,1.99,97.5,11.0,3.1,57,11.97,346.4,4.21,58.9,0.635,90.4,1
TAB-00919,49.0,3.46,96.6,15.6,3.1,39,12.25,350.4,4.04,78.6,0.514,78.8,1
TAB-00920,61.8,2.94,98.2,13.4,3.3,28,11.9,347.6,4.19,75.6,0.46,84.5,1
TAB-00921,68.2,2.78,98.4,17.2,2.9,26,12.22,353.1,3.86,99.9,0.375,86.8,1
TAB-00922,64.0,2.26,99.6,15.0,3.9,60,11.19,343.7,3.96,77.8,0.542,84.9,1
TAB-00923,58.6,3.0,99.6,13.6,2.4,33,11.23,344.1,3.96,78.9,0.458,92.7,1
TAB-00924,40.0,3.02,93.4,18.6,2.1,26,13.13,354.4,3.88,95.0,0.422,80.0,1
TAB-00925,45.9,2.35,97.7,16.2,2.1,20,12.62,346.4,3.95,97.3,0.321,81.7,1
TAB-00926,52.1,2.26,100.8,7.7,2.0,31,12.38,347.9,4.41,53.0,0.54,96.6,1
TAB-00927,43.7,3.24,97.1,14.0,3.3,56,11.67,345.1,3.97,68.4,0.603,88.5,1
TAB-00928,55.8,3.44,100.3,12.2,3.3,41,11.88,349.5,4.1,68.2,0.655,96.5,1
TAB-00929,57.2,3.1,97.4,13.4,3.6,45,12.0,352.2,4.06,75.7,0.62,91.3,1
TAB-00930,55.4,3.58,98.3,14.7,2.5,57,12.66,356.1,4.04,63.3,0.599,88.1,1
TAB-00931,60.3,2.96,95.7,15.7,3.4,41,12.2,354.7,3.94,95.1,0.548,83.4,1
TAB-00932,41.0,2.97,95.8,15.5,3.0,54,12.26,354.4,3.88,75.7,0.561,84.9,1
TAB-00933,59.3,2.54,99.5,17.2,3.1,33,11.92,347.1,3.89,100.7,0.357,78.2,1
TAB-00934,43.0,2.22,99.8,16.3,3.3,59,12.4,350.5,3.98,87.4,0.507,81.3,1
TAB-00935,40.6,3.93,98.1,16.1,2.6,23,12.15,352.5,3.92,71.1,0.508,82.9,1
TAB-00936,55.3,3.57,95.5,15.4,4.3,49,12.02,344.8,4.0,76.9,0.669,85.1,1
TAB-00937,62.2,2.3,98.1,17.6,3.7,46,11.63,343.1,3.9,102.4,0.462,75.3,1
TAB-00938,54.9,3.08,100.5,14.4,2.7,28,11.94,349.4,4.03,80.9,0.427,85.4,1
TAB-00939,50.2,2.95,101.5,14.4,2.5,36,11.46,346.7,4.04,81.1,0.481,84.0,1
TAB-00940,53.1,2.86,97.4,11.2,3.0,33,11.98,351.2,4.3,64.9,0.494,97.4,1
TAB-00941,51.4,2.8,94.7,17.1,3.1,24,12.04,351.2,4.03,103.1,0.336,77.5,1
TAB-00942,38.7,3.19,99.7,14.8,3.5,43,10.8,339.1,3.83,76.6,0.494,86.5,1
TAB-00943,37.6,3.41,97.4,20.9,2.4,60,11.88,351.8,3.64,104.8,0.498,71.0,0
TAB-00944,49.2,3.2,99.9,14.2,3.1,42,11.41,348.0,3.96,69.5,0.544,87.3,1
TAB-00945,50.8,2.94,98.6,15.2,2.2,42,12.25,353.0,4.02,78.6,0.495,85.4,1
TAB-00946,50.1,2.92,96.2,16.1,3.2,22,12.32,354.6,4.06,88.9,0.371,77.0,1
TAB-00947,56.8,3.47,98.1,12.8,2.9,26,11.79,349.4,4.12,74.2,0.533,87.0,1
TAB-00948,47.8,3.23,100.6,15.7,4.0,41,12.27,355.6,3.93,82.4,0.488,81.3,1
TAB-00949,55.6,3.04,97.7,15.1,2.2,59,12.3,348.9,4.0,72.8,0.589,81.3,1
TAB-00950,48.6,2.98,95.9,14.4,3.7,55,11.89,346.6,4.02,70.1,0.578,86.3,1
TAB-00951,68.2,3.17,94.8,17.3,2.1,34,12.77,355.5,3.88,92.4,0.507,82.5,1
TAB-00952,50.8,2.77,96.5,13.2,2.3,42,11.64,346.6,4.05,70.4,0.508,84.8,1
TAB-00953,73.4,3.41,97.2,15.5,2.2,42,12.74,355.3,3.99,73.0,0.55,86.7,1
TAB-00954,53.5,2.46,99.6,17.9,3.1,47,11.89,354.3,3.76,84.5,0.415,76.5,1
TAB-00955,47.9,2.79,95.8,13.6,2.4,48,11.58,348.7,3.98,70.4,0.573,86.8,1
TAB-00956,41.0,3.31,101.1,14.4,2.3,52,11.82,350.4,4.03,55.0,0.612,84.8,1
TAB-00957,35.6,2.43,95.3,19.7,3.1,21,11.45,343.5,3.73,108.3,0.337,74.7,0
TAB-00958,40.1,2.21,102.7,15.9,3.2,58,12.39,345.3,4.0,79.9,0.511,85.2,1
TAB-00959,41.2,3.03,101.5,14.0,3.0,23,11.2,345.8,4.02,80.9,0.38,89.0,1
TAB-00960,53.9,2.15,98.3,16.6,2.9,39,12.69,355.0,4.03,89.8,0.382,83.6,1
TAB-00961,44.7,2.35,94.7,13.9,3.9,57,11.53,345.4,4.02,81.2,0.622,80.9,1
TAB-00962,51.9,3.38,97.9,11.9,3.1,40,12.42,354.1,4.2,67.4,0.683,90.5,1
TAB-00963,62.8,2.9,97.2,17.7,3.4,23,12.01,354.1,3.87,95.3,0.394,81.5,1
TAB-00964,49.1,3.64,95.5,12.8,3.1,29,12.14,356.2,4.12,67.6,0.459,95.8,1
TAB-00965,70.8,2.4,98.6,19.9,2.5,43,11.7,348.6,3.62,117.3,0.428,76.4,1
TAB-00966,38.2,2.95,96.4,14.0,3.3,24,12.18,351.3,4.12,75.0,0.388,83.1,1
TAB-00967,48.5,3.2,96.6,19.3,2.7,37,12.07,346.2,3.81,100.0,0.392,75.7,1
TAB-00968,44.6,2.41,97.6,12.3,3.0,33,11.27,343.3,4.0,77.1,0.501,89.4,1
TAB-00969,59.4,3.52,96.9,17.1,3.2,53,11.52,347.8,3.92,83.4,0.566,82.4,1
TAB-00970,27.6,3.26,102.2,16.0,2.0,24,11.73,346.6,3.89,87.6,0.418,80.3,1
TAB-00971,35.6,2.2,96.9,16.7,2.2,47,11.62,347.2,3.87,81.2,0.433,77.6,1
TAB-00972,48.9,2.98,98.9,16.9,3.5,36,12.63,358.8,4.02,77.2,0.495,81.0,1
TAB-00973,65.5,3.19,98.3,14.0,2.7,44,12.0,355.0,4.06,81.6,0.521,85.1,1
TAB-00974,52.3,2.7,98.7,12.4,2.7,28,11.61,348.2,4.16,73.9,0.541,92.4,1
TAB-00975,36.5,2.26,98.9,14.9,3.1,44,11.75,349.6,3.96,81.9,0.419,81.0,1
TAB-00976,38.0,3.14,99.8,15.4,2.8,47,11.75,346.8,4.04,71.2,0.544,83.7,1
TAB-00977,66.7,4.11,98.5,14.1,3.2,23,11.86,355.9,3.99,73.6,0.427,94.1,1
TAB-00978,43.8,2.81,98.4,15.6,3.0,53,11.46,342.2,3.98,84.3,0.502,82.6,1
TAB-00979,40.6,3.78,98.1,15.7,3.1,54,11.59,352.3,3.81,74.6,0.573,88.5,1
TAB-00980,64.8,2.62,97.7,13.2,2.6,23,12.38,352.7,4.07,79.7,0.506,85.2,1
TAB-00981,60.1,3.11,96.2,15.8,3.1,44,12.09,348.4,3.98,85.5,0.576,85.5,1
TAB-00982,62.7,3.39,97.9,14.5,3.6,44,11.92,349.8,4.0,85.5,0.592,90.4,1
TAB-00983,40.5,3.0,98.5,13.6,2.7,20,12.0,346.6,4.07,80.0,0.432,84.8,1
TAB-00984,34.7,2.85,98.8,16.6,3.5,34,11.98,346.3,3.92,86.0,0.439,80.1,1
TAB-00985,51.3,3.36,98.4,13.4,3.0,59,11.9,345.4,4.01,58.0,0.706,88.8,1
TAB-00986,53.4,3.95,97.5,14.1,3.4,42,12.26,355.5,4.02,74.4,0.612,90.5,1
TAB-00987,53.6,3.15,97.9,15.1,3.1,57,12.22,355.0,4.03,71.0,0.592,86.8,1
TAB-00988,64.8,2.74,96.9,17.7,3.0,47,11.21,339.1,3.75,89.9,0.542,76.7,1
TAB-00989,32.7,2.91,98.6,15.4,3.2,21,11.93,355.0,4.04,91.5,0.434,82.9,1
TAB-00990,58.6,4.26,97.6,16.1,3.6,23,11.25,348.7,3.86,91.3,0.47,91.9,1
TAB-00991,39.0,3.07,98.4,14.4,3.1,49,12.32,352.6,4.1,74.0,0.537,89.0,1
TAB-00992,58.6,2.7,100.0,14.8,3.2,42,12.38,346.9,4.07,76.0,0.472,87.2,1
TAB-00993,45.3,2.43,96.6,14.9,2.8,25,11.69,351.3,3.94,94.5,0.382,82.7,1
TAB-00994,41.9,2.09,99.2,15.6,3.8,45,11.94,348.5,3.87,91.2,0.488,87.1,1
TAB-00995,43.9,3.18,98.1,14.4,3.3,52,10.94,348.5,3.98,70.3,0.625,89.5,1
TAB-00996,35.5,3.33,102.0,17.7,3.0,50,12.49,356.7,3.87,83.3,0.441,80.0,1
TAB-00997,50.4,2.8,97.6,14.3,2.9,30,12.35,355.4,4.05,80.7,0.357,86.6,1
TAB-00998,42.3,2.99,99.4,11.6,3.5,30,12.58,350.9,4.22,62.9,0.472,90.0,1
TAB-00999,57.9,2.41,98.0,20.5,2.7,59,12.74,351.9,3.8,116.8,0.434,73.8,0
TAB-01000,56.4,3.07,95.2,14.3,2.1,55,11.39,345.2,4.02,69.3,0.654,88.6,1
TAB-01001,66.9,3.24,97.0,17.6,3.0,33,12.44,355.4,3.91,92.2,0.409,83.4,1
TAB-01002,53.7,2.73,99.8,17.8,3.6,53,12.74,354.2,3.93,101.4,0.508,78.2,1
TAB-01003,55.2,3.85,97.1,16.9,3.8,26,11.25,351.2,3.88,89.1,0.458,79.6,1
TAB-01004,64.0,2.58,93.6,14.6,2.9,28,11.91,352.1,4.04,90.4,0.375,86.0,1
