sample_id,plant,temperatuur_C,druk_bar,debiet_kgh,katalysator_kgh,voeding_conc_molL,conversie,selectiviteit,opbrengst_pct,energie_kWh,heeft_label
Plant_A-00760,Plant_A,142.5,8.48,77.2,2.33,1.126,0.7297,0.8201,59.85,56.0,1
Plant_A-00761,Plant_A,182.2,1.59,104.1,3.31,1.873,0.7963,0.8919,71.02,63.0,1
Plant_A-00762,Plant_A,160.0,3.99,131.0,0.57,1.679,0.6838,0.8226,56.25,66.3,1
Plant_A-00763,Plant_A,152.2,7.52,79.0,1.23,0.818,0.6708,0.8062,54.08,56.7,1
Plant_A-00764,Plant_A,147.9,1.43,113.5,2.51,1.946,0.6989,0.906,63.32,64.0,1
Plant_A-00765,Plant_A,144.2,4.42,66.9,3.66,0.638,0.6801,0.8514,57.9,52.9,1
Plant_A-00766,Plant_A,154.6,1.8,74.6,2.72,1.251,0.6836,0.8818,60.29,56.1,1
Plant_A-00767,Plant_A,180.6,5.62,62.7,1.92,1.07,0.7592,0.8702,66.07,53.9,1
Plant_A-00768,Plant_A,154.6,1.41,116.4,1.28,0.987,0.6345,0.8612,54.65,65.7,1
Plant_A-00769,Plant_A,189.5,2.79,88.8,4.15,1.359,0.7581,0.9367,71.01,61.7,1
Plant_A-00770,Plant_A,172.5,9.25,106.7,2.29,0.73,0.7343,0.8313,61.04,64.8,1
Plant_A-00771,Plant_A,155.6,8.61,107.4,2.79,0.567,0.6518,0.8709,56.76,64.5,1
Plant_A-00772,Plant_A,169.7,9.44,136.3,4.74,0.843,0.7134,0.9019,64.34,67.6,1
Plant_A-00773,Plant_A,155.9,4.82,122.2,1.67,1.471,0.7016,0.8498,59.62,64.9,1
Plant_A-00774,Plant_A,140.6,4.72,75.3,2.13,1.237,0.6888,0.8279,57.03,56.6,1
Plant_A-00775,Plant_A,172.3,1.19,117.8,2.73,1.096,0.6821,0.8922,60.86,66.6,1
Plant_A-00776,Plant_A,177.7,4.5,78.5,2.5,1.206,0.7518,0.8795,66.12,56.8,1
Plant_A-00777,Plant_A,145.0,2.1,147.4,4.98,1.062,0.6056,0.9219,55.83,69.6,1
Plant_A-00778,Plant_A,197.3,6.24,144.0,0.6,0.653,0.6254,0.8595,53.75,71.5,1
Plant_A-00779,Plant_A,146.3,2.52,111.7,0.97,0.593,0.5774,0.8351,48.21,63.0,1
Plant_A-00780,Plant_A,162.6,3.14,118.0,0.78,1.926,0.7296,0.8555,62.41,63.2,1
Plant_A-00781,Plant_A,183.2,5.27,135.4,1.59,1.58,0.7193,0.8463,60.87,68.7,1
Plant_A-00782,Plant_A,153.5,1.53,133.2,0.82,1.773,0.6435,0.8447,54.36,67.2,1
Plant_A-00783,Plant_A,173.1,1.43,89.8,4.01,1.256,0.7429,0.9049,67.22,58.7,1
Plant_A-00784,Plant_A,160.4,4.45,142.9,0.63,1.517,0.6682,0.851,56.86,68.9,1
Plant_A-00785,Plant_A,148.0,6.69,113.1,2.33,0.846,0.6392,0.8117,51.89,62.3,1
Plant_A-00786,Plant_A,189.4,5.88,120.3,1.9,0.848,0.6441,0.8791,56.62,65.2,1
Plant_A-00787,Plant_A,163.1,6.64,109.0,1.14,1.86,0.7725,0.8382,64.75,62.9,1
Plant_A-00788,Plant_A,148.0,7.24,124.6,1.53,1.135,0.6765,0.8377,56.66,67.0,1
Plant_A-00789,Plant_A,193.5,7.63,69.3,1.59,1.453,0.8775,0.8699,76.34,55.2,1
Plant_A-00790,Plant_A,184.5,9.46,104.7,3.06,1.863,0.8516,0.898,76.48,62.3,1
Plant_A-00791,Plant_A,152.7,7.74,118.4,2.03,1.546,0.7239,0.8285,59.98,66.0,1
Plant_A-00792,Plant_A,175.3,1.91,126.6,4.64,1.537,0.7284,0.9068,66.06,65.7,1
Plant_A-00793,Plant_A,190.7,5.78,74.4,1.01,1.746,0.8568,0.8657,74.17,59.2,1
Plant_A-00794,Plant_A,149.9,2.06,75.9,4.65,1.642,0.7756,0.9115,70.69,55.7,1
Plant_A-00795,Plant_A,144.9,9.87,140.1,2.13,1.872,0.7507,0.8218,61.69,70.2,1
Plant_A-00796,Plant_A,146.9,2.8,57.0,3.34,1.867,0.8067,0.8857,71.45,53.2,1
Plant_A-00797,Plant_A,174.6,7.79,138.2,3.4,1.036,0.7115,0.8823,62.77,69.8,1
Plant_A-00798,Plant_A,199.8,8.51,129.0,4.95,0.555,0.7927,0.9285,73.61,67.5,1
Plant_A-00799,Plant_A,192.1,9.99,114.3,1.52,1.713,0.8535,0.8637,73.72,65.3,1
Plant_A-00800,Plant_A,174.1,2.17,92.7,3.96,1.931,0.8398,0.9364,78.64,59.0,1
Plant_A-00801,Plant_A,193.1,7.01,146.2,2.41,0.77,0.7306,0.8972,65.54,71.4,1
Plant_A-00802,Plant_A,149.4,2.89,76.3,4.97,0.513,0.6788,0.9146,62.09,57.5,1
Plant_A-00803,Plant_A,168.1,3.72,105.3,3.92,1.266,0.7329,0.9007,66.01,61.0,1
Plant_A-00804,Plant_A,152.6,4.92,80.4,2.34,0.99,0.6926,0.8642,59.85,57.7,1
Plant_A-00805,Plant_A,194.4,8.28,82.3,1.15,0.992,0.7619,0.8674,66.09,59.3,1
Plant_A-00806,Plant_A,194.8,2.38,143.4,1.38,1.842,0.7539,0.9362,70.58,70.5,1
Plant_A-00807,Plant_A,181.7,4.38,112.4,1.04,0.872,0.6899,0.8471,58.44,64.2,1
Plant_A-00808,Plant_A,188.6,8.43,100.5,2.73,1.259,0.809,0.8964,72.52,63.2,1
Plant_A-00809,Plant_A,192.8,9.06,89.1,4.99,1.719,0.9011,0.9322,84.0,60.0,1
Plant_A-00810,Plant_A,150.6,6.36,122.1,0.93,0.639,0.599,0.8116,48.61,64.0,1
Plant_A-00811,Plant_A,144.8,1.26,126.4,0.77,1.781,0.6167,0.8512,52.49,65.5,1
Plant_A-00812,Plant_A,186.9,4.09,143.6,1.34,0.565,0.5697,0.8548,48.7,70.6,1
Plant_A-00813,Plant_A,170.0,2.24,63.0,2.81,1.001,0.7693,0.9056,69.67,53.9,1
Plant_A-00814,Plant_A,189.4,3.53,92.2,4.8,1.548,0.8396,0.9596,80.57,61.3,1
Plant_A-00815,Plant_A,194.7,4.69,52.2,3.84,1.609,0.8876,0.9355,83.03,52.7,1
Plant_A-00816,Plant_A,192.5,1.44,51.8,3.28,0.707,0.7319,0.9282,67.93,53.3,1
Plant_A-00817,Plant_A,195.3,8.62,57.7,3.5,0.868,0.8498,0.9044,76.86,53.3,1
Plant_A-00818,Plant_A,151.9,7.81,53.3,4.52,0.947,0.8011,0.8777,70.31,52.2,1
Plant_A-00819,Plant_A,164.1,2.56,105.5,2.71,0.741,0.6412,0.9022,57.86,61.5,1
Plant_A-00820,Plant_A,154.1,3.01,99.1,4.21,1.141,0.7371,0.9268,68.32,58.9,1
Plant_A-00821,Plant_A,177.5,4.56,82.9,4.01,1.059,0.7558,0.9015,68.13,58.2,1
Plant_A-00822,Plant_A,192.1,9.01,138.9,0.69,1.421,0.7543,0.8585,64.76,70.5,1
Plant_A-00823,Plant_A,160.1,1.46,101.9,1.55,1.425,0.6926,0.8298,57.47,60.3,1
Plant_A-00824,Plant_A,165.2,7.14,60.6,4.17,1.104,0.7897,0.9121,72.03,52.2,1
Plant_A-00825,Plant_A,164.6,4.19,107.8,2.44,1.865,0.7495,0.8533,63.96,63.5,1
Plant_A-00826,Plant_A,195.1,6.87,112.1,3.75,1.686,0.8548,0.9043,77.3,67.8,1
Plant_A-00827,Plant_A,183.7,3.85,91.8,1.57,1.713,0.775,0.8507,65.93,60.3,1
Plant_A-00828,Plant_A,173.8,8.78,60.2,2.37,1.954,0.8673,0.8845,76.71,54.2,1
Plant_A-00829,Plant_A,192.0,9.08,68.8,3.27,0.968,0.8393,0.9155,76.84,56.6,1
Plant_A-00830,Plant_A,176.0,2.74,97.3,4.03,0.755,0.6951,0.9187,63.86,59.5,1
Plant_A-00831,Plant_A,159.8,2.75,146.8,3.1,1.831,0.717,0.866,62.1,69.3,1
Plant_A-00832,Plant_A,185.9,3.36,100.8,0.82,1.613,0.7617,0.8681,66.13,62.5,1
Plant_A-00833,Plant_A,177.9,3.98,85.3,4.43,0.761,0.7232,0.9276,67.08,57.4,1
Plant_A-00834,Plant_A,181.6,7.92,84.2,2.74,1.156,0.8016,0.9155,73.39,59.4,1
Plant_A-00835,Plant_A,150.9,7.36,59.3,2.31,1.501,0.789,0.8356,65.93,52.2,1
Plant_A-00836,Plant_A,153.4,9.27,121.1,2.87,1.534,0.7596,0.8307,63.1,64.0,1
Plant_A-00837,Plant_A,145.3,2.55,71.0,1.79,1.869,0.7514,0.8757,65.8,54.2,1
Plant_A-00838,Plant_A,140.9,1.05,84.6,4.25,1.904,0.7448,0.9157,68.2,57.5,1
Plant_A-00839,Plant_A,164.2,1.95,139.1,3.09,1.515,0.7121,0.8836,62.93,69.9,1
Plant_A-00840,Plant_A,145.5,7.16,72.4,4.8,0.574,0.688,0.8969,61.71,55.2,1
Plant_A-00841,Plant_A,145.5,6.01,121.8,4.1,1.42,0.6938,0.8791,60.99,65.2,1
Plant_A-00842,Plant_A,163.7,8.59,56.8,0.98,0.557,0.7053,0.819,57.76,53.0,1
Plant_A-00843,Plant_A,156.4,7.13,129.0,1.03,1.597,0.7278,0.8289,60.33,67.3,1
Plant_A-00844,Plant_A,156.5,3.66,122.7,2.76,1.228,0.6542,0.8808,57.63,63.3,1
Plant_A-00845,Plant_A,163.1,6.89,127.0,3.65,1.555,0.74,0.8609,63.71,66.6,1
Plant_A-00846,Plant_A,155.9,1.95,112.1,1.89,1.351,0.6291,0.8805,55.39,63.0,1
Plant_A-00847,Plant_A,156.1,8.66,125.6,0.71,0.838,0.6594,0.7978,52.6,65.5,1
Plant_A-00848,Plant_A,160.0,8.46,85.9,1.96,1.735,0.8139,0.832,67.72,59.5,1
Plant_A-00849,Plant_A,171.4,9.07,88.1,1.03,0.791,0.7094,0.8138,57.73,59.7,1
Plant_A-00850,Plant_A,152.7,6.77,138.4,3.54,0.599,0.6336,0.8855,56.11,67.3,1
Plant_A-00851,Plant_A,173.9,6.65,120.5,3.04,0.502,0.6498,0.8692,56.48,66.4,1
Plant_A-00852,Plant_A,170.0,9.71,60.0,1.51,0.738,0.7421,0.8399,62.33,53.0,1
Plant_A-00853,Plant_A,147.2,8.35,54.7,3.37,0.771,0.7484,0.8369,62.63,51.2,1
Plant_A-00854,Plant_A,146.7,2.9,55.4,0.98,1.005,0.6641,0.8465,56.21,51.5,1
Plant_A-00855,Plant_A,140.3,8.52,146.3,2.16,1.118,0.6652,0.8257,54.93,68.5,1
Plant_A-00856,Plant_A,189.0,6.47,59.3,1.39,1.262,0.81,0.8609,69.73,53.2,1
Plant_A-00857,Plant_A,161.7,3.05,70.2,1.8,0.818,0.6566,0.8685,57.02,54.0,1
Plant_A-00858,Plant_A,162.3,6.45,112.4,4.04,1.031,0.6836,0.8933,61.06,63.8,1
Plant_A-00859,Plant_A,151.0,1.09,125.9,2.97,0.617,0.5815,0.8859,51.51,64.8,1
Plant_A-00860,Plant_A,186.3,2.71,64.5,3.64,1.515,0.8036,0.9301,74.75,55.2,1
Plant_A-00861,Plant_A,196.3,2.7,137.7,2.15,1.227,0.7054,0.9004,63.51,70.8,1
Plant_A-00862,Plant_A,160.1,8.09,90.6,2.11,0.989,0.6907,0.8202,56.65,56.8,1
Plant_A-00863,Plant_A,171.1,9.41,111.1,3.16,0.915,0.7629,0.8682,66.24,64.8,1
Plant_A-00864,Plant_A,171.1,7.61,147.1,4.14,0.521,0.6707,0.8869,59.49,70.8,1
Plant_A-00865,Plant_A,175.0,5.25,91.9,0.56,1.034,0.6913,0.8412,58.15,58.5,1
Plant_A-00866,Plant_A,171.7,1.62,148.7,1.98,1.234,0.6247,0.8883,55.49,71.7,1
Plant_A-00867,Plant_A,160.7,6.94,65.1,4.86,1.212,0.8012,0.9074,72.71,53.0,1
Plant_A-00868,Plant_A,162.2,9.25,119.3,3.47,1.238,0.7402,0.8822,65.3,64.6,1
Plant_A-00869,Plant_A,157.3,3.32,149.7,0.7,0.992,0.5833,0.826,48.18,71.3,1
Plant_A-00870,Plant_A,145.2,3.61,87.1,4.28,1.471,0.7097,0.8778,62.3,57.0,1
Plant_A-00871,Plant_A,179.7,2.98,134.6,4.85,1.786,0.737,0.9402,69.29,70.3,1
Plant_A-00872,Plant_A,197.9,5.38,117.8,0.69,1.742,0.8174,0.8652,70.73,66.4,1
Plant_A-00873,Plant_A,183.4,9.53,86.3,3.31,1.188,0.8209,0.8473,69.56,59.4,1
Plant_A-00874,Plant_A,158.0,5.27,80.8,2.7,1.781,0.7858,0.8309,65.3,57.4,1
Plant_A-00875,Plant_A,140.6,7.93,134.8,2.82,1.098,0.6608,0.8392,55.45,66.4,1
Plant_A-00876,Plant_A,144.9,6.88,78.4,2.69,1.853,0.7824,0.8539,66.8,54.1,1
Plant_A-00877,Plant_A,178.0,2.7,125.6,2.54,0.731,0.6388,0.9174,58.6,67.4,1
Plant_A-00878,Plant_A,152.1,2.2,140.4,3.77,0.7,0.6025,0.8814,53.1,68.1,1
Plant_A-00879,Plant_A,141.8,9.26,67.4,1.48,1.418,0.7722,0.7797,60.21,54.3,1
Plant_A-00880,Plant_A,176.9,6.73,87.7,2.25,1.224,0.7844,0.8694,68.19,56.3,1
Plant_A-00881,Plant_A,178.3,2.5,74.6,0.78,0.545,0.6443,0.856,55.15,56.3,1
Plant_A-00882,Plant_A,173.8,1.85,83.3,4.51,1.984,0.8513,0.9139,77.8,57.2,1
Plant_A-00883,Plant_A,185.1,6.24,106.2,0.57,0.984,0.7381,0.8296,61.23,63.8,1
Plant_A-00884,Plant_A,160.9,3.25,109.8,0.62,0.857,0.6508,0.8117,52.82,63.0,1
Plant_A-00885,Plant_A,152.4,7.74,82.7,4.09,0.629,0.7181,0.8712,62.56,56.7,1
Plant_A-00886,Plant_A,189.2,5.93,115.5,3.35,0.791,0.7551,0.9092,68.66,65.5,1
Plant_A-00887,Plant_A,199.8,2.86,64.7,1.56,1.592,0.8395,0.9081,76.23,55.9,1
Plant_A-00888,Plant_A,198.6,2.04,58.6,2.57,1.702,0.8614,0.9366,80.68,55.5,1
Plant_A-00889,Plant_A,165.9,1.09,144.8,1.39,1.387,0.6584,0.8633,56.84,67.9,1
Plant_A-00890,Plant_A,197.3,8.13,127.8,3.41,1.525,0.8437,0.9116,76.91,68.1,1
Plant_A-00891,Plant_A,169.2,6.79,93.9,3.17,1.519,0.7917,0.8826,69.88,60.8,1
Plant_A-00892,Plant_A,143.7,5.64,117.9,2.65,0.814,0.6189,0.8479,52.48,65.4,1
Plant_A-00893,Plant_A,175.0,2.01,121.1,2.26,1.045,0.6864,0.8892,61.03,67.0,1
Plant_A-00894,Plant_A,176.0,4.18,90.4,1.16,0.562,0.6554,0.8513,55.8,60.2,1
Plant_A-00895,Plant_A,158.9,5.36,89.4,3.64,1.51,0.7759,0.8978,69.66,59.4,1
Plant_A-00896,Plant_A,184.6,9.2,139.8,3.93,0.923,0.7591,0.8919,67.71,69.9,1
Plant_A-00897,Plant_A,177.4,1.03,130.9,1.65,0.684,0.6273,0.8791,55.14,67.5,1
Plant_A-00898,Plant_A,161.2,7.4,110.7,4.21,1.705,0.8153,0.9218,75.16,63.2,1
Plant_A-00899,Plant_A,149.2,4.47,88.5,1.26,0.992,0.6397,0.829,53.03,58.5,1
Plant_A-00900,Plant_A,172.9,4.32,143.3,4.32,0.507,0.6402,0.9107,58.3,69.8,1
Plant_A-00901,Plant_A,145.8,4.86,102.9,3.7,1.594,0.7288,0.899,65.52,61.0,1
Plant_A-00902,Plant_A,179.1,1.27,132.0,1.61,0.921,0.6148,0.858,52.76,67.2,1
Plant_A-00903,Plant_A,181.0,9.47,98.5,3.03,1.447,0.8386,0.879,73.71,61.6,1
Plant_A-00904,Plant_A,148.4,4.85,64.9,4.64,1.049,0.7209,0.8655,62.4,53.3,1
Plant_A-00905,Plant_A,186.6,5.5,120.0,3.43,1.024,0.7296,0.9041,65.96,67.2,1
Plant_A-00906,Plant_A,159.4,1.53,96.1,3.23,0.678,0.626,0.9023,56.48,58.2,1
Plant_A-00907,Plant_A,183.7,6.94,149.5,3.03,1.463,0.7861,0.8921,70.13,71.4,1
Plant_A-00908,Plant_A,173.3,6.55,82.5,2.31,1.663,0.7926,0.8604,68.19,59.6,1
Plant_A-00909,Plant_A,163.0,9.11,71.1,3.38,1.16,0.8155,0.8541,69.65,55.6,1
Plant_A-00910,Plant_A,166.2,6.21,67.0,1.1,0.54,0.6671,0.8516,56.81,56.3,1
Plant_A-00911,Plant_A,166.5,2.39,113.4,4.28,1.12,0.7258,0.9299,67.5,64.3,1
Plant_A-00912,Plant_A,192.9,9.41,131.7,4.27,1.038,0.8407,0.895,75.25,66.8,1
Plant_A-00913,Plant_A,160.1,7.25,129.8,3.29,1.494,0.7417,0.8814,65.37,66.9,1
Plant_A-00914,Plant_A,184.0,8.04,110.7,4.59,1.496,0.8368,0.9035,75.6,63.9,1
Plant_A-00915,Plant_A,160.7,4.93,62.1,3.97,1.422,0.7829,0.8983,70.33,55.2,1
Plant_A-00916,Plant_A,184.4,4.28,82.2,0.83,1.227,0.7028,0.8558,60.15,58.9,1
Plant_A-00917,Plant_A,199.1,5.74,96.2,4.36,0.643,0.7646,0.9259,70.8,63.2,1
Plant_A-00918,Plant_A,152.1,2.35,59.1,3.38,1.917,0.7827,0.9104,71.26,51.2,1
Plant_A-00919,Plant_A,198.4,9.44,97.5,1.15,1.112,0.7752,0.8599,66.66,63.8,1
Plant_A-00920,Plant_A,190.3,6.18,131.9,4.43,1.348,0.7733,0.9369,72.45,68.4,1
Plant_A-00921,Plant_A,190.5,4.91,95.3,0.88,1.351,0.7633,0.8845,67.51,60.6,1
Plant_A-00922,Plant_A,193.2,7.93,130.2,2.96,1.805,0.8339,0.8883,74.08,69.1,1
Plant_A-00923,Plant_A,193.0,7.8,117.6,1.39,1.909,0.8418,0.8441,71.06,67.9,1
Plant_A-00924,Plant_A,187.3,4.59,135.7,2.86,1.587,0.7942,0.9123,72.46,70.4,1
Plant_A-00925,Plant_A,189.8,6.82,124.3,4.85,1.373,0.8153,0.9332,76.08,67.4,1
Plant_A-00926,Plant_A,186.1,3.98,133.9,4.24,1.064,0.7452,0.9314,69.41,68.4,1
Plant_A-00927,Plant_A,198.1,6.29,75.9,1.74,1.195,0.8075,0.8747,70.63,57.2,1
Plant_A-00928,Plant_A,181.6,9.92,97.3,3.58,0.905,0.8233,0.8849,72.86,63.7,1
Plant_A-00929,Plant_A,149.6,8.01,100.3,3.57,1.475,0.7462,0.8741,65.23,60.5,1
Plant_A-00930,Plant_A,178.2,2.25,114.0,3.96,0.559,0.6713,0.9181,61.63,66.5,1
Plant_A-00931,Plant_A,148.5,5.96,117.2,4.38,1.06,0.7056,0.8655,61.07,63.6,1
Plant_A-00932,Plant_A,178.0,9.43,73.0,2.1,1.567,0.8664,0.8655,74.99,57.0,1
Plant_A-00933,Plant_A,190.5,4.73,96.5,4.19,0.883,0.7645,0.9197,70.31,62.5,1
Plant_A-00934,Plant_A,144.1,8.24,105.4,3.68,1.365,0.7345,0.8696,63.88,60.6,1
Plant_A-00935,Plant_A,183.9,1.2,125.3,2.67,1.31,0.721,0.9154,66.0,66.9,1
Plant_A-00936,Plant_A,171.9,3.68,124.2,1.15,0.897,0.672,0.8639,58.06,65.7,1
Plant_A-00937,Plant_A,150.1,4.37,139.7,4.99,1.072,0.6422,0.9221,59.21,68.5,1
Plant_A-00938,Plant_A,149.1,5.49,96.7,4.9,1.932,0.7638,0.8984,68.62,57.6,1
Plant_A-00939,Plant_A,194.9,2.03,97.4,2.78,1.331,0.752,0.9423,70.86,62.2,1
Plant_A-00940,Plant_A,148.6,7.87,118.0,2.62,1.864,0.769,0.8614,66.24,65.3,1
Plant_A-00941,Plant_A,153.9,7.85,67.8,3.24,0.901,0.7293,0.8451,61.63,53.5,1
Plant_A-00942,Plant_A,168.9,3.89,108.0,0.7,1.723,0.73,0.8607,62.83,65.6,1
Plant_A-00943,Plant_A,178.1,3.62,76.6,1.31,1.842,0.8071,0.8673,70.0,57.7,1
Plant_A-00944,Plant_A,157.7,6.19,86.8,2.67,1.653,0.7663,0.8707,66.72,59.4,1
Plant_A-00945,Plant_A,143.8,1.18,84.8,3.52,1.825,0.7596,0.9049,68.74,56.4,1
Plant_A-00946,Plant_A,163.5,6.86,98.6,2.34,1.804,0.775,0.872,67.58,59.5,1
Plant_A-00947,Plant_A,179.2,2.12,120.7,0.9,1.903,0.718,0.8595,61.71,64.9,1
Plant_A-00948,Plant_A,182.0,2.0,100.7,1.28,0.737,0.6324,0.8907,56.33,60.4,1
Plant_A-00949,Plant_A,144.6,5.51,82.6,1.83,0.585,0.6468,0.824,53.3,56.3,1
Plant_A-00950,Plant_A,166.9,4.72,138.1,2.75,0.838,0.6759,0.8655,58.5,69.2,1
Plant_A-00951,Plant_A,178.7,2.78,142.2,3.87,1.753,0.7279,0.9477,68.98,71.2,1
Plant_A-00952,Plant_A,176.0,9.76,122.7,2.51,1.745,0.8513,0.8391,71.43,66.9,1
Plant_A-00953,Plant_A,148.6,4.0,98.7,4.87,1.135,0.727,0.9134,66.4,57.9,1
Plant_A-00954,Plant_A,145.0,1.58,97.7,4.23,1.929,0.7401,0.8949,66.23,60.7,1
Plant_A-00955,Plant_A,164.1,9.12,97.9,2.72,1.768,0.7934,0.8707,69.08,62.3,1
Plant_A-00956,Plant_A,159.5,4.74,101.4,3.98,1.579,0.7362,0.8834,65.03,61.7,1
Plant_A-00957,Plant_A,194.1,4.74,135.5,4.88,1.148,0.761,0.9559,72.75,69.4,1
Plant_A-00958,Plant_A,141.5,6.04,61.1,4.35,1.036,0.6875,0.863,59.33,53.8,1
Plant_A-00959,Plant_A,141.3,6.93,73.8,1.77,1.748,0.7511,0.8207,61.65,54.0,1
Plant_A-00960,Plant_A,168.7,8.98,123.5,4.67,1.459,0.8139,0.9172,74.65,65.9,1
Plant_A-00961,Plant_A,179.2,4.13,114.5,2.73,0.832,0.7066,0.8839,62.46,64.5,1
Plant_A-00962,Plant_A,193.1,6.22,116.2,2.83,1.246,0.8111,0.8945,72.55,65.6,1
Plant_A-00963,Plant_A,193.8,9.36,102.1,0.62,1.732,0.8353,0.8357,69.81,63.9,1
Plant_A-00964,Plant_A,182.6,6.49,66.4,1.33,0.887,0.736,0.8567,63.06,55.8,1
Plant_A-00965,Plant_A,178.1,6.53,56.6,1.82,1.556,0.8108,0.8628,69.96,54.0,1
Plant_A-00966,Plant_A,180.9,2.46,57.1,3.3,1.774,0.8219,0.8926,73.36,52.4,1
Plant_A-00967,Plant_A,145.6,6.11,141.0,1.16,0.922,0.5805,0.8225,47.75,69.1,1
Plant_A-00968,Plant_A,197.1,6.79,61.8,4.99,1.807,0.9582,0.9398,90.05,54.9,1
Plant_A-00969,Plant_A,197.1,1.01,118.1,2.67,0.791,0.6712,0.9274,62.25,66.8,1
Plant_A-00970,Plant_A,164.9,8.69,102.1,4.89,0.638,0.7349,0.872,64.09,60.5,1
Plant_A-00971,Plant_A,178.9,7.51,142.2,4.83,1.778,0.8381,0.9342,78.3,69.6,1
Plant_A-00972,Plant_A,185.4,3.65,72.7,1.39,1.482,0.8016,0.8658,69.4,57.5,1
Plant_A-00973,Plant_A,169.8,3.02,51.9,0.52,0.933,0.7178,0.8529,61.22,52.7,1
Plant_A-00974,Plant_A,147.5,6.4,125.7,3.12,1.888,0.7309,0.847,61.91,64.9,1
Plant_A-00975,Plant_A,160.6,8.95,115.9,1.38,1.986,0.7877,0.7896,62.2,63.4,1
Plant_A-00976,Plant_A,178.4,1.17,95.4,2.86,1.888,0.7588,0.9137,69.33,60.7,1
Plant_A-00977,Plant_A,168.0,9.56,81.4,2.36,0.793,0.7472,0.8667,64.76,58.8,1
Plant_A-00978,Plant_A,158.4,7.78,59.1,2.57,0.723,0.7561,0.8508,64.33,53.1,1
Plant_A-00979,Plant_A,168.9,3.71,113.9,2.61,1.753,0.733,0.8926,65.43,65.1,1
Plant_A-00980,Plant_A,175.3,4.5,71.5,1.02,1.481,0.786,0.8745,68.73,55.1,1
Plant_A-00981,Plant_A,148.2,5.48,80.0,3.26,1.638,0.7747,0.8725,67.59,57.3,1
Plant_A-00982,Plant_A,199.7,6.29,111.8,4.84,1.583,0.8698,0.9503,82.66,66.2,1
Plant_A-00983,Plant_A,198.2,5.66,86.8,4.21,1.328,0.8576,0.9026,77.41,60.0,1
Plant_A-00984,Plant_A,194.8,5.71,92.8,1.04,1.151,0.7591,0.8472,64.31,62.1,1
Plant_A-00985,Plant_A,162.2,1.21,135.1,3.33,0.786,0.5993,0.9208,55.18,68.5,1
Plant_A-00986,Plant_A,179.3,2.78,103.2,0.78,0.545,0.6409,0.8442,54.11,61.5,1
Plant_A-00987,Plant_A,186.9,3.56,123.0,3.14,1.064,0.7015,0.9204,64.56,67.7,1
Plant_A-00988,Plant_A,143.6,3.53,112.1,1.26,1.689,0.6927,0.8552,59.24,61.8,1
Plant_A-00989,Plant_A,158.3,5.0,68.8,4.68,0.655,0.713,0.9108,64.94,56.1,1
Plant_A-00990,Plant_A,141.8,6.49,52.0,1.49,0.755,0.6878,0.8306,57.13,52.0,1
Plant_A-00991,Plant_A,153.5,2.93,95.8,2.69,0.699,0.6134,0.8779,53.85,60.2,1
Plant_A-00992,Plant_A,190.5,5.06,65.2,1.34,1.824,0.8212,0.869,71.37,54.1,1
Plant_A-00993,Plant_A,180.8,5.6,98.2,4.49,1.078,0.7687,0.9203,70.75,62.6,1
Plant_A-00994,Plant_A,157.1,1.38,57.1,1.17,1.798,0.7069,0.8461,59.81,51.8,1
Plant_A-00995,Plant_A,170.6,7.77,142.2,1.68,0.522,0.6203,0.8156,50.59,69.9,1
Plant_A-00996,Plant_A,152.1,8.34,135.0,2.22,1.616,0.6734,0.8663,58.34,68.7,1
Plant_A-00997,Plant_A,154.6,9.0,66.3,2.18,0.609,0.7273,0.8089,58.84,52.7,1
Plant_A-00998,Plant_A,154.3,9.41,137.8,4.88,1.399,0.724,0.8652,62.64,69.4,1
Plant_A-00999,Plant_A,153.6,7.72,60.9,2.84,1.421,0.7808,0.8114,63.36,54.2,1
Plant_A-01000,Plant_A,169.6,1.15,63.6,4.83,1.142,0.7766,0.9289,72.14,53.7,1
Plant_A-01001,Plant_A,178.3,4.27,72.7,4.1,0.66,0.6878,0.9324,64.13,55.5,1
Plant_A-01002,Plant_A,170.8,1.37,74.0,3.55,0.819,0.709,0.9278,65.78,54.9,1
Plant_A-01003,Plant_A,145.7,1.91,143.1,0.91,1.226,0.6034,0.8207,49.52,66.7,1
Plant_A-01004,Plant_A,191.6,1.57,91.5,4.15,1.165,0.7698,0.9416,72.48,59.6,1
Plant_A-01005,Plant_A,183.8,2.64,75.0,3.61,1.21,0.7672,0.9103,69.84,58.2,1
Plant_A-01006,Plant_A,180.4,9.57,62.7,0.69,1.723,0.8454,0.839,70.93,54.1,1
Plant_A-01007,Plant_A,183.9,8.79,63.2,3.61,0.956,0.8366,0.8754,73.24,55.1,1
Plant_A-01008,Plant_A,180.9,1.37,135.8,2.76,1.342,0.7202,0.9119,65.68,68.6,1
Plant_A-01009,Plant_A,151.2,7.07,52.4,4.19,1.25,0.7461,0.8702,64.92,51.3,1
Plant_A-01010,Plant_A,181.0,1.54,55.8,2.73,1.197,0.7499,0.9268,69.5,52.9,1
Plant_A-01011,Plant_A,141.2,1.46,149.1,4.88,0.832,0.5514,0.9071,50.02,69.5,1
Plant_A-01012,Plant_A,156.1,5.25,65.1,2.24,1.519,0.7738,0.8703,67.34,54.5,1
