lot_id,datum,leverancier,grondstof,zuiverheid_pct,vochtgehalte_pct,deeltjesgrootte_d50_um,deeltjesgrootte_d90_um,bulkdichtheid_gmL,tapdichtheid_gmL,carr_index_pct,zware_metalen_ppm,microbieel_CFUg,besluit
LOT-00574,2025-03-25,Leverancier_C,Lactose,99.73,1.9,88.5,169.3,0.448,0.546,18.0,7.8,0,goedgekeurd
LOT-00575,2025-05-17,Leverancier_B,Magnesiumstearaat,99.31,2.12,94.8,169.2,0.472,0.569,17.1,7.1,10,goedgekeurd
LOT-00576,2025-03-21,Leverancier_A,Paracetamol_API,99.44,2.18,90.2,166.8,0.427,0.518,17.5,5.2,0,goedgekeurd
LOT-00577,2025-02-25,Leverancier_A,Lactose,99.04,1.53,82.3,149.3,0.409,0.542,24.7,5.8,100,goedgekeurd
LOT-00578,2024-11-21,Leverancier_B,Lactose,99.85,1.42,80.9,130.6,0.486,0.611,20.6,8.1,0,goedgekeurd
LOT-00579,2025-01-09,Leverancier_D,Paracetamol_API,99.51,2.22,84.5,153.0,0.501,0.631,20.6,8.3,0,goedgekeurd
LOT-00580,2024-09-20,Leverancier_A,Paracetamol_API,99.81,2.56,82.7,146.4,0.44,0.575,23.5,5.2,0,goedgekeurd
LOT-00581,2025-01-23,Leverancier_A,Paracetamol_API,99.4,2.09,80.2,141.9,0.451,0.595,24.1,6.2,50,goedgekeurd
LOT-00582,2024-12-24,Leverancier_B,Lactose,99.14,2.0,81.4,147.5,0.48,0.588,18.4,7.3,0,goedgekeurd
LOT-00583,2025-01-09,Leverancier_A,Cellulose_MCC,99.71,2.06,77.5,145.6,0.428,0.526,18.5,6.4,1000,afgekeurd
LOT-00584,2025-02-13,Leverancier_A,Cellulose_MCC,99.37,2.37,67.3,121.0,0.48,0.615,22.0,6.3,100,goedgekeurd
LOT-00585,2025-04-15,Leverancier_C,Cellulose_MCC,99.07,2.08,69.1,119.8,0.415,0.516,19.5,6.5,10,goedgekeurd
LOT-00586,2024-08-31,Leverancier_C,Lactose,99.6,2.38,66.0,110.3,0.503,0.611,17.7,7.2,0,goedgekeurd
LOT-00587,2025-01-12,Leverancier_D,Paracetamol_API,100.0,1.71,75.1,125.3,0.475,0.633,24.9,7.7,0,goedgekeurd
LOT-00588,2024-09-29,Leverancier_B,Magnesiumstearaat,99.82,1.91,72.3,133.3,0.469,0.599,21.6,6.9,0,goedgekeurd
LOT-00589,2025-02-08,Leverancier_A,Lactose,99.18,1.6,86.0,160.4,0.454,0.554,18.1,5.7,0,goedgekeurd
LOT-00590,2025-04-07,Leverancier_A,Paracetamol_API,99.53,1.86,86.7,152.5,0.422,0.513,17.6,5.6,10,goedgekeurd
LOT-00591,2024-07-06,Leverancier_C,Cellulose_MCC,99.26,1.98,76.9,131.6,0.439,0.566,22.5,6.8,0,goedgekeurd
LOT-00592,2024-12-11,Leverancier_C,Paracetamol_API,99.42,1.63,75.8,134.3,0.447,0.535,16.4,8.6,10,goedgekeurd
LOT-00593,2025-01-02,Leverancier_A,Lactose,99.64,2.12,92.9,168.8,0.442,0.569,22.3,7.0,10,goedgekeurd
LOT-00594,2024-08-29,Leverancier_A,Lactose,99.69,2.15,85.9,153.3,0.429,0.538,20.3,5.2,10,goedgekeurd
LOT-00595,2024-12-09,Leverancier_C,Magnesiumstearaat,99.3,1.78,72.6,130.2,0.455,0.59,22.8,6.9,10,goedgekeurd
LOT-00596,2025-05-21,Leverancier_B,Lactose,99.49,1.87,87.2,158.4,0.427,0.542,21.2,10.0,0,goedgekeurd
LOT-00597,2024-11-19,Leverancier_B,Paracetamol_API,99.49,1.88,86.3,155.8,0.456,0.544,16.2,11.5,100,goedgekeurd
LOT-00598,2025-05-01,Leverancier_B,Lactose,99.29,2.24,86.2,162.0,0.44,0.569,22.6,7.9,0,goedgekeurd
LOT-00599,2024-06-08,Leverancier_B,Lactose,99.97,1.43,81.8,148.6,0.493,0.634,22.2,7.7,0,goedgekeurd
LOT-00600,2025-02-05,Leverancier_B,Magnesiumstearaat,100.0,1.99,81.2,158.9,0.478,0.595,19.6,7.8,50,goedgekeurd
LOT-00601,2025-03-31,Leverancier_B,Lactose,99.34,2.31,86.0,157.3,0.481,0.612,21.4,8.9,10,goedgekeurd
LOT-00602,2025-05-16,Leverancier_A,Lactose,99.2,1.61,87.1,160.9,0.439,0.553,20.6,8.8,0,goedgekeurd
LOT-00603,2024-12-26,Leverancier_A,Lactose,99.87,1.91,92.7,167.3,0.475,0.555,14.4,6.5,100,goedgekeurd
LOT-00604,2025-05-26,Leverancier_A,Lactose,99.4,1.49,85.2,156.1,0.45,0.561,19.9,6.0,50,goedgekeurd
LOT-00605,2024-08-20,Leverancier_D,Magnesiumstearaat,99.87,1.76,87.1,159.9,0.484,0.628,22.9,13.6,10,goedgekeurd
LOT-00606,2025-03-09,Leverancier_C,Paracetamol_API,99.11,1.73,85.0,151.2,0.446,0.53,15.7,6.2,0,goedgekeurd
LOT-00607,2024-08-10,Leverancier_D,Paracetamol_API,99.36,1.77,96.2,168.7,0.438,0.558,21.5,8.4,100,goedgekeurd
LOT-00608,2024-10-16,Leverancier_C,Paracetamol_API,99.33,2.44,70.6,126.6,0.446,0.577,22.8,8.9,0,goedgekeurd
LOT-00609,2025-03-10,Leverancier_B,Paracetamol_API,99.45,1.77,71.8,130.1,0.43,0.516,16.6,6.1,500,goedgekeurd
LOT-00610,2024-12-30,Leverancier_C,Paracetamol_API,99.22,2.17,91.4,166.1,0.479,0.587,18.4,6.8,50,goedgekeurd
LOT-00611,2024-08-08,Leverancier_C,Paracetamol_API,99.63,1.49,67.3,125.5,0.384,0.489,21.5,6.8,0,goedgekeurd
LOT-00612,2025-02-26,Leverancier_B,Cellulose_MCC,99.85,1.64,97.4,169.9,0.474,0.604,21.6,9.2,500,goedgekeurd
LOT-00613,2025-01-26,Leverancier_C,Paracetamol_API,99.26,2.0,81.7,148.5,0.485,0.62,21.8,7.5,50,goedgekeurd
LOT-00614,2025-02-16,Leverancier_B,Magnesiumstearaat,99.82,2.1,81.0,145.2,0.469,0.583,19.5,6.4,50,goedgekeurd
LOT-00615,2024-07-16,Leverancier_C,Paracetamol_API,99.95,1.42,85.6,158.5,0.494,0.612,19.3,6.4,0,goedgekeurd
LOT-00616,2024-09-13,Leverancier_A,Lactose,99.42,2.31,73.5,117.9,0.378,0.498,24.1,7.2,10,goedgekeurd
LOT-00617,2025-03-30,Leverancier_C,Lactose,99.75,2.08,69.0,125.1,0.413,0.49,15.7,6.3,100,goedgekeurd
LOT-00618,2024-06-16,Leverancier_B,Cellulose_MCC,98.96,1.57,101.5,177.2,0.436,0.531,17.9,8.2,50,hertest
LOT-00619,2025-05-28,Leverancier_B,Paracetamol_API,99.86,2.18,85.9,149.8,0.439,0.542,19.0,6.2,0,goedgekeurd
LOT-00620,2024-06-19,Leverancier_C,Cellulose_MCC,99.77,1.78,92.9,158.1,0.443,0.556,20.3,6.1,0,goedgekeurd
LOT-00621,2024-06-10,Leverancier_B,Lactose,99.3,1.87,66.0,110.7,0.493,0.61,19.2,8.1,0,goedgekeurd
LOT-00622,2025-04-15,Leverancier_A,Cellulose_MCC,99.88,2.23,55.9,98.1,0.524,0.662,20.9,5.1,0,goedgekeurd
LOT-00623,2024-08-09,Leverancier_D,Lactose,100.0,1.49,69.7,130.5,0.431,0.533,19.1,13.9,0,goedgekeurd
LOT-00624,2025-01-01,Leverancier_A,Cellulose_MCC,99.55,2.3,58.9,106.7,0.487,0.613,20.6,8.3,0,goedgekeurd
LOT-00625,2024-07-26,Leverancier_B,Paracetamol_API,100.0,1.96,88.2,155.7,0.437,0.56,22.0,7.8,500,goedgekeurd
LOT-00626,2024-12-07,Leverancier_A,Paracetamol_API,99.39,2.06,76.3,134.6,0.419,0.513,18.2,5.6,0,goedgekeurd
LOT-00627,2024-07-14,Leverancier_B,Lactose,99.97,1.81,87.0,160.5,0.413,0.515,19.8,8.2,100,goedgekeurd
LOT-00628,2024-12-13,Leverancier_C,Cellulose_MCC,99.47,1.96,81.7,147.3,0.443,0.576,23.1,7.1,100,goedgekeurd
LOT-00629,2024-08-21,Leverancier_D,Lactose,99.99,1.62,85.3,157.1,0.465,0.575,19.0,9.5,10,goedgekeurd
LOT-00630,2024-09-04,Leverancier_C,Lactose,99.57,2.07,63.6,108.2,0.398,0.515,22.7,7.3,100,goedgekeurd
LOT-00631,2024-09-13,Leverancier_B,Magnesiumstearaat,99.82,1.19,90.1,160.9,0.434,0.57,23.7,6.2,50,goedgekeurd
LOT-00632,2024-09-06,Leverancier_B,Paracetamol_API,99.43,1.56,90.0,164.5,0.477,0.576,17.1,10.0,0,goedgekeurd
LOT-00633,2024-11-16,Leverancier_B,Paracetamol_API,100.0,1.96,71.3,126.7,0.488,0.616,20.8,6.6,0,goedgekeurd
LOT-00634,2024-12-25,Leverancier_B,Paracetamol_API,98.75,1.52,74.6,126.1,0.435,0.543,19.8,6.6,0,hertest
LOT-00635,2024-06-24,Leverancier_B,Cellulose_MCC,99.47,1.8,87.9,169.7,0.413,0.504,18.0,6.7,50,goedgekeurd
LOT-00636,2024-07-26,Leverancier_B,Magnesiumstearaat,99.58,2.41,79.9,143.8,0.453,0.584,22.5,6.9,10,goedgekeurd
LOT-00637,2024-10-09,Leverancier_B,Magnesiumstearaat,99.48,2.27,87.3,164.8,0.457,0.579,21.0,6.3,0,goedgekeurd
LOT-00638,2025-02-01,Leverancier_D,Paracetamol_API,99.2,1.74,80.2,143.9,0.478,0.611,21.8,8.0,100,goedgekeurd
LOT-00639,2024-11-29,Leverancier_B,Cellulose_MCC,100.0,1.58,92.5,163.5,0.449,0.561,19.9,6.8,10,goedgekeurd
LOT-00640,2025-03-27,Leverancier_A,Lactose,99.97,2.11,69.3,124.1,0.459,0.587,21.9,5.3,0,goedgekeurd
LOT-00641,2024-12-20,Leverancier_B,Cellulose_MCC,99.37,1.71,76.8,140.7,0.469,0.592,20.7,7.6,0,goedgekeurd
LOT-00642,2024-11-26,Leverancier_B,Lactose,98.98,1.85,116.5,210.8,0.459,0.575,20.2,6.3,10,hertest
LOT-00643,2025-01-25,Leverancier_C,Paracetamol_API,98.73,1.77,89.8,158.8,0.435,0.52,16.4,5.9,10,hertest
LOT-00644,2025-03-04,Leverancier_B,Magnesiumstearaat,99.66,1.95,79.3,145.1,0.431,0.526,18.0,8.2,10,goedgekeurd
LOT-00645,2025-03-09,Leverancier_C,Cellulose_MCC,98.99,2.02,68.8,124.8,0.464,0.574,19.1,11.2,0,hertest
LOT-00646,2024-10-05,Leverancier_D,Lactose,100.0,2.19,80.6,147.3,0.499,0.63,20.8,8.6,50,goedgekeurd
LOT-00647,2024-12-09,Leverancier_B,Magnesiumstearaat,100.0,1.91,84.3,154.4,0.448,0.549,18.4,6.8,10,goedgekeurd
LOT-00648,2024-10-30,Leverancier_A,Lactose,99.69,2.3,70.5,127.4,0.446,0.57,21.8,7.7,0,goedgekeurd
LOT-00649,2025-05-01,Leverancier_C,Paracetamol_API,99.09,2.52,89.3,164.9,0.405,0.521,22.3,7.2,10,goedgekeurd
LOT-00650,2024-08-05,Leverancier_C,Paracetamol_API,99.67,2.42,79.6,141.5,0.446,0.571,21.9,6.9,0,goedgekeurd
LOT-00651,2025-01-20,Leverancier_B,Paracetamol_API,99.4,2.14,72.2,131.7,0.513,0.694,26.0,7.6,10,goedgekeurd
LOT-00652,2024-08-07,Leverancier_C,Paracetamol_API,99.19,2.08,65.9,120.4,0.452,0.544,16.8,13.2,500,goedgekeurd
LOT-00653,2024-07-16,Leverancier_A,Cellulose_MCC,99.18,1.49,70.1,125.0,0.475,0.578,17.9,8.5,0,goedgekeurd
LOT-00654,2025-05-16,Leverancier_D,Magnesiumstearaat,99.74,2.17,81.1,145.3,0.488,0.612,20.2,14.1,0,goedgekeurd
LOT-00655,2024-06-18,Leverancier_B,Magnesiumstearaat,99.84,1.94,85.4,149.1,0.468,0.539,13.2,7.0,100,goedgekeurd
LOT-00656,2024-08-03,Leverancier_D,Cellulose_MCC,99.42,1.81,101.8,189.2,0.443,0.56,20.8,9.6,500,goedgekeurd
LOT-00657,2025-05-12,Leverancier_D,Cellulose_MCC,99.67,1.75,82.3,154.2,0.48,0.565,15.0,10.0,500,goedgekeurd
LOT-00658,2024-09-23,Leverancier_A,Magnesiumstearaat,99.52,1.68,69.8,130.1,0.492,0.581,15.4,5.0,100,goedgekeurd
LOT-00659,2024-08-26,Leverancier_B,Cellulose_MCC,99.65,1.76,80.8,143.8,0.456,0.575,20.6,7.8,10,goedgekeurd
LOT-00660,2025-02-20,Leverancier_C,Cellulose_MCC,99.14,1.99,76.2,132.5,0.459,0.572,19.8,6.5,50,goedgekeurd
LOT-00661,2025-05-10,Leverancier_B,Lactose,99.28,1.74,103.2,192.1,0.491,0.598,17.9,10.0,0,goedgekeurd
LOT-00662,2024-10-11,Leverancier_A,Cellulose_MCC,99.31,2.11,73.0,136.3,0.472,0.583,19.0,5.2,0,goedgekeurd
LOT-00663,2025-01-02,Leverancier_A,Magnesiumstearaat,99.23,1.73,97.7,170.1,0.424,0.53,19.9,5.0,0,goedgekeurd
LOT-00664,2025-05-08,Leverancier_A,Lactose,100.0,2.57,69.5,128.8,0.441,0.536,17.6,6.5,1000,afgekeurd
LOT-00665,2024-06-02,Leverancier_A,Lactose,100.0,1.85,70.8,123.1,0.453,0.593,23.7,7.3,500,goedgekeurd
LOT-00666,2025-01-27,Leverancier_D,Cellulose_MCC,99.6,2.05,80.6,140.7,0.539,0.668,19.4,9.2,0,goedgekeurd
LOT-00667,2025-01-19,Leverancier_C,Magnesiumstearaat,99.96,2.19,92.2,167.5,0.403,0.505,20.1,6.8,0,goedgekeurd
LOT-00668,2024-11-14,Leverancier_B,Lactose,99.34,1.51,81.7,148.2,0.482,0.596,19.2,11.2,10,goedgekeurd
LOT-00669,2025-02-20,Leverancier_B,Paracetamol_API,99.61,2.1,87.0,152.1,0.517,0.634,18.4,6.0,100,goedgekeurd
LOT-00670,2024-06-07,Leverancier_A,Paracetamol_API,99.62,2.2,75.9,135.7,0.482,0.601,19.9,5.4,0,goedgekeurd
LOT-00671,2025-02-03,Leverancier_C,Lactose,98.93,1.6,91.4,159.3,0.437,0.554,21.1,6.7,100,hertest
LOT-00672,2024-06-28,Leverancier_B,Magnesiumstearaat,99.4,2.28,76.1,142.7,0.487,0.607,19.9,6.1,0,goedgekeurd
LOT-00673,2025-03-07,Leverancier_B,Paracetamol_API,99.45,2.65,76.5,137.9,0.46,0.567,18.9,13.4,0,goedgekeurd
LOT-00674,2024-06-22,Leverancier_D,Cellulose_MCC,99.82,1.54,83.1,144.0,0.488,0.617,21.0,8.2,10,goedgekeurd
LOT-00675,2024-12-24,Leverancier_B,Magnesiumstearaat,99.49,2.1,77.8,133.9,0.492,0.615,19.9,6.7,0,goedgekeurd
LOT-00676,2025-01-19,Leverancier_A,Paracetamol_API,99.0,2.04,72.0,130.7,0.483,0.638,24.4,7.7,1000,afgekeurd
LOT-00677,2025-05-31,Leverancier_A,Lactose,99.33,2.14,97.6,165.9,0.443,0.535,17.2,6.4,0,goedgekeurd
LOT-00678,2024-08-26,Leverancier_A,Magnesiumstearaat,99.41,2.61,82.1,148.6,0.481,0.611,21.3,5.7,0,goedgekeurd
LOT-00679,2024-09-03,Leverancier_B,Magnesiumstearaat,99.62,1.42,98.1,181.1,0.453,0.588,23.0,7.6,0,goedgekeurd
LOT-00680,2025-01-10,Leverancier_A,Magnesiumstearaat,99.2,2.28,63.8,111.3,0.449,0.556,19.2,7.7,0,goedgekeurd
LOT-00681,2025-05-24,Leverancier_C,Paracetamol_API,99.14,2.05,84.7,153.9,0.404,0.52,22.3,5.6,10,goedgekeurd
LOT-00682,2025-03-30,Leverancier_B,Lactose,100.0,2.34,89.7,165.5,0.474,0.598,20.7,10.9,10,goedgekeurd
LOT-00683,2024-06-12,Leverancier_B,Magnesiumstearaat,99.53,2.21,106.2,191.1,0.442,0.593,25.5,11.3,0,goedgekeurd
LOT-00684,2025-03-07,Leverancier_D,Lactose,99.5,1.85,70.7,127.0,0.417,0.533,21.7,12.1,500,goedgekeurd
LOT-00685,2024-06-10,Leverancier_B,Paracetamol_API,99.62,2.49,80.7,144.4,0.472,0.56,15.7,6.6,10,goedgekeurd
LOT-00686,2024-10-15,Leverancier_A,Lactose,99.8,2.28,83.8,158.5,0.472,0.602,21.6,5.5,0,goedgekeurd
LOT-00687,2024-11-29,Leverancier_B,Lactose,100.0,2.36,100.5,183.6,0.414,0.524,21.1,6.2,50,goedgekeurd
LOT-00688,2025-01-20,Leverancier_A,Cellulose_MCC,99.74,2.09,101.1,181.4,0.43,0.56,23.3,5.2,0,goedgekeurd
LOT-00689,2025-05-01,Leverancier_B,Paracetamol_API,99.44,1.55,72.3,131.5,0.478,0.62,22.9,7.6,50,goedgekeurd
LOT-00690,2024-12-29,Leverancier_D,Magnesiumstearaat,100.0,1.8,99.5,183.1,0.452,0.561,19.4,7.5,10,goedgekeurd
LOT-00691,2025-05-25,Leverancier_B,Cellulose_MCC,99.69,1.93,73.9,128.6,0.437,0.533,18.0,7.2,0,goedgekeurd
LOT-00692,2025-03-12,Leverancier_B,Paracetamol_API,99.86,1.94,80.8,139.7,0.46,0.621,26.0,7.8,10,goedgekeurd
LOT-00693,2024-06-24,Leverancier_C,Lactose,99.6,2.11,57.3,96.4,0.455,0.58,21.5,6.2,0,goedgekeurd
LOT-00694,2024-10-18,Leverancier_B,Cellulose_MCC,99.94,2.04,72.8,136.4,0.46,0.592,22.2,8.1,0,goedgekeurd
LOT-00695,2025-04-13,Leverancier_D,Cellulose_MCC,99.46,2.21,84.4,157.6,0.474,0.59,19.6,7.6,10,goedgekeurd
LOT-00696,2025-05-31,Leverancier_A,Magnesiumstearaat,99.33,1.84,91.5,171.2,0.461,0.583,21.0,5.2,0,goedgekeurd
LOT-00697,2024-07-02,Leverancier_A,Magnesiumstearaat,98.92,2.02,74.1,142.2,0.442,0.543,18.5,7.1,50,hertest
LOT-00698,2024-10-18,Leverancier_B,Paracetamol_API,99.79,1.74,72.2,132.3,0.481,0.587,18.1,7.7,10,goedgekeurd
LOT-00699,2024-11-30,Leverancier_B,Lactose,99.86,1.39,71.0,124.6,0.467,0.584,20.0,6.6,10,goedgekeurd
LOT-00700,2024-09-08,Leverancier_C,Lactose,99.36,1.77,85.9,148.9,0.438,0.534,18.0,7.9,0,goedgekeurd
LOT-00701,2025-05-11,Leverancier_C,Cellulose_MCC,99.56,2.23,67.4,117.9,0.408,0.5,18.3,6.2,10,goedgekeurd
LOT-00702,2025-04-02,Leverancier_B,Paracetamol_API,99.92,2.19,69.4,118.5,0.427,0.536,20.3,6.0,50,goedgekeurd
LOT-00703,2024-12-07,Leverancier_B,Paracetamol_API,99.36,2.27,78.5,143.0,0.479,0.59,18.8,6.4,1000,afgekeurd
LOT-00704,2024-09-03,Leverancier_A,Paracetamol_API,99.7,2.03,65.9,124.9,0.455,0.603,24.6,7.2,0,goedgekeurd
LOT-00705,2025-04-08,Leverancier_A,Magnesiumstearaat,99.22,1.68,68.9,128.1,0.474,0.593,20.1,6.3,50,goedgekeurd
LOT-00706,2024-06-18,Leverancier_D,Lactose,99.68,1.16,80.0,138.6,0.474,0.608,22.1,9.5,0,goedgekeurd
LOT-00707,2024-11-22,Leverancier_C,Lactose,99.34,1.72,85.6,164.0,0.427,0.519,17.8,6.7,0,goedgekeurd
LOT-00708,2025-03-06,Leverancier_A,Lactose,99.41,1.5,82.0,149.9,0.465,0.589,20.9,6.3,50,goedgekeurd
LOT-00709,2025-01-10,Leverancier_A,Cellulose_MCC,99.35,1.9,74.1,128.1,0.443,0.535,17.3,5.1,0,goedgekeurd
LOT-00710,2024-08-19,Leverancier_A,Paracetamol_API,99.17,2.11,73.0,133.2,0.488,0.59,17.3,9.2,10,goedgekeurd
LOT-00711,2024-09-03,Leverancier_C,Cellulose_MCC,99.41,2.09,74.4,127.7,0.443,0.54,17.9,6.0,500,goedgekeurd
LOT-00712,2025-04-25,Leverancier_A,Cellulose_MCC,99.7,1.96,82.7,155.0,0.407,0.479,15.1,5.2,0,goedgekeurd
LOT-00713,2024-07-29,Leverancier_C,Lactose,99.14,2.53,81.8,140.8,0.501,0.657,23.6,7.4,0,goedgekeurd
LOT-00714,2024-12-15,Leverancier_A,Lactose,99.06,2.14,64.4,114.9,0.5,0.628,20.3,5.7,0,goedgekeurd
LOT-00715,2024-09-20,Leverancier_A,Paracetamol_API,99.96,1.72,88.4,164.2,0.49,0.643,23.8,10.6,0,goedgekeurd
LOT-00716,2025-02-22,Leverancier_D,Lactose,99.42,1.52,79.6,131.0,0.51,0.618,17.5,8.2,100,goedgekeurd
LOT-00717,2024-06-03,Leverancier_A,Paracetamol_API,100.0,1.45,78.1,138.6,0.429,0.543,21.0,10.6,0,goedgekeurd
LOT-00718,2024-06-22,Leverancier_C,Magnesiumstearaat,99.01,2.43,76.1,133.6,0.403,0.523,22.8,7.4,1000,afgekeurd
LOT-00719,2024-12-01,Leverancier_A,Magnesiumstearaat,99.35,1.9,86.3,167.8,0.501,0.632,20.6,12.1,10,goedgekeurd
LOT-00720,2024-07-15,Leverancier_A,Paracetamol_API,99.44,1.59,80.1,142.6,0.403,0.485,16.8,5.2,50,goedgekeurd
LOT-00721,2025-04-17,Leverancier_A,Lactose,99.67,2.25,88.2,159.9,0.457,0.546,16.3,12.5,0,goedgekeurd
LOT-00722,2025-03-20,Leverancier_D,Paracetamol_API,99.74,2.12,88.9,160.6,0.439,0.54,18.7,8.6,50,goedgekeurd
LOT-00723,2025-04-01,Leverancier_B,Cellulose_MCC,99.44,2.02,65.9,120.7,0.445,0.539,17.5,7.0,0,goedgekeurd
LOT-00724,2025-05-27,Leverancier_A,Paracetamol_API,99.07,1.69,69.9,123.8,0.464,0.605,23.3,7.2,50,goedgekeurd
LOT-00725,2024-11-06,Leverancier_B,Lactose,99.54,1.75,82.3,146.5,0.51,0.63,19.1,9.3,500,goedgekeurd
LOT-00726,2024-12-09,Leverancier_B,Magnesiumstearaat,100.0,2.38,79.3,138.6,0.478,0.592,19.4,10.6,0,goedgekeurd
LOT-00727,2024-09-26,Leverancier_A,Lactose,99.14,2.0,101.9,188.5,0.454,0.569,20.2,8.1,10,goedgekeurd
LOT-00728,2025-03-16,Leverancier_C,Paracetamol_API,99.34,2.02,66.1,111.3,0.406,0.512,20.6,7.0,0,goedgekeurd
LOT-00729,2025-05-10,Leverancier_B,Paracetamol_API,99.46,1.83,92.0,168.0,0.457,0.571,19.9,9.4,0,goedgekeurd
LOT-00730,2025-05-31,Leverancier_A,Paracetamol_API,99.3,2.04,81.7,146.2,0.449,0.543,17.4,7.4,0,goedgekeurd
LOT-00731,2025-02-26,Leverancier_D,Magnesiumstearaat,99.28,1.44,93.8,165.1,0.544,0.694,21.6,9.3,10,goedgekeurd
LOT-00732,2024-09-15,Leverancier_A,Lactose,99.14,1.99,90.2,166.8,0.443,0.57,22.2,6.4,1000,afgekeurd
LOT-00733,2024-12-23,Leverancier_B,Lactose,99.6,2.2,86.3,160.1,0.433,0.534,18.9,7.0,100,goedgekeurd
LOT-00734,2025-01-17,Leverancier_D,Lactose,100.0,1.82,90.2,159.4,0.489,0.618,20.8,7.5,0,goedgekeurd
LOT-00735,2025-02-14,Leverancier_D,Lactose,99.98,2.68,81.5,143.0,0.433,0.522,17.0,7.4,500,goedgekeurd
LOT-00736,2025-01-13,Leverancier_A,Lactose,99.24,1.84,78.9,148.9,0.424,0.568,25.4,5.4,0,goedgekeurd
LOT-00737,2024-10-16,Leverancier_A,Lactose,99.31,2.16,86.9,154.7,0.448,0.58,22.7,7.1,500,goedgekeurd
LOT-00738,2024-07-19,Leverancier_A,Cellulose_MCC,99.37,1.84,81.9,153.0,0.482,0.618,22.0,7.8,0,goedgekeurd
LOT-00739,2024-10-17,Leverancier_A,Lactose,99.6,2.17,69.6,129.8,0.416,0.525,20.7,13.4,500,goedgekeurd
LOT-00740,2024-11-07,Leverancier_C,Magnesiumstearaat,99.28,1.8,91.8,170.1,0.493,0.612,19.5,11.1,0,goedgekeurd
LOT-00741,2025-04-04,Leverancier_C,Cellulose_MCC,99.31,2.1,88.7,157.9,0.425,0.512,17.0,10.9,0,goedgekeurd
LOT-00742,2024-12-13,Leverancier_B,Cellulose_MCC,99.04,1.84,75.0,133.2,0.496,0.611,18.9,6.2,10,goedgekeurd
LOT-00743,2025-01-14,Leverancier_C,Magnesiumstearaat,98.95,2.39,88.0,160.4,0.433,0.532,18.6,10.0,0,hertest
LOT-00744,2025-03-06,Leverancier_B,Paracetamol_API,98.7,1.82,84.5,158.8,0.471,0.576,18.2,10.3,0,hertest
LOT-00745,2025-04-15,Leverancier_B,Magnesiumstearaat,99.71,2.21,85.1,149.7,0.455,0.583,21.8,6.4,10,goedgekeurd
LOT-00746,2024-10-01,Leverancier_B,Cellulose_MCC,99.22,1.82,78.0,147.3,0.407,0.507,19.8,7.5,500,goedgekeurd
LOT-00747,2024-07-24,Leverancier_B,Magnesiumstearaat,99.71,2.02,64.0,118.5,0.427,0.537,20.4,10.4,500,goedgekeurd
LOT-00748,2025-04-03,Leverancier_C,Paracetamol_API,99.31,2.0,68.6,116.7,0.445,0.545,18.3,5.8,0,goedgekeurd
LOT-00749,2024-07-17,Leverancier_A,Paracetamol_API,99.57,2.03,85.7,161.5,0.468,0.576,18.7,5.1,10,goedgekeurd
LOT-00750,2025-01-06,Leverancier_A,Lactose,99.62,2.41,84.5,152.2,0.447,0.559,20.1,8.9,10,goedgekeurd
LOT-00751,2025-05-05,Leverancier_B,Magnesiumstearaat,98.63,1.97,78.8,135.1,0.472,0.584,19.2,10.2,50,hertest
LOT-00752,2024-11-22,Leverancier_B,Magnesiumstearaat,99.54,1.94,62.6,107.7,0.44,0.596,26.3,6.1,0,goedgekeurd
LOT-00753,2024-12-03,Leverancier_C,Lactose,99.5,1.97,62.5,110.7,0.417,0.524,20.5,6.1,10,goedgekeurd
LOT-00754,2025-05-13,Leverancier_A,Lactose,99.59,2.21,72.3,137.9,0.477,0.605,21.1,9.6,0,goedgekeurd
LOT-00755,2024-06-05,Leverancier_C,Magnesiumstearaat,99.28,1.78,80.2,135.5,0.389,0.49,20.5,6.0,50,goedgekeurd
LOT-00756,2025-03-25,Leverancier_B,Lactose,99.37,1.9,69.8,121.1,0.495,0.608,18.6,8.6,100,goedgekeurd
LOT-00757,2024-06-25,Leverancier_A,Paracetamol_API,99.61,2.03,81.7,150.5,0.48,0.56,14.3,5.7,0,goedgekeurd
LOT-00758,2024-09-12,Leverancier_C,Cellulose_MCC,99.67,1.86,78.4,138.2,0.457,0.53,13.8,10.7,0,goedgekeurd
LOT-00759,2024-07-29,Leverancier_B,Magnesiumstearaat,99.65,2.0,97.1,179.9,0.456,0.595,23.4,7.9,10,goedgekeurd
LOT-00760,2024-10-09,Leverancier_C,Magnesiumstearaat,99.77,1.78,89.1,156.4,0.487,0.615,20.8,11.3,10,goedgekeurd
LOT-00761,2025-05-15,Leverancier_D,Lactose,99.59,2.15,94.2,163.7,0.424,0.525,19.1,10.5,0,goedgekeurd
LOT-00762,2025-01-17,Leverancier_A,Lactose,99.88,2.05,85.5,157.8,0.486,0.672,27.7,6.1,10,goedgekeurd
LOT-00763,2025-04-10,Leverancier_A,Paracetamol_API,99.18,2.68,69.2,131.0,0.473,0.623,24.1,11.1,0,goedgekeurd
LOT-00764,2025-03-08,Leverancier_D,Paracetamol_API,100.0,1.71,74.2,121.6,0.513,0.614,16.5,8.5,0,goedgekeurd
LOT-00765,2025-05-27,Leverancier_B,Lactose,99.51,2.38,96.1,174.3,0.494,0.618,20.1,6.6,10,goedgekeurd
