batch_id,datum,seizoen,product,leverancier,API_zuiverheid_pct,API_vochtgehalte_pct,API_deeltjesgrootte_d50_um,API_bulkdichtheid_gmL,granulatie_water_pct,mengtijd_min,perskracht_kN,perssnelheid_RPM,droogtemp_C,droogtijd_min,coatingtijd_min,ruimte_temp_C,ruimte_RV_pct,gewicht_mg,hardheid_N,dissolutie_pct,brosheid_pct,gehalte_uniformiteit_RSD,restvochtgehalte_pct,coating_gewichtstoename_pct,uiterlijk_score,cyclustijd_min,batchkosten_EUR,goedgekeurd
RX-0320,2025-11-08,herfst,Aspirine_300mg,Sup_B,99.86,2.22,53.2,0.479,18.5,16.9,9.7,46.0,51.0,38.0,0.0,19.6,41.4,295.4,44.7,100.0,0.599,1.26,1.61,0.0,3.9,110.0,178.0,1
RX-0321,2025-03-02,lente,Omeprazol_20mg,Sup_C,99.08,2.3,46.7,0.443,15.7,11.1,16.7,44.0,64.0,41.0,52.0,21.9,45.6,199.5,58.7,80.3,0.469,2.99,1.75,3.8,4.4,159.0,226.0,1
RX-0322,2025-07-09,zomer,Ibuprofen_400mg,Sup_A,99.29,3.18,46.7,0.449,28.7,13.1,20.7,57.0,63.0,31.0,64.0,21.9,58.4,406.5,82.2,82.2,0.671,1.01,2.63,4.5,3.6,166.0,228.0,1
RX-0323,2025-11-03,herfst,Ibuprofen_400mg,Sup_B,99.66,2.06,45.7,0.463,23.9,5.7,17.0,46.0,63.0,40.0,57.0,20.3,43.7,409.9,72.7,81.8,0.473,2.96,1.15,4.0,4.6,161.0,228.0,1
RX-0324,2025-10-21,herfst,Metformin_850mg,Sup_A,99.28,1.42,32.5,0.419,29.0,7.9,14.4,34.0,63.0,59.0,74.0,20.2,47.5,849.7,96.7,86.7,0.377,0.83,0.55,4.7,4.8,201.0,265.0,1
RX-0325,2025-01-19,winter,Metformin_850mg,Sup_B,100.09,1.45,59.2,0.439,17.7,18.1,14.9,43.0,54.0,36.0,76.0,19.4,39.5,842.1,102.2,88.4,0.545,2.67,0.97,4.1,4.0,185.0,240.0,1
RX-0326,2025-03-26,lente,Aspirine_300mg,Sup_C,99.74,2.18,53.2,0.416,28.5,11.9,14.0,38.0,51.0,39.0,0.0,20.7,49.2,301.2,62.3,91.1,0.402,0.87,1.59,0.0,4.0,112.0,182.0,1
RX-0327,2025-04-13,lente,Ibuprofen_400mg,Sup_B,99.26,1.66,40.9,0.446,28.6,16.7,10.8,48.0,62.0,21.0,65.0,24.3,46.9,402.7,62.6,100.0,0.634,1.37,1.37,4.1,4.2,161.0,218.0,1
RX-0328,2025-07-31,zomer,Ibuprofen_400mg,Sup_A,98.78,2.94,39.7,0.511,20.0,17.7,8.0,54.0,55.0,53.0,85.0,22.8,59.5,399.1,45.9,100.0,0.859,2.55,2.13,5.0,4.0,218.0,267.0,1
RX-0329,2025-03-05,lente,Paracetamol_500mg,Sup_B,99.27,1.77,48.5,0.488,20.3,6.3,22.0,35.0,69.0,55.0,81.0,22.1,44.5,496.1,99.4,73.0,0.175,1.96,0.5,4.8,4.9,201.0,269.0,0
RX-0330,2025-08-03,zomer,Ibuprofen_400mg,Sup_B,99.57,2.93,42.9,0.408,27.5,18.0,11.3,34.0,66.0,37.0,74.0,22.8,54.2,403.0,66.9,96.2,0.587,3.06,2.22,4.9,4.1,189.0,246.0,1
RX-0331,2025-10-21,herfst,Aspirine_300mg,Sup_B,99.78,2.06,60.4,0.464,15.8,15.0,12.6,55.0,66.0,51.0,0.0,21.0,42.5,295.3,52.1,100.0,0.686,2.26,0.86,0.0,3.8,128.0,201.0,1
RX-0332,2025-02-10,winter,Ibuprofen_400mg,Sup_C,99.07,1.97,62.0,0.478,17.6,19.6,23.9,30.0,53.0,26.0,90.0,21.0,39.2,398.6,105.0,65.0,0.219,0.79,1.2,4.8,4.8,194.0,244.0,0
RX-0333,2025-03-11,lente,Metformin_850mg,Sup_C,99.63,1.91,51.6,0.46,26.2,18.8,9.0,30.0,66.0,25.0,79.0,21.6,47.8,851.6,88.4,100.0,0.456,1.79,1.23,4.4,4.4,177.0,233.0,1
RX-0334,2025-02-21,winter,Metformin_850mg,Sup_C,99.64,1.95,34.7,0.501,27.8,10.4,10.6,41.0,63.0,21.0,46.0,21.3,37.6,850.3,82.4,100.0,0.562,2.27,1.18,4.0,4.4,142.0,203.0,1
RX-0335,2025-10-24,herfst,Ibuprofen_400mg,Sup_A,99.42,2.51,41.1,0.442,20.0,10.1,14.9,52.0,66.0,38.0,46.0,22.6,45.1,403.6,69.0,90.5,0.725,0.53,1.86,4.0,4.6,152.0,220.0,1
RX-0336,2025-10-12,herfst,Ibuprofen_400mg,Sup_C,99.29,1.6,45.3,0.475,18.6,12.3,14.3,28.0,67.0,54.0,63.0,21.9,47.5,399.2,75.1,84.7,0.416,2.37,0.5,4.0,4.5,190.0,254.0,1
RX-0337,2025-12-30,winter,Aspirine_300mg,Sup_B,99.6,2.06,55.6,0.407,21.5,16.0,11.2,43.0,62.0,26.0,0.0,22.7,41.8,300.8,54.5,97.5,0.644,1.33,1.46,0.0,3.9,97.0,169.0,1
RX-0338,2025-08-26,zomer,Metformin_850mg,Sup_B,99.94,2.35,46.6,0.488,19.5,17.2,11.3,28.0,51.0,37.0,69.0,21.6,57.0,846.9,96.2,99.0,0.449,1.49,1.79,4.5,4.0,174.0,231.0,1
RX-0339,2025-05-05,lente,Aspirine_300mg,Sup_A,99.62,1.68,60.8,0.439,19.9,6.5,21.4,27.0,56.0,45.0,0.0,21.2,44.4,299.4,81.5,75.6,0.244,2.56,1.11,0.0,3.7,105.0,184.0,1
RX-0340,2025-02-04,winter,Paracetamol_500mg,Sup_C,99.47,2.33,51.5,0.445,22.2,16.1,15.1,24.0,59.0,36.0,47.0,19.4,42.1,500.0,78.9,95.0,0.328,1.26,1.88,3.8,4.5,158.0,220.0,1
RX-0341,2025-04-04,lente,Omeprazol_20mg,Sup_A,99.41,2.2,53.5,0.414,27.4,16.4,10.4,22.0,62.0,42.0,81.0,21.0,46.7,205.8,47.0,99.8,0.471,2.42,1.18,4.4,5.0,202.0,256.0,1
RX-0342,2025-07-30,zomer,Ibuprofen_400mg,Sup_B,99.57,2.44,46.4,0.445,20.0,5.5,20.7,51.0,65.0,51.0,84.0,22.4,57.8,403.5,81.9,79.9,0.554,0.33,1.52,4.5,4.4,202.0,265.0,1
RX-0343,2025-09-03,herfst,Paracetamol_500mg,Sup_A,99.64,2.44,51.6,0.418,22.9,15.1,9.4,57.0,54.0,46.0,63.0,21.7,44.5,501.6,57.2,100.0,0.832,3.46,1.5,4.1,4.2,181.0,238.0,1
RX-0344,2025-01-21,winter,Aspirine_300mg,Sup_A,99.74,2.32,60.2,0.483,19.5,11.7,20.5,32.0,52.0,35.0,0.0,19.7,35.4,297.6,82.0,71.8,0.301,2.04,1.74,0.0,3.8,100.0,174.0,0
RX-0345,2025-06-18,zomer,Omeprazol_20mg,Sup_B,99.24,2.52,53.0,0.384,26.9,13.9,12.0,57.0,55.0,50.0,50.0,21.9,56.4,202.6,33.5,96.0,0.758,0.64,1.76,3.9,4.1,167.0,231.0,0
RX-0346,2025-01-03,winter,Ibuprofen_400mg,Sup_A,99.86,2.26,32.7,0.419,20.3,9.0,9.0,49.0,59.0,49.0,46.0,19.5,35.8,405.4,40.6,100.0,0.783,1.17,1.57,3.8,4.1,161.0,227.0,1
RX-0347,2025-03-26,lente,Paracetamol_500mg,Sup_C,99.45,1.93,46.3,0.5,23.7,12.7,13.0,23.0,62.0,49.0,38.0,20.3,42.7,501.9,78.7,92.7,0.358,2.37,0.85,4.0,4.1,165.0,229.0,1
RX-0348,2025-07-11,zomer,Paracetamol_500mg,Sup_C,99.11,2.83,59.5,0.481,23.6,12.8,23.5,22.0,57.0,53.0,40.0,23.7,50.7,503.5,116.8,68.2,0.211,0.73,2.15,3.6,4.1,169.0,233.0,0
RX-0349,2025-10-24,herfst,Paracetamol_500mg,Sup_A,99.55,2.29,52.1,0.481,18.9,8.9,16.2,60.0,65.0,30.0,55.0,19.9,43.2,494.9,79.5,83.9,0.744,1.83,1.89,4.2,4.4,160.0,221.0,1
RX-0350,2025-01-13,winter,Ibuprofen_400mg,Sup_C,100.21,2.13,47.4,0.439,15.2,14.5,24.7,36.0,64.0,42.0,76.0,21.8,39.3,399.2,95.3,66.0,0.327,3.47,1.59,4.5,4.3,194.0,253.0,0
RX-0351,2025-04-10,lente,Metformin_850mg,Sup_B,99.9,1.74,50.2,0.433,22.5,10.7,19.3,22.0,64.0,41.0,37.0,21.9,49.0,844.5,118.1,76.7,0.267,1.01,0.69,3.9,4.2,144.0,216.0,1
RX-0352,2025-06-18,zomer,Metformin_850mg,Sup_A,99.41,2.75,38.0,0.414,17.1,14.1,12.4,24.0,68.0,25.0,61.0,24.1,54.7,844.9,97.7,93.4,0.401,2.53,2.53,4.1,4.5,158.0,218.0,1
RX-0353,2025-10-13,herfst,Paracetamol_500mg,Sup_A,100.07,1.85,41.0,0.447,24.8,11.9,12.2,53.0,66.0,35.0,60.0,22.6,41.7,502.7,62.5,100.0,0.617,1.86,1.16,4.1,4.2,168.0,231.0,1
RX-0354,2025-05-31,lente,Paracetamol_500mg,Sup_C,99.56,2.07,44.0,0.457,20.6,5.9,23.9,50.0,68.0,48.0,51.0,22.3,45.1,501.7,98.3,67.7,0.427,1.54,0.89,3.9,5.0,162.0,235.0,0
RX-0355,2025-01-26,winter,Paracetamol_500mg,Sup_B,99.65,2.47,59.5,0.449,17.3,15.0,23.9,59.0,59.0,49.0,36.0,19.5,38.9,497.1,102.0,68.6,0.536,2.67,1.53,3.8,4.3,160.0,226.0,0
RX-0356,2025-07-19,zomer,Aspirine_300mg,Sup_A,99.57,2.5,64.1,0.396,18.6,12.9,24.9,37.0,59.0,33.0,0.0,22.7,54.1,298.6,91.3,65.6,0.283,1.58,1.63,0.0,3.3,115.0,184.0,0
RX-0357,2025-11-18,herfst,Ibuprofen_400mg,Sup_A,99.61,2.13,39.4,0.453,19.4,5.6,14.8,42.0,51.0,22.0,73.0,21.8,43.4,400.6,69.4,87.0,0.509,1.33,1.97,4.5,4.1,159.0,217.0,1
RX-0358,2025-09-22,herfst,Aspirine_300mg,Sup_A,99.68,1.82,49.3,0.493,18.8,10.4,16.6,55.0,65.0,45.0,0.0,20.5,49.0,294.8,62.8,87.3,0.664,0.62,0.91,0.0,4.2,120.0,195.0,1
RX-0359,2025-05-13,lente,Paracetamol_500mg,Sup_C,99.64,2.41,51.5,0.348,15.7,13.6,24.4,24.0,59.0,37.0,32.0,21.2,46.3,497.8,110.8,69.4,0.22,0.85,2.02,3.9,4.6,147.0,211.0,0
RX-0360,2025-08-04,zomer,Metformin_850mg,Sup_A,99.41,3.65,51.7,0.492,24.8,11.2,16.6,53.0,63.0,53.0,82.0,20.8,56.6,855.8,88.3,87.3,0.673,1.49,2.53,4.5,4.8,206.0,267.0,1
RX-0361,2025-11-26,herfst,Metformin_850mg,Sup_C,99.11,2.04,40.3,0.437,29.9,17.6,22.2,21.0,67.0,36.0,74.0,20.1,43.6,851.9,137.2,66.7,0.086,0.25,1.41,4.5,4.8,193.0,250.0,0
RX-0362,2025-07-30,zomer,Ibuprofen_400mg,Sup_B,99.7,2.85,59.7,0.439,29.4,7.9,16.1,39.0,60.0,33.0,39.0,24.8,54.6,408.4,74.4,89.1,0.46,2.52,2.33,4.0,4.1,142.0,209.0,1
RX-0363,2025-08-01,zomer,Paracetamol_500mg,Sup_B,99.67,2.77,47.6,0.422,18.2,19.2,24.7,41.0,61.0,25.0,87.0,22.3,63.4,502.4,102.6,75.5,0.289,1.11,2.47,4.6,3.8,194.0,246.0,1
RX-0364,2025-06-21,zomer,Metformin_850mg,Sup_C,99.53,2.87,57.9,0.456,28.8,10.5,22.1,21.0,61.0,45.0,76.0,22.7,55.2,857.3,126.1,81.6,0.169,1.25,1.96,4.3,4.2,199.0,257.0,1
RX-0365,2025-07-26,zomer,Metformin_850mg,Sup_B,99.3,2.75,61.4,0.474,26.2,14.6,18.7,29.0,61.0,56.0,49.0,22.5,54.1,855.7,118.9,80.3,0.375,1.59,1.73,3.9,3.4,183.0,246.0,1
RX-0366,2025-05-07,lente,Ibuprofen_400mg,Sup_B,99.69,2.08,41.8,0.482,18.8,12.6,24.4,39.0,64.0,39.0,68.0,21.9,51.3,402.3,94.7,67.2,0.222,1.54,1.52,4.3,4.1,179.0,241.0,0
RX-0367,2025-04-10,lente,Aspirine_300mg,Sup_B,99.48,1.82,43.5,0.475,20.2,8.5,14.1,24.0,55.0,58.0,0.0,19.0,51.4,299.3,51.9,94.8,0.275,2.05,0.76,0.0,3.7,119.0,196.0,1
RX-0368,2025-01-01,winter,Omeprazol_20mg,Sup_A,99.73,2.04,54.3,0.444,15.9,5.0,21.1,49.0,58.0,30.0,40.0,20.6,39.3,196.8,64.3,74.8,0.466,2.71,1.58,3.8,4.2,137.0,204.0,0
RX-0369,2025-11-29,herfst,Aspirine_300mg,Sup_B,99.79,1.53,52.9,0.445,27.5,9.8,17.1,33.0,67.0,58.0,0.0,19.9,45.6,305.3,66.0,84.8,0.3,3.11,0.5,0.0,4.5,133.0,211.0,1
RX-0370,2025-04-19,lente,Paracetamol_500mg,Sup_C,99.3,1.91,49.3,0.445,27.9,6.4,20.7,60.0,61.0,49.0,76.0,21.4,44.6,500.8,89.3,76.7,0.488,1.07,1.02,4.2,4.9,201.0,260.0,1
RX-0371,2025-12-25,winter,Aspirine_300mg,Sup_C,99.96,2.05,53.5,0.517,16.3,11.7,10.5,47.0,52.0,52.0,0.0,21.5,43.1,294.6,44.8,100.0,0.768,1.29,1.32,0.0,4.0,125.0,193.0,1
RX-0372,2025-04-26,lente,Paracetamol_500mg,Sup_B,99.62,1.96,48.6,0.396,20.2,7.0,8.3,41.0,64.0,49.0,53.0,21.0,42.8,498.1,59.7,100.0,0.689,2.98,1.02,4.2,4.6,170.0,236.0,1
RX-0373,2025-03-30,lente,Paracetamol_500mg,Sup_C,99.65,2.46,44.8,0.435,23.7,13.1,16.9,36.0,69.0,59.0,89.0,20.2,45.8,504.4,79.2,93.9,0.417,0.59,1.25,5.2,4.8,224.0,285.0,1
RX-0374,2025-05-25,lente,Metformin_850mg,Sup_B,99.38,1.35,41.5,0.44,16.6,15.4,11.0,46.0,57.0,50.0,45.0,21.4,50.4,844.9,85.5,94.9,0.676,2.23,0.59,3.9,4.1,175.0,233.0,1
RX-0375,2025-06-29,zomer,Aspirine_300mg,Sup_C,99.55,2.4,38.3,0.49,16.9,9.9,13.6,25.0,52.0,56.0,0.0,22.3,54.5,297.8,62.3,89.6,0.448,1.28,1.39,0.0,4.4,124.0,196.0,1
RX-0376,2025-10-13,herfst,Aspirine_300mg,Sup_C,99.52,1.87,52.1,0.423,16.2,5.4,11.7,24.0,54.0,24.0,0.0,21.5,45.2,299.6,52.7,97.0,0.441,0.7,1.61,0.0,3.9,93.0,164.0,1
RX-0377,2025-05-04,lente,Paracetamol_500mg,Sup_C,99.74,1.86,53.1,0.487,29.1,15.7,23.4,44.0,70.0,51.0,68.0,20.1,41.5,504.0,105.9,67.0,0.323,2.28,0.92,4.6,4.3,191.0,259.0,0
RX-0378,2025-05-09,lente,Paracetamol_500mg,Sup_B,99.8,1.63,44.6,0.42,22.7,11.2,21.0,33.0,54.0,22.0,79.0,20.5,44.5,495.5,111.0,75.4,0.361,2.81,1.43,4.1,5.0,172.0,228.0,1
RX-0379,2025-01-14,winter,Ibuprofen_400mg,Sup_C,99.65,2.0,37.0,0.468,23.2,9.1,12.6,37.0,61.0,42.0,57.0,19.6,44.5,400.5,66.1,93.4,0.548,3.47,1.26,4.2,4.9,162.0,229.0,1
RX-0380,2025-06-29,zomer,Metformin_850mg,Sup_A,99.16,2.82,48.8,0.401,21.0,14.7,17.0,51.0,51.0,37.0,58.0,24.8,56.8,854.1,100.8,86.3,0.592,2.17,1.95,4.2,3.7,177.0,230.0,1
RX-0381,2025-11-25,herfst,Aspirine_300mg,Sup_B,99.88,1.57,53.8,0.439,20.0,6.3,9.9,28.0,50.0,44.0,0.0,21.8,42.8,300.8,52.0,100.0,0.432,2.34,1.25,0.0,4.5,112.0,182.0,1
RX-0382,2025-01-05,winter,Paracetamol_500mg,Sup_A,99.1,1.94,46.9,0.447,24.6,11.7,20.7,23.0,57.0,29.0,85.0,20.1,44.4,499.3,96.4,72.8,0.183,2.17,1.74,4.7,5.0,182.0,239.0,0
RX-0383,2025-10-11,herfst,Paracetamol_500mg,Sup_C,99.37,1.84,57.7,0.437,17.8,17.0,13.9,42.0,68.0,45.0,41.0,20.3,48.4,496.7,81.3,90.6,0.5,1.88,0.86,4.1,4.1,166.0,231.0,1
RX-0384,2025-05-28,lente,Metformin_850mg,Sup_B,99.9,2.48,72.6,0.435,18.7,17.1,15.8,23.0,59.0,46.0,64.0,21.2,40.2,847.6,120.9,84.1,0.309,1.71,2.09,4.5,4.2,187.0,245.0,1
RX-0385,2025-09-22,herfst,Ibuprofen_400mg,Sup_A,99.81,2.4,53.0,0.447,19.8,7.5,22.4,43.0,68.0,45.0,60.0,20.3,44.3,399.8,86.2,75.2,0.482,1.67,1.6,4.1,4.7,173.0,241.0,1
RX-0386,2025-07-23,zomer,Omeprazol_20mg,Sup_C,99.66,2.43,52.6,0.467,24.0,10.5,8.4,23.0,57.0,23.0,31.0,23.1,55.6,201.7,34.7,100.0,0.474,4.25,2.15,3.4,3.8,127.0,190.0,0
RX-0387,2025-11-21,herfst,Metformin_850mg,Sup_B,99.84,1.28,50.2,0.445,20.5,13.9,19.1,22.0,50.0,26.0,86.0,19.3,48.0,842.2,127.2,77.4,0.259,0.82,1.04,4.7,5.0,182.0,236.0,1
RX-0388,2025-09-01,herfst,Ibuprofen_400mg,Sup_A,99.57,1.27,39.7,0.481,18.6,12.8,19.7,23.0,62.0,42.0,84.0,20.6,44.4,395.3,90.9,72.3,0.236,0.72,0.81,4.6,4.7,209.0,262.0,0
RX-0389,2025-03-20,lente,Ibuprofen_400mg,Sup_A,99.62,1.66,64.5,0.436,22.0,6.0,17.3,51.0,67.0,21.0,62.0,21.4,46.9,396.4,80.9,84.3,0.57,2.39,0.99,4.3,4.8,148.0,213.0,1
RX-0390,2025-02-21,winter,Aspirine_300mg,Sup_B,99.89,2.2,48.0,0.491,26.8,5.0,18.8,49.0,55.0,58.0,0.0,20.9,41.7,300.6,67.8,81.1,0.541,0.76,1.13,0.0,3.4,115.0,196.0,1
RX-0391,2025-02-07,winter,Metformin_850mg,Sup_B,99.65,2.16,56.5,0.417,17.3,12.4,15.6,38.0,56.0,35.0,71.0,20.5,35.3,848.8,100.9,90.2,0.484,1.4,1.6,4.5,4.3,177.0,234.0,1
RX-0392,2025-02-06,winter,Ibuprofen_400mg,Sup_A,100.24,1.62,53.7,0.441,28.8,16.1,18.3,52.0,53.0,21.0,52.0,21.2,38.4,400.9,87.8,80.5,0.654,2.84,1.41,4.1,4.2,149.0,208.0,1
RX-0393,2025-02-07,winter,Aspirine_300mg,Sup_C,99.23,2.01,44.3,0.445,20.5,10.0,17.0,58.0,51.0,50.0,0.0,20.7,42.7,301.4,60.9,90.3,0.505,3.02,1.36,0.0,4.2,124.0,193.0,1
RX-0394,2025-11-25,herfst,Metformin_850mg,Sup_B,99.48,1.79,57.0,0.419,27.0,12.8,18.1,55.0,60.0,56.0,57.0,19.9,46.6,854.4,98.3,86.9,0.641,2.94,0.78,4.2,5.0,183.0,248.0,1
RX-0395,2025-07-17,zomer,Aspirine_300mg,Sup_A,99.73,2.71,55.1,0.426,16.2,19.5,15.4,40.0,62.0,35.0,0.0,23.4,55.6,292.7,72.2,86.7,0.543,0.91,2.2,0.0,3.8,115.0,183.0,1
RX-0396,2025-06-21,zomer,Metformin_850mg,Sup_A,99.51,2.83,56.3,0.492,22.3,6.6,11.9,38.0,67.0,42.0,57.0,22.1,55.0,855.5,87.5,100.0,0.626,2.38,1.86,4.2,3.8,168.0,234.0,1
RX-0397,2025-03-04,lente,Ibuprofen_400mg,Sup_C,99.58,2.0,52.7,0.464,20.3,6.7,20.5,35.0,58.0,31.0,76.0,21.8,43.4,394.3,87.3,75.7,0.34,1.09,1.47,4.4,4.8,174.0,234.0,1
RX-0398,2025-12-20,winter,Metformin_850mg,Sup_B,99.96,1.9,43.3,0.442,29.3,11.5,24.4,50.0,63.0,56.0,48.0,19.5,41.8,851.0,131.0,62.4,0.446,2.45,0.65,4.1,4.3,180.0,248.0,0
RX-0399,2025-03-19,lente,Paracetamol_500mg,Sup_C,99.51,2.8,50.0,0.501,24.5,19.1,20.6,52.0,63.0,26.0,74.0,20.3,46.6,499.2,91.1,79.1,0.569,1.99,2.68,4.5,5.0,189.0,240.0,1
RX-0400,2025-01-26,winter,Paracetamol_500mg,Sup_C,99.07,2.01,35.1,0.513,27.1,9.3,13.8,23.0,65.0,39.0,82.0,18.5,40.0,498.6,85.5,90.2,0.297,0.86,1.22,4.9,5.0,197.0,253.0,1
RX-0401,2025-04-04,lente,Metformin_850mg,Sup_A,99.47,1.79,59.6,0.469,24.1,13.5,12.4,55.0,69.0,47.0,55.0,20.3,46.1,850.3,91.1,100.0,0.605,0.42,0.94,4.5,4.2,177.0,242.0,1
RX-0402,2025-04-04,lente,Aspirine_300mg,Sup_C,99.32,2.04,66.4,0.422,23.6,18.6,18.7,46.0,65.0,53.0,0.0,20.1,44.3,306.3,75.3,83.9,0.501,0.06,0.93,0.0,3.8,122.0,202.0,1
RX-0403,2025-02-23,winter,Ibuprofen_400mg,Sup_C,99.55,1.55,45.4,0.432,29.8,8.0,17.9,36.0,66.0,59.0,62.0,20.6,40.4,403.8,82.4,82.9,0.35,0.5,0.54,4.1,4.1,188.0,258.0,1
RX-0404,2025-02-13,winter,Paracetamol_500mg,Sup_B,99.0,1.85,54.4,0.474,19.1,14.0,21.6,59.0,56.0,36.0,37.0,20.2,42.9,507.2,104.2,76.7,0.5,1.29,1.62,3.7,4.5,149.0,212.0,1
RX-0405,2025-03-30,lente,Paracetamol_500mg,Sup_A,99.3,2.04,56.9,0.44,29.3,17.5,21.8,56.0,63.0,45.0,73.0,22.6,48.6,501.5,95.7,67.7,0.591,1.15,1.12,4.6,5.0,195.0,255.0,0
RX-0406,2025-02-14,winter,Ibuprofen_400mg,Sup_C,99.43,2.0,50.9,0.482,15.2,17.9,23.8,31.0,53.0,26.0,36.0,19.2,39.7,393.3,101.1,71.7,0.204,1.69,1.52,3.9,4.1,137.0,199.0,0
RX-0407,2025-01-27,winter,Ibuprofen_400mg,Sup_A,99.26,1.64,57.2,0.393,17.5,8.1,10.0,25.0,66.0,34.0,81.0,18.3,43.4,402.1,62.7,96.2,0.402,1.71,1.26,4.5,4.9,178.0,240.0,1
RX-0408,2025-05-26,lente,Aspirine_300mg,Sup_C,99.51,2.12,52.3,0.47,16.7,17.6,21.4,24.0,53.0,22.0,0.0,20.5,43.8,299.0,81.2,75.8,0.243,1.96,1.8,0.0,3.5,99.0,167.0,1
RX-0409,2025-03-07,lente,Paracetamol_500mg,Sup_C,99.96,2.08,56.0,0.475,20.5,7.5,17.0,28.0,61.0,40.0,47.0,20.8,47.4,503.5,84.5,86.0,0.396,1.07,1.46,4.0,5.0,158.0,223.0,1
RX-0410,2025-07-19,zomer,Paracetamol_500mg,Sup_B,99.89,2.4,37.5,0.427,24.8,7.2,18.9,38.0,55.0,53.0,77.0,23.5,54.7,499.9,80.3,86.1,0.403,0.72,1.3,4.3,4.4,196.0,257.0,1
RX-0411,2025-12-02,winter,Aspirine_300mg,Sup_A,99.48,1.53,46.9,0.427,17.3,5.2,18.2,40.0,67.0,40.0,0.0,20.9,41.5,300.3,66.5,82.3,0.405,1.23,0.69,0.0,4.0,113.0,189.0,1
RX-0412,2025-10-02,herfst,Ibuprofen_400mg,Sup_B,99.32,1.95,36.5,0.485,21.6,12.7,12.9,29.0,56.0,25.0,32.0,21.1,45.1,394.2,67.0,94.8,0.287,0.58,1.79,3.7,4.2,140.0,198.0,1
RX-0413,2025-07-07,zomer,Omeprazol_20mg,Sup_C,99.88,2.27,55.0,0.442,20.9,16.8,9.2,55.0,58.0,34.0,55.0,24.4,53.9,198.0,27.4,100.0,0.855,2.62,1.79,4.0,4.3,164.0,222.0,0
RX-0414,2025-06-07,zomer,Paracetamol_500mg,Sup_A,99.1,2.75,56.5,0.364,15.4,17.7,19.0,25.0,52.0,42.0,57.0,23.8,50.9,497.0,103.1,76.6,0.259,0.3,2.19,4.5,4.1,176.0,232.0,1
RX-0415,2025-06-08,zomer,Ibuprofen_400mg,Sup_C,99.36,2.43,49.3,0.434,27.9,8.1,17.3,47.0,56.0,55.0,42.0,24.2,50.7,405.0,76.4,89.5,0.476,2.35,1.32,3.9,4.4,166.0,233.0,1
RX-0416,2025-03-01,lente,Ibuprofen_400mg,Sup_A,99.22,1.97,54.6,0.46,29.1,8.4,23.0,59.0,54.0,32.0,57.0,20.4,41.6,400.5,83.8,72.9,0.511,0.46,1.58,4.3,4.9,146.0,215.0,0
RX-0417,2025-01-22,winter,Aspirine_300mg,Sup_B,99.61,2.06,61.6,0.439,26.3,7.3,20.8,59.0,61.0,24.0,0.0,19.0,40.0,299.7,72.8,83.7,0.517,1.69,1.59,0.0,3.7,89.0,166.0,1
RX-0418,2025-01-23,winter,Metformin_850mg,Sup_B,98.95,1.56,56.9,0.486,16.0,13.7,14.3,49.0,58.0,30.0,43.0,20.4,42.5,844.5,99.6,83.8,0.616,2.17,1.04,4.0,4.3,138.0,203.0,1
RX-0419,2025-09-08,herfst,Aspirine_300mg,Sup_A,99.5,2.01,40.5,0.471,26.4,9.2,14.6,38.0,69.0,57.0,0.0,20.8,42.3,304.0,66.1,94.5,0.405,1.35,0.67,0.0,4.1,132.0,211.0,1
RX-0420,2025-10-05,herfst,Paracetamol_500mg,Sup_C,99.58,1.77,45.4,0.494,29.2,12.9,19.9,56.0,50.0,60.0,66.0,19.9,43.6,505.0,87.9,81.8,0.589,0.46,0.63,4.2,4.8,207.0,260.0,1
RX-0421,2025-07-29,zomer,Paracetamol_500mg,Sup_A,99.76,2.81,43.5,0.475,26.9,10.4,9.7,31.0,58.0,54.0,45.0,22.5,56.9,505.6,59.9,100.0,0.604,0.74,1.86,4.3,3.9,173.0,236.0,1
RX-0422,2025-01-27,winter,Ibuprofen_400mg,Sup_B,99.38,1.37,60.2,0.433,23.1,8.5,24.0,29.0,62.0,40.0,36.0,18.3,39.1,395.9,101.3,65.8,0.251,2.54,0.96,3.7,4.6,153.0,219.0,0
RX-0423,2025-05-04,lente,Ibuprofen_400mg,Sup_A,99.82,2.2,53.3,0.471,24.0,14.1,8.2,56.0,64.0,32.0,75.0,22.6,45.0,408.2,43.5,100.0,0.801,3.41,1.57,4.1,4.9,189.0,241.0,1
RX-0424,2025-12-26,winter,Paracetamol_500mg,Sup_A,99.6,1.85,55.4,0.453,20.0,19.3,8.4,30.0,61.0,35.0,47.0,20.9,37.2,495.9,76.7,100.0,0.475,1.84,1.65,3.8,4.5,160.0,219.0,1
RX-0425,2025-09-04,herfst,Paracetamol_500mg,Sup_B,99.21,2.02,50.8,0.497,27.8,6.3,17.8,32.0,57.0,29.0,53.0,21.2,48.0,503.4,95.5,82.1,0.376,1.64,1.7,4.2,4.5,143.0,210.0,1
RX-0426,2025-11-26,herfst,Aspirine_300mg,Sup_B,99.41,2.24,52.0,0.485,24.1,10.3,9.0,49.0,61.0,46.0,0.0,20.7,41.8,301.7,44.2,100.0,0.713,0.94,1.51,0.0,4.2,117.0,191.0,1
RX-0427,2025-02-06,winter,Ibuprofen_400mg,Sup_B,99.26,1.44,50.7,0.417,23.4,17.9,16.4,57.0,65.0,39.0,37.0,19.4,37.9,405.3,75.2,91.5,0.655,0.72,0.75,3.9,4.2,154.0,219.0,1
