sensor_id,dag,uur,werkelijke_pH,gemeten_pH,afwijking,ruis_std,status
pH-09,90,12,7.0,7.193,0.193,0.132,ok
pH-09,90,13,7.0,7.273,0.273,0.132,ok
pH-09,90,14,7.0,7.4,0.4,0.132,ok
pH-09,90,15,7.0,7.166,0.166,0.132,ok
pH-09,90,16,7.0,7.56,0.56,0.132,kalibratie_nodig
pH-09,90,17,7.0,7.194,0.194,0.132,ok
pH-09,90,18,7.0,7.348,0.348,0.132,ok
pH-09,90,19,7.0,7.528,0.528,0.132,kalibratie_nodig
pH-09,90,20,7.0,7.355,0.355,0.132,ok
pH-09,90,21,7.0,7.137,0.137,0.132,ok
pH-09,90,22,7.0,7.491,0.491,0.132,ok
pH-09,90,23,7.0,7.549,0.549,0.132,kalibratie_nodig
pH-09,91,0,7.0,7.356,0.356,0.1327,ok
pH-09,91,1,7.0,7.347,0.347,0.1327,ok
pH-09,91,2,7.0,7.52,0.52,0.1327,kalibratie_nodig
pH-09,91,3,7.0,7.163,0.163,0.1327,ok
pH-09,91,4,7.0,7.528,0.528,0.1327,kalibratie_nodig
pH-09,91,5,7.0,7.513,0.513,0.1327,kalibratie_nodig
pH-09,91,6,7.0,7.207,0.207,0.1327,ok
pH-09,91,7,7.0,7.278,0.278,0.1327,ok
pH-09,91,8,7.0,7.094,0.094,0.1327,ok
pH-09,91,9,7.0,7.186,0.186,0.1327,ok
pH-09,91,10,7.0,7.617,0.617,0.1327,kalibratie_nodig
pH-09,91,11,7.0,7.418,0.418,0.1327,ok
pH-09,91,12,7.0,7.418,0.418,0.1327,ok
pH-09,91,13,7.0,7.465,0.465,0.1327,ok
pH-09,91,14,7.0,7.375,0.375,0.1327,ok
pH-09,91,15,7.0,7.195,0.195,0.1327,ok
pH-09,91,16,7.0,7.387,0.387,0.1327,ok
pH-09,91,17,7.0,7.547,0.547,0.1327,kalibratie_nodig
pH-09,91,18,7.0,7.164,0.164,0.1327,ok
pH-09,91,19,7.0,7.149,0.149,0.1327,ok
pH-09,91,20,7.0,7.396,0.396,0.1327,ok
pH-09,91,21,7.0,7.328,0.328,0.1327,ok
pH-09,91,22,7.0,7.347,0.347,0.1327,ok
pH-09,91,23,7.0,7.405,0.405,0.1327,ok
pH-09,92,0,7.0,7.345,0.345,0.1334,ok
pH-09,92,1,7.0,7.524,0.524,0.1334,kalibratie_nodig
pH-09,92,2,7.0,7.275,0.275,0.1334,ok
pH-09,92,3,7.0,7.303,0.303,0.1334,ok
pH-09,92,4,7.0,7.491,0.491,0.1334,ok
pH-09,92,5,7.0,7.433,0.433,0.1334,ok
pH-09,92,6,7.0,7.479,0.479,0.1334,ok
pH-09,92,7,7.0,7.258,0.258,0.1334,ok
pH-09,92,8,7.0,7.305,0.305,0.1334,ok
pH-09,92,9,7.0,7.491,0.491,0.1334,ok
pH-09,92,10,7.0,7.423,0.423,0.1334,ok
pH-09,92,11,7.0,7.379,0.379,0.1334,ok
pH-09,92,12,7.0,7.509,0.509,0.1334,kalibratie_nodig
pH-09,92,13,7.0,7.414,0.414,0.1334,ok
pH-09,92,14,7.0,7.209,0.209,0.1334,ok
pH-09,92,15,7.0,7.322,0.322,0.1334,ok
pH-09,92,16,7.0,7.458,0.458,0.1334,ok
pH-09,92,17,7.0,7.537,0.537,0.1334,kalibratie_nodig
pH-09,92,18,7.0,7.269,0.269,0.1334,ok
pH-09,92,19,7.0,7.099,0.099,0.1334,ok
pH-09,92,20,7.0,7.504,0.504,0.1334,kalibratie_nodig
pH-09,92,21,7.0,7.554,0.554,0.1334,kalibratie_nodig
pH-09,92,22,7.0,7.721,0.721,0.1334,kalibratie_nodig
pH-09,92,23,7.0,7.343,0.343,0.1334,ok
pH-09,93,0,7.0,7.422,0.422,0.1341,ok
pH-09,93,1,7.0,7.342,0.342,0.1341,ok
pH-09,93,2,7.0,7.364,0.364,0.1341,ok
pH-09,93,3,7.0,7.383,0.383,0.1341,ok
pH-09,93,4,7.0,7.565,0.565,0.1341,kalibratie_nodig
pH-09,93,5,7.0,7.533,0.533,0.1341,kalibratie_nodig
pH-09,93,6,7.0,7.689,0.689,0.1341,kalibratie_nodig
pH-09,93,7,7.0,7.524,0.524,0.1341,kalibratie_nodig
pH-09,93,8,7.0,7.414,0.414,0.1341,ok
pH-09,93,9,7.0,7.247,0.247,0.1341,ok
pH-09,93,10,7.0,7.546,0.546,0.1341,kalibratie_nodig
pH-09,93,11,7.0,7.354,0.354,0.1341,ok
pH-09,93,12,7.0,7.432,0.432,0.1341,ok
pH-09,93,13,7.0,7.548,0.548,0.1341,kalibratie_nodig
pH-09,93,14,7.0,7.359,0.359,0.1341,ok
pH-09,93,15,7.0,7.251,0.251,0.1341,ok
pH-09,93,16,7.0,7.482,0.482,0.1341,ok
pH-09,93,17,7.0,7.571,0.571,0.1341,kalibratie_nodig
pH-09,93,18,7.0,7.373,0.373,0.1341,ok
pH-09,93,19,7.0,7.226,0.226,0.1341,ok
pH-09,93,20,7.0,7.32,0.32,0.1341,ok
pH-09,93,21,7.0,7.111,0.111,0.1341,ok
pH-09,93,22,7.0,7.298,0.298,0.1341,ok
pH-09,93,23,7.0,7.392,0.392,0.1341,ok
pH-09,94,0,7.0,7.549,0.549,0.1348,kalibratie_nodig
pH-09,94,1,7.0,7.405,0.405,0.1348,ok
pH-09,94,2,7.0,7.347,0.347,0.1348,ok
pH-09,94,3,7.0,7.488,0.488,0.1348,ok
pH-09,94,4,7.0,7.345,0.345,0.1348,ok
pH-09,94,5,7.0,7.586,0.586,0.1348,kalibratie_nodig
pH-09,94,6,7.0,7.485,0.485,0.1348,ok
pH-09,94,7,7.0,7.457,0.457,0.1348,ok
pH-09,94,8,7.0,7.133,0.133,0.1348,ok
pH-09,94,9,7.0,7.618,0.618,0.1348,kalibratie_nodig
pH-09,94,10,7.0,7.419,0.419,0.1348,ok
pH-09,94,11,7.0,7.505,0.505,0.1348,kalibratie_nodig
pH-09,94,12,7.0,7.619,0.619,0.1348,kalibratie_nodig
pH-09,94,13,7.0,7.41,0.41,0.1348,ok
pH-09,94,14,7.0,7.078,0.078,0.1348,ok
pH-09,94,15,7.0,7.37,0.37,0.1348,ok
pH-09,94,16,7.0,7.423,0.423,0.1348,ok
pH-09,94,17,7.0,7.334,0.334,0.1348,ok
pH-09,94,18,7.0,7.48,0.48,0.1348,ok
pH-09,94,19,7.0,7.264,0.264,0.1348,ok
pH-09,94,20,7.0,7.464,0.464,0.1348,ok
pH-09,94,21,7.0,7.28,0.28,0.1348,ok
pH-09,94,22,7.0,7.385,0.385,0.1348,ok
pH-09,94,23,7.0,7.506,0.506,0.1348,kalibratie_nodig
pH-09,95,0,7.0,7.405,0.405,0.1355,ok
pH-09,95,1,7.0,7.238,0.238,0.1355,ok
pH-09,95,2,7.0,7.395,0.395,0.1355,ok
pH-09,95,3,7.0,7.274,0.274,0.1355,ok
pH-09,95,4,7.0,7.192,0.192,0.1355,ok
pH-09,95,5,7.0,7.366,0.366,0.1355,ok
pH-09,95,6,7.0,7.353,0.353,0.1355,ok
pH-09,95,7,7.0,7.448,0.448,0.1355,ok
pH-09,95,8,7.0,7.468,0.468,0.1355,ok
pH-09,95,9,7.0,7.263,0.263,0.1355,ok
pH-09,95,10,7.0,7.385,0.385,0.1355,ok
pH-09,95,11,7.0,7.634,0.634,0.1355,kalibratie_nodig
pH-09,95,12,7.0,7.307,0.307,0.1355,ok
pH-09,95,13,7.0,7.412,0.412,0.1355,ok
pH-09,95,14,7.0,7.534,0.534,0.1355,kalibratie_nodig
pH-09,95,15,7.0,7.592,0.592,0.1355,kalibratie_nodig
pH-09,95,16,7.0,7.431,0.431,0.1355,ok
pH-09,95,17,7.0,7.154,0.154,0.1355,ok
pH-09,95,18,7.0,7.492,0.492,0.1355,ok
pH-09,95,19,7.0,7.417,0.417,0.1355,ok
pH-09,95,20,7.0,7.4,0.4,0.1355,ok
pH-09,95,21,7.0,7.348,0.348,0.1355,ok
pH-09,95,22,7.0,7.293,0.293,0.1355,ok
pH-09,95,23,7.0,7.33,0.33,0.1355,ok
pH-09,96,0,7.0,7.282,0.282,0.1362,ok
pH-09,96,1,7.0,7.43,0.43,0.1362,ok
pH-09,96,2,7.0,7.519,0.519,0.1362,kalibratie_nodig
pH-09,96,3,7.0,7.437,0.437,0.1362,ok
pH-09,96,4,7.0,7.209,0.209,0.1362,ok
pH-09,96,5,7.0,7.456,0.456,0.1362,ok
pH-09,96,6,7.0,7.311,0.311,0.1362,ok
pH-09,96,7,7.0,7.083,0.083,0.1362,ok
pH-09,96,8,7.0,7.44,0.44,0.1362,ok
pH-09,96,9,7.0,7.334,0.334,0.1362,ok
pH-09,96,10,7.0,7.363,0.363,0.1362,ok
pH-09,96,11,7.0,7.4,0.4,0.1362,ok
pH-09,96,12,7.0,7.301,0.301,0.1362,ok
pH-09,96,13,7.0,7.551,0.551,0.1362,kalibratie_nodig
pH-09,96,14,7.0,7.201,0.201,0.1362,ok
pH-09,96,15,7.0,7.244,0.244,0.1362,ok
pH-09,96,16,7.0,7.444,0.444,0.1362,ok
pH-09,96,17,7.0,7.498,0.498,0.1362,ok
pH-09,96,18,7.0,7.279,0.279,0.1362,ok
pH-09,96,19,7.0,7.331,0.331,0.1362,ok
pH-09,96,20,7.0,7.397,0.397,0.1362,ok
pH-09,96,21,7.0,7.435,0.435,0.1362,ok
pH-09,96,22,7.0,7.5,0.5,0.1362,ok
pH-09,96,23,7.0,7.291,0.291,0.1362,ok
pH-09,97,0,7.0,7.475,0.475,0.1369,ok
pH-09,97,1,7.0,7.458,0.458,0.1369,ok
pH-09,97,2,7.0,7.37,0.37,0.1369,ok
pH-09,97,3,7.0,7.352,0.352,0.1369,ok
pH-09,97,4,7.0,7.473,0.473,0.1369,ok
pH-09,97,5,7.0,7.504,0.504,0.1369,kalibratie_nodig
pH-09,97,6,7.0,7.539,0.539,0.1369,kalibratie_nodig
pH-09,97,7,7.0,7.614,0.614,0.1369,kalibratie_nodig
pH-09,97,8,7.0,7.368,0.368,0.1369,ok
pH-09,97,9,7.0,7.523,0.523,0.1369,kalibratie_nodig
pH-09,97,10,7.0,7.328,0.328,0.1369,ok
pH-09,97,11,7.0,7.569,0.569,0.1369,kalibratie_nodig
pH-09,97,12,7.0,7.351,0.351,0.1369,ok
pH-09,97,13,7.0,7.459,0.459,0.1369,ok
pH-09,97,14,7.0,7.225,0.225,0.1369,ok
pH-09,97,15,7.0,7.511,0.511,0.1369,kalibratie_nodig
pH-09,97,16,7.0,7.452,0.452,0.1369,ok
pH-09,97,17,7.0,7.491,0.491,0.1369,ok
pH-09,97,18,7.0,7.453,0.453,0.1369,ok
pH-09,97,19,7.0,7.464,0.464,0.1369,ok
pH-09,97,20,7.0,7.619,0.619,0.1369,kalibratie_nodig
pH-09,97,21,7.0,7.311,0.311,0.1369,ok
pH-09,97,22,7.0,7.448,0.448,0.1369,ok
pH-09,97,23,7.0,7.337,0.337,0.1369,ok
pH-09,98,0,7.0,7.448,0.448,0.1376,ok
pH-09,98,1,7.0,7.189,0.189,0.1376,ok
pH-09,98,2,7.0,7.47,0.47,0.1376,ok
pH-09,98,3,7.0,7.28,0.28,0.1376,ok
pH-09,98,4,7.0,7.396,0.396,0.1376,ok
pH-09,98,5,7.0,7.155,0.155,0.1376,ok
pH-09,98,6,7.0,7.394,0.394,0.1376,ok
pH-09,98,7,7.0,7.361,0.361,0.1376,ok
pH-09,98,8,7.0,7.495,0.495,0.1376,ok
pH-09,98,9,7.0,7.446,0.446,0.1376,ok
pH-09,98,10,7.0,7.203,0.203,0.1376,ok
pH-09,98,11,7.0,7.68,0.68,0.1376,kalibratie_nodig
pH-09,98,12,7.0,7.42,0.42,0.1376,ok
pH-09,98,13,7.0,7.594,0.594,0.1376,kalibratie_nodig
pH-09,98,14,7.0,7.459,0.459,0.1376,ok
pH-09,98,15,7.0,7.519,0.519,0.1376,kalibratie_nodig
pH-09,98,16,7.0,7.433,0.433,0.1376,ok
pH-09,98,17,7.0,7.346,0.346,0.1376,ok
pH-09,98,18,7.0,7.449,0.449,0.1376,ok
pH-09,98,19,7.0,7.06,0.06,0.1376,ok
pH-09,98,20,7.0,7.575,0.575,0.1376,kalibratie_nodig
pH-09,98,21,7.0,7.479,0.479,0.1376,ok
pH-09,98,22,7.0,7.342,0.342,0.1376,ok
pH-09,98,23,7.0,7.241,0.241,0.1376,ok
pH-09,99,0,7.0,7.421,0.421,0.1383,ok
pH-09,99,1,7.0,7.267,0.267,0.1383,ok
pH-09,99,2,7.0,7.336,0.336,0.1383,ok
pH-09,99,3,7.0,7.438,0.438,0.1383,ok
pH-09,99,4,7.0,7.208,0.208,0.1383,ok
pH-09,99,5,7.0,7.373,0.373,0.1383,ok
pH-09,99,6,7.0,7.722,0.722,0.1383,kalibratie_nodig
pH-09,99,7,7.0,7.526,0.526,0.1383,kalibratie_nodig
pH-09,99,8,7.0,7.392,0.392,0.1383,ok
pH-09,99,9,7.0,7.102,0.102,0.1383,ok
pH-09,99,10,7.0,7.367,0.367,0.1383,ok
pH-09,99,11,7.0,7.446,0.446,0.1383,ok
pH-09,99,12,7.0,7.387,0.387,0.1383,ok
pH-09,99,13,7.0,7.362,0.362,0.1383,ok
pH-09,99,14,7.0,7.334,0.334,0.1383,ok
pH-09,99,15,7.0,7.402,0.402,0.1383,ok
pH-09,99,16,7.0,7.447,0.447,0.1383,ok
pH-09,99,17,7.0,7.404,0.404,0.1383,ok
pH-09,99,18,7.0,7.545,0.545,0.1383,kalibratie_nodig
pH-09,99,19,7.0,7.424,0.424,0.1383,ok
pH-09,99,20,7.0,7.331,0.331,0.1383,ok
pH-09,99,21,7.0,7.494,0.494,0.1383,ok
pH-09,99,22,7.0,7.384,0.384,0.1383,ok
pH-09,99,23,7.0,7.619,0.619,0.1383,kalibratie_nodig
pH-09,100,0,7.0,7.263,0.263,0.139,ok
pH-09,100,1,7.0,7.185,0.185,0.139,ok
pH-09,100,2,7.0,7.613,0.613,0.139,kalibratie_nodig
pH-09,100,3,7.0,7.274,0.274,0.139,ok
pH-09,100,4,7.0,7.411,0.411,0.139,ok
pH-09,100,5,7.0,7.503,0.503,0.139,kalibratie_nodig
pH-09,100,6,7.0,7.567,0.567,0.139,kalibratie_nodig
pH-09,100,7,7.0,7.463,0.463,0.139,ok
pH-09,100,8,7.0,7.308,0.308,0.139,ok
pH-09,100,9,7.0,7.351,0.351,0.139,ok
pH-09,100,10,7.0,7.566,0.566,0.139,kalibratie_nodig
pH-09,100,11,7.0,7.252,0.252,0.139,ok
pH-09,100,12,7.0,7.188,0.188,0.139,ok
pH-09,100,13,7.0,7.462,0.462,0.139,ok
pH-09,100,14,7.0,7.45,0.45,0.139,ok
pH-09,100,15,7.0,7.584,0.584,0.139,kalibratie_nodig
pH-09,100,16,7.0,7.664,0.664,0.139,kalibratie_nodig
pH-09,100,17,7.0,7.44,0.44,0.139,ok
pH-09,100,18,7.0,7.591,0.591,0.139,kalibratie_nodig
pH-09,100,19,7.0,7.376,0.376,0.139,ok
pH-09,100,20,7.0,7.411,0.411,0.139,ok
pH-09,100,21,7.0,7.412,0.412,0.139,ok
pH-09,100,22,7.0,7.251,0.251,0.139,ok
pH-09,100,23,7.0,7.62,0.62,0.139,kalibratie_nodig
pH-09,101,0,7.0,7.488,0.488,0.1397,ok
pH-09,101,1,7.0,7.329,0.329,0.1397,ok
pH-09,101,2,7.0,7.428,0.428,0.1397,ok
pH-09,101,3,7.0,7.396,0.396,0.1397,ok
pH-09,101,4,7.0,7.266,0.266,0.1397,ok
pH-09,101,5,7.0,7.428,0.428,0.1397,ok
pH-09,101,6,7.0,7.495,0.495,0.1397,ok
pH-09,101,7,7.0,7.785,0.785,0.1397,kalibratie_nodig
pH-09,101,8,7.0,7.591,0.591,0.1397,kalibratie_nodig
pH-09,101,9,7.0,7.428,0.428,0.1397,ok
pH-09,101,10,7.0,7.63,0.63,0.1397,kalibratie_nodig
pH-09,101,11,7.0,7.026,0.026,0.1397,ok
pH-09,101,12,7.0,7.317,0.317,0.1397,ok
pH-09,101,13,7.0,7.277,0.277,0.1397,ok
pH-09,101,14,7.0,7.298,0.298,0.1397,ok
pH-09,101,15,7.0,7.454,0.454,0.1397,ok
pH-09,101,16,7.0,7.338,0.338,0.1397,ok
pH-09,101,17,7.0,7.393,0.393,0.1397,ok
pH-09,101,18,7.0,7.448,0.448,0.1397,ok
pH-09,101,19,7.0,7.567,0.567,0.1397,kalibratie_nodig
pH-09,101,20,7.0,7.667,0.667,0.1397,kalibratie_nodig
pH-09,101,21,7.0,7.454,0.454,0.1397,ok
pH-09,101,22,7.0,7.357,0.357,0.1397,ok
pH-09,101,23,7.0,7.298,0.298,0.1397,ok
pH-09,102,0,7.0,7.432,0.432,0.1404,ok
pH-09,102,1,7.0,7.282,0.282,0.1404,ok
pH-09,102,2,7.0,7.344,0.344,0.1404,ok
pH-09,102,3,7.0,7.363,0.363,0.1404,ok
pH-09,102,4,7.0,7.484,0.484,0.1404,ok
pH-09,102,5,7.0,7.203,0.203,0.1404,ok
pH-09,102,6,7.0,7.324,0.324,0.1404,ok
pH-09,102,7,7.0,7.414,0.414,0.1404,ok
pH-09,102,8,7.0,7.179,0.179,0.1404,ok
pH-09,102,9,7.0,7.352,0.352,0.1404,ok
pH-09,102,10,7.0,7.308,0.308,0.1404,ok
pH-09,102,11,7.0,7.389,0.389,0.1404,ok
pH-09,102,12,7.0,7.456,0.456,0.1404,ok
pH-09,102,13,7.0,7.357,0.357,0.1404,ok
pH-09,102,14,7.0,7.453,0.453,0.1404,ok
pH-09,102,15,7.0,7.393,0.393,0.1404,ok
pH-09,102,16,7.0,7.548,0.548,0.1404,kalibratie_nodig
pH-09,102,17,7.0,7.453,0.453,0.1404,ok
pH-09,102,18,7.0,7.424,0.424,0.1404,ok
pH-09,102,19,7.0,7.494,0.494,0.1404,ok
pH-09,102,20,7.0,7.663,0.663,0.1404,kalibratie_nodig
pH-09,102,21,7.0,7.297,0.297,0.1404,ok
pH-09,102,22,7.0,7.325,0.325,0.1404,ok
pH-09,102,23,7.0,7.572,0.572,0.1404,kalibratie_nodig
pH-09,103,0,7.0,7.513,0.513,0.1411,kalibratie_nodig
pH-09,103,1,7.0,7.495,0.495,0.1411,ok
pH-09,103,2,7.0,7.071,0.071,0.1411,ok
pH-09,103,3,7.0,7.407,0.407,0.1411,ok
pH-09,103,4,7.0,7.524,0.524,0.1411,kalibratie_nodig
pH-09,103,5,7.0,7.366,0.366,0.1411,ok
pH-09,103,6,7.0,7.622,0.622,0.1411,kalibratie_nodig
pH-09,103,7,7.0,7.379,0.379,0.1411,ok
pH-09,103,8,7.0,7.457,0.457,0.1411,ok
pH-09,103,9,7.0,7.584,0.584,0.1411,kalibratie_nodig
pH-09,103,10,7.0,7.542,0.542,0.1411,kalibratie_nodig
pH-09,103,11,7.0,7.496,0.496,0.1411,ok
pH-09,103,12,7.0,7.385,0.385,0.1411,ok
pH-09,103,13,7.0,7.565,0.565,0.1411,kalibratie_nodig
pH-09,103,14,7.0,7.328,0.328,0.1411,ok
pH-09,103,15,7.0,7.316,0.316,0.1411,ok
pH-09,103,16,7.0,7.229,0.229,0.1411,ok
pH-09,103,17,7.0,7.503,0.503,0.1411,kalibratie_nodig
pH-09,103,18,7.0,7.333,0.333,0.1411,ok
pH-09,103,19,7.0,7.264,0.264,0.1411,ok
pH-09,103,20,7.0,7.286,0.286,0.1411,ok
pH-09,103,21,7.0,7.671,0.671,0.1411,kalibratie_nodig
pH-09,103,22,7.0,7.37,0.37,0.1411,ok
pH-09,103,23,7.0,7.667,0.667,0.1411,kalibratie_nodig
pH-09,104,0,7.0,7.413,0.413,0.1418,ok
pH-09,104,1,7.0,7.643,0.643,0.1418,kalibratie_nodig
pH-09,104,2,7.0,7.495,0.495,0.1418,ok
pH-09,104,3,7.0,7.491,0.491,0.1418,ok
pH-09,104,4,7.0,7.468,0.468,0.1418,ok
pH-09,104,5,7.0,7.658,0.658,0.1418,kalibratie_nodig
pH-09,104,6,7.0,7.425,0.425,0.1418,ok
pH-09,104,7,7.0,7.444,0.444,0.1418,ok
pH-09,104,8,7.0,7.339,0.339,0.1418,ok
pH-09,104,9,7.0,7.218,0.218,0.1418,ok
pH-09,104,10,7.0,7.326,0.326,0.1418,ok
pH-09,104,11,7.0,7.361,0.361,0.1418,ok
pH-09,104,12,7.0,7.256,0.256,0.1418,ok
pH-09,104,13,7.0,7.313,0.313,0.1418,ok
pH-09,104,14,7.0,7.19,0.19,0.1418,ok
pH-09,104,15,7.0,7.324,0.324,0.1418,ok
pH-09,104,16,7.0,7.556,0.556,0.1418,kalibratie_nodig
pH-09,104,17,7.0,7.634,0.634,0.1418,kalibratie_nodig
pH-09,104,18,7.0,7.123,0.123,0.1418,ok
pH-09,104,19,7.0,7.45,0.45,0.1418,ok
pH-09,104,20,7.0,7.469,0.469,0.1418,ok
pH-09,104,21,7.0,7.351,0.351,0.1418,ok
pH-09,104,22,7.0,7.315,0.315,0.1418,ok
pH-09,104,23,7.0,7.324,0.324,0.1418,ok
pH-09,105,0,7.0,7.326,0.326,0.1425,ok
pH-09,105,1,7.0,7.594,0.594,0.1425,kalibratie_nodig
pH-09,105,2,7.0,7.568,0.568,0.1425,kalibratie_nodig
pH-09,105,3,7.0,7.564,0.564,0.1425,kalibratie_nodig
pH-09,105,4,7.0,7.376,0.376,0.1425,ok
pH-09,105,5,7.0,7.33,0.33,0.1425,ok
pH-09,105,6,7.0,7.489,0.489,0.1425,ok
pH-09,105,7,7.0,7.451,0.451,0.1425,ok
pH-09,105,8,7.0,7.573,0.573,0.1425,kalibratie_nodig
pH-09,105,9,7.0,7.389,0.389,0.1425,ok
pH-09,105,10,7.0,7.386,0.386,0.1425,ok
pH-09,105,11,7.0,7.559,0.559,0.1425,kalibratie_nodig
pH-09,105,12,7.0,7.466,0.466,0.1425,ok
pH-09,105,13,7.0,7.201,0.201,0.1425,ok
pH-09,105,14,7.0,7.615,0.615,0.1425,kalibratie_nodig
pH-09,105,15,7.0,7.702,0.702,0.1425,kalibratie_nodig
pH-09,105,16,7.0,7.539,0.539,0.1425,kalibratie_nodig
pH-09,105,17,7.0,7.495,0.495,0.1425,ok
pH-09,105,18,7.0,7.574,0.574,0.1425,kalibratie_nodig
pH-09,105,19,7.0,7.537,0.537,0.1425,kalibratie_nodig
pH-09,105,20,7.0,7.56,0.56,0.1425,kalibratie_nodig
pH-09,105,21,7.0,7.366,0.366,0.1425,ok
pH-09,105,22,7.0,7.053,0.053,0.1425,ok
pH-09,105,23,7.0,7.455,0.455,0.1425,ok
pH-09,106,0,7.0,7.318,0.318,0.1431,ok
pH-09,106,1,7.0,7.375,0.375,0.1431,ok
pH-09,106,2,7.0,7.679,0.679,0.1431,kalibratie_nodig
pH-09,106,3,7.0,7.364,0.364,0.1431,ok
pH-09,106,4,7.0,7.386,0.386,0.1431,ok
pH-09,106,5,7.0,7.594,0.594,0.1431,kalibratie_nodig
pH-09,106,6,7.0,7.507,0.507,0.1431,kalibratie_nodig
pH-09,106,7,7.0,7.403,0.403,0.1431,ok
pH-09,106,8,7.0,7.332,0.332,0.1431,ok
pH-09,106,9,7.0,7.445,0.445,0.1431,ok
pH-09,106,10,7.0,7.412,0.412,0.1431,ok
pH-09,106,11,7.0,7.337,0.337,0.1431,ok
pH-09,106,12,7.0,7.386,0.386,0.1431,ok
pH-09,106,13,7.0,7.494,0.494,0.1431,ok
pH-09,106,14,7.0,7.252,0.252,0.1431,ok
pH-09,106,15,7.0,7.39,0.39,0.1431,ok
pH-09,106,16,7.0,7.508,0.508,0.1431,kalibratie_nodig
pH-09,106,17,7.0,7.347,0.347,0.1431,ok
pH-09,106,18,7.0,7.534,0.534,0.1431,kalibratie_nodig
pH-09,106,19,7.0,7.534,0.534,0.1431,kalibratie_nodig
pH-09,106,20,7.0,7.312,0.312,0.1431,ok
pH-09,106,21,7.0,7.558,0.558,0.1431,kalibratie_nodig
pH-09,106,22,7.0,7.36,0.36,0.1431,ok
pH-09,106,23,7.0,7.352,0.352,0.1431,ok
pH-09,107,0,7.0,7.292,0.292,0.1438,ok
pH-09,107,1,7.0,7.459,0.459,0.1438,ok
pH-09,107,2,7.0,7.583,0.583,0.1438,kalibratie_nodig
pH-09,107,3,7.0,7.548,0.548,0.1438,kalibratie_nodig
pH-09,107,4,7.0,7.684,0.684,0.1438,kalibratie_nodig
pH-09,107,5,7.0,7.557,0.557,0.1438,kalibratie_nodig
pH-09,107,6,7.0,7.434,0.434,0.1438,ok
pH-09,107,7,7.0,7.255,0.255,0.1438,ok
pH-09,107,8,7.0,7.523,0.523,0.1438,kalibratie_nodig
pH-09,107,9,7.0,7.605,0.605,0.1438,kalibratie_nodig
pH-09,107,10,7.0,7.356,0.356,0.1438,ok
pH-09,107,11,7.0,7.386,0.386,0.1438,ok
pH-09,107,12,7.0,7.482,0.482,0.1438,ok
pH-09,107,13,7.0,7.397,0.397,0.1438,ok
pH-09,107,14,7.0,7.42,0.42,0.1438,ok
pH-09,107,15,7.0,7.275,0.275,0.1438,ok
pH-09,107,16,7.0,7.724,0.724,0.1438,kalibratie_nodig
pH-09,107,17,7.0,7.517,0.517,0.1438,kalibratie_nodig
pH-09,107,18,7.0,7.619,0.619,0.1438,kalibratie_nodig
pH-09,107,19,7.0,7.615,0.615,0.1438,kalibratie_nodig
pH-09,107,20,7.0,7.592,0.592,0.1438,kalibratie_nodig
pH-09,107,21,7.0,7.539,0.539,0.1438,kalibratie_nodig
pH-09,107,22,7.0,7.349,0.349,0.1438,ok
pH-09,107,23,7.0,7.474,0.474,0.1438,ok
pH-09,108,0,7.0,7.237,0.237,0.1445,ok
pH-09,108,1,7.0,7.3,0.3,0.1445,ok
pH-09,108,2,7.0,7.462,0.462,0.1445,ok
pH-09,108,3,7.0,7.434,0.434,0.1445,ok
pH-09,108,4,7.0,7.452,0.452,0.1445,ok
pH-09,108,5,7.0,7.252,0.252,0.1445,ok
pH-09,108,6,7.0,7.434,0.434,0.1445,ok
pH-09,108,7,7.0,7.509,0.509,0.1445,kalibratie_nodig
pH-09,108,8,7.0,7.521,0.521,0.1445,kalibratie_nodig
pH-09,108,9,7.0,7.406,0.406,0.1445,ok
pH-09,108,10,7.0,7.324,0.324,0.1445,ok
pH-09,108,11,7.0,7.74,0.74,0.1445,kalibratie_nodig
pH-09,108,12,7.0,7.364,0.364,0.1445,ok
pH-09,108,13,7.0,7.457,0.457,0.1445,ok
pH-09,108,14,7.0,7.692,0.692,0.1445,kalibratie_nodig
pH-09,108,15,7.0,7.386,0.386,0.1445,ok
pH-09,108,16,7.0,7.425,0.425,0.1445,ok
pH-09,108,17,7.0,7.47,0.47,0.1445,ok
pH-09,108,18,7.0,7.54,0.54,0.1445,kalibratie_nodig
pH-09,108,19,7.0,7.438,0.438,0.1445,ok
pH-09,108,20,7.0,7.421,0.421,0.1445,ok
pH-09,108,21,7.0,7.535,0.535,0.1445,kalibratie_nodig
pH-09,108,22,7.0,7.717,0.717,0.1445,kalibratie_nodig
pH-09,108,23,7.0,7.513,0.513,0.1445,kalibratie_nodig
pH-09,109,0,7.0,7.645,0.645,0.1452,kalibratie_nodig
pH-09,109,1,7.0,7.552,0.552,0.1452,kalibratie_nodig
pH-09,109,2,7.0,7.401,0.401,0.1452,ok
pH-09,109,3,7.0,7.305,0.305,0.1452,ok
pH-09,109,4,7.0,7.416,0.416,0.1452,ok
pH-09,109,5,7.0,7.465,0.465,0.1452,ok
pH-09,109,6,7.0,7.491,0.491,0.1452,ok
pH-09,109,7,7.0,6.998,-0.002,0.1452,ok
pH-09,109,8,7.0,7.804,0.804,0.1452,kalibratie_nodig
pH-09,109,9,7.0,7.404,0.404,0.1452,ok
