sample_id,interventie,omgevingstemp_C,operator_ervaring_jaar,katalysator_type,roersnelheid_RPM,koelwater_temp_C,luchtvochtigheid_pct,druk_bar,activeringsenergie_kJmol,reactor_temp_C,menging_index,selectiviteit,conversie,opbrengst_pct,energieverbruik_kWh,vochtgehalte_product_pct
CI-04501,observatie,20.0,18.7,Pd/C,285,23.7,63.4,4.96,48.8,154.6,0.823,0.902,0.7573,67.9,55.8,1.56
CI-04502,do(druk=8),34.3,15.1,Ni/SiO2,290,29.3,77.7,8.0,62.0,156.3,0.81,0.812,0.7332,60.3,57.2,1.95
CI-04503,observatie,24.5,13.5,Pd/C,276,24.3,69.7,3.38,47.6,154.6,0.768,0.927,0.7013,66.4,53.8,1.81
CI-04504,observatie,22.7,9.6,Pt/Al2O3,220,24.8,64.8,2.05,46.1,148.5,0.772,0.843,0.6834,57.4,49.2,1.79
CI-04505,do(druk=8),27.7,4.0,Pd/C,221,26.5,78.7,8.0,51.7,160.4,0.79,0.928,0.7576,70.0,48.7,1.64
CI-04506,observatie,14.9,16.4,Pt/Al2O3,301,21.2,57.9,9.6,46.3,166.7,0.781,0.844,0.8254,70.6,58.1,1.1
CI-04507,observatie,6.1,6.9,Ni/SiO2,281,16.6,47.6,4.33,58.5,144.2,0.823,0.799,0.6757,54.1,51.4,1.86
CI-04508,observatie,47.4,19.9,Pt/Al2O3,324,33.3,89.8,4.95,47.2,159.7,0.783,0.841,0.7828,63.6,59.8,1.98
CI-04509,observatie,8.2,16.1,Ni/SiO2,282,20.0,55.0,2.18,59.6,142.7,0.79,0.81,0.6217,50.3,53.8,1.55
CI-04510,observatie,17.2,9.9,Pd/C,263,22.3,69.1,9.85,47.8,164.3,0.75,0.908,0.8182,74.5,57.0,1.77
CI-04511,observatie,22.7,11.9,Ni/SiO2,268,25.7,63.5,4.02,59.2,149.4,0.773,0.849,0.7142,60.9,54.5,1.98
CI-04512,observatie,28.3,2.7,Pd/C,222,27.2,66.6,3.38,50.5,152.4,0.733,0.874,0.7218,63.8,52.7,2.4
CI-04513,do(druk=8),35.3,11.2,Pt/Al2O3,279,29.8,69.9,8.0,43.6,165.7,0.729,0.856,0.8265,71.2,57.0,1.93
CI-04514,observatie,30.6,17.3,Ni/SiO2,295,27.5,78.2,6.39,57.7,154.5,0.791,0.797,0.7339,58.9,56.3,2.13
CI-04515,observatie,23.0,16.0,Pd/C,278,23.7,69.4,6.99,52.6,160.5,0.768,0.91,0.753,67.0,54.6,1.97
CI-04516,observatie,11.1,12.6,Ni/SiO2,240,17.9,57.5,5.19,58.9,153.9,0.801,0.813,0.6991,56.0,53.8,1.67
CI-04517,observatie,25.6,5.5,Pd/C,188,26.3,78.0,4.18,52.0,156.6,0.757,0.933,0.7147,68.1,51.0,2.17
CI-04518,observatie,23.0,1.1,Pd/C,201,24.5,71.5,7.95,50.6,157.1,0.776,0.907,0.7564,69.4,55.3,1.35
CI-04519,observatie,38.0,8.1,Pt/Al2O3,251,29.7,85.2,5.51,41.8,160.9,0.841,0.844,0.8023,68.1,55.3,1.59
CI-04520,observatie,15.7,6.2,Pd/C,214,20.8,61.9,8.49,51.1,156.1,0.783,0.917,0.7986,73.7,48.4,1.81
CI-04521,observatie,-3.6,7.5,Ni/SiO2,186,13.9,49.0,9.03,58.9,152.6,0.725,0.811,0.7144,57.8,48.2,1.53
CI-04522,observatie,18.7,5.8,Ni/SiO2,255,22.1,66.9,6.91,57.8,158.3,0.84,0.803,0.7649,63.9,51.9,1.41
CI-04523,observatie,24.0,3.6,Ni/SiO2,240,24.2,72.0,2.87,56.3,148.2,0.83,0.796,0.6956,55.5,52.6,2.21
CI-04524,observatie,31.3,13.0,Pd/C,239,25.9,79.0,1.01,47.8,148.5,0.775,0.933,0.6893,65.0,54.1,2.19
CI-04525,observatie,41.5,17.9,Pt/Al2O3,289,32.3,72.6,8.61,43.2,165.4,0.797,0.886,0.8046,70.1,54.2,1.82
CI-04526,observatie,27.6,16.2,Pd/C,281,26.5,66.9,1.88,51.6,149.9,0.798,0.896,0.6675,60.7,50.3,2.06
CI-04527,observatie,18.2,4.4,Pd/C,188,23.9,65.8,9.8,48.5,164.4,0.73,0.939,0.7813,75.1,50.6,2.09
CI-04528,observatie,18.2,1.1,Pd/C,192,21.9,61.2,6.2,49.8,156.1,0.744,0.898,0.7702,68.5,50.7,1.91
CI-04529,observatie,30.5,10.5,Pt/Al2O3,268,27.4,74.7,1.76,44.8,147.9,0.797,0.874,0.6764,59.5,55.8,1.66
CI-04530,observatie,32.2,12.1,Ni/SiO2,268,27.6,76.5,1.21,62.3,142.9,0.783,0.798,0.6263,50.6,51.6,2.32
CI-04531,observatie,27.8,16.0,Pt/Al2O3,288,26.0,77.3,4.6,44.7,155.3,0.772,0.85,0.749,64.4,58.7,1.54
CI-04532,do(roersnelheid=300),34.1,17.4,Pd/C,300,29.8,76.5,3.39,46.7,156.1,0.842,0.892,0.7186,63.3,55.7,1.93
CI-04533,observatie,24.0,14.2,Pt/Al2O3,259,24.7,72.8,8.15,44.9,162.6,0.776,0.888,0.7806,68.8,54.7,1.74
CI-04534,observatie,27.3,10.7,Pd/C,274,24.2,75.3,7.11,50.3,160.6,0.778,0.935,0.7816,73.8,56.1,1.86
CI-04535,observatie,22.1,10.8,Pt/Al2O3,263,24.2,67.7,8.31,46.9,163.4,0.802,0.914,0.7957,74.1,55.8,1.24
CI-04536,observatie,38.5,1.8,Pd/C,209,30.1,70.9,9.62,48.7,166.0,0.724,0.932,0.812,75.2,51.5,2.23
CI-04537,observatie,18.6,4.6,Pt/Al2O3,217,22.1,62.0,1.76,43.5,150.9,0.77,0.836,0.692,57.6,52.2,1.55
CI-04538,observatie,15.7,14.8,Pt/Al2O3,242,22.2,57.0,2.57,47.9,151.9,0.757,0.838,0.7141,60.8,51.8,1.49
CI-04539,observatie,22.1,19.9,Pd/C,294,24.3,70.0,7.43,50.3,161.0,0.763,0.871,0.7995,69.6,56.0,1.57
CI-04540,observatie,28.2,10.9,Pd/C,256,25.6,76.7,3.29,50.3,153.0,0.777,0.913,0.712,66.5,54.5,1.83
CI-04541,observatie,21.5,2.1,Ni/SiO2,221,23.7,67.7,5.65,63.6,155.5,0.769,0.806,0.7504,60.9,53.0,1.84
CI-04542,do(druk=8),28.5,2.0,Pt/Al2O3,200,27.5,77.7,8.0,44.7,161.7,0.752,0.838,0.8009,67.4,46.6,2.03
CI-04543,observatie,19.0,11.1,Pd/C,258,22.4,67.3,3.41,47.2,150.4,0.78,0.922,0.7052,65.3,52.8,2.23
CI-04544,observatie,15.3,7.9,Pt/Al2O3,243,21.8,56.6,6.35,44.2,157.7,0.798,0.847,0.7746,66.5,54.4,1.27
CI-04545,observatie,35.7,9.1,Ni/SiO2,220,29.5,67.4,7.6,58.0,159.8,0.759,0.796,0.7622,60.8,54.9,1.45
CI-04546,observatie,24.7,10.3,Pt/Al2O3,279,25.7,66.7,7.94,44.0,162.5,0.814,0.883,0.8049,73.0,57.9,1.99
CI-04547,observatie,35.1,10.8,Pd/C,238,28.6,78.4,2.12,45.0,156.4,0.807,0.925,0.7213,66.7,52.3,2.23
CI-04548,do(druk=8),33.1,11.1,Pt/Al2O3,252,27.1,81.6,8.0,46.3,160.4,0.814,0.842,0.7746,64.9,51.2,2.22
CI-04549,observatie,15.7,1.6,Pd/C,208,22.0,65.0,5.79,50.4,153.8,0.776,0.917,0.7151,66.9,51.9,1.88
CI-04550,observatie,9.5,6.0,Ni/SiO2,216,19.2,65.2,2.85,63.1,145.2,0.747,0.79,0.6324,51.3,48.3,2.05
CI-04551,observatie,26.2,4.9,Pd/C,254,24.5,80.5,1.36,52.3,146.8,0.775,0.907,0.6742,59.8,52.0,1.65
CI-04552,observatie,15.6,9.7,Pt/Al2O3,250,22.3,56.5,8.38,45.4,164.3,0.836,0.841,0.8308,71.1,57.2,1.53
CI-04553,observatie,31.2,3.9,Pd/C,226,27.3,73.5,9.36,51.1,160.8,0.746,0.917,0.7959,72.2,52.4,1.82
CI-04554,observatie,6.1,7.3,Pd/C,215,17.5,54.6,7.86,50.7,156.7,0.774,0.889,0.754,67.8,53.0,1.39
CI-04555,observatie,18.6,10.0,Ni/SiO2,240,22.7,73.0,7.75,61.7,151.6,0.751,0.809,0.6741,53.9,55.7,2.2
CI-04556,observatie,25.5,4.3,Ni/SiO2,188,26.1,74.6,2.28,59.5,146.5,0.779,0.821,0.6607,53.8,45.6,1.76
CI-04557,observatie,19.0,19.0,Ni/SiO2,251,22.0,64.5,6.02,56.8,151.3,0.805,0.815,0.7425,61.5,52.5,1.89
CI-04558,observatie,26.0,14.5,Pd/C,279,25.6,71.1,6.33,52.1,159.5,0.781,0.922,0.771,71.5,53.7,1.71
CI-04559,observatie,15.1,16.2,Pd/C,260,21.5,73.2,5.52,49.9,153.1,0.764,0.924,0.7047,62.7,53.2,2.51
CI-04560,observatie,16.8,10.2,Ni/SiO2,264,21.7,62.6,5.11,59.7,148.8,0.851,0.79,0.7478,58.8,52.7,1.99
CI-04561,observatie,11.9,11.7,Pd/C,251,20.9,58.0,5.57,47.9,154.6,0.8,0.892,0.7668,68.7,55.5,1.56
CI-04562,observatie,18.4,6.8,Pd/C,213,22.2,70.7,3.55,50.2,149.9,0.764,0.909,0.7317,66.4,50.2,1.57
CI-04563,observatie,12.8,0.1,Pt/Al2O3,159,18.4,61.3,3.87,43.7,149.3,0.715,0.821,0.7033,57.8,48.6,1.49
CI-04564,observatie,35.6,15.0,Pd/C,243,30.9,78.8,9.78,50.3,165.4,0.777,0.924,0.8237,74.7,55.8,2.55
CI-04565,observatie,21.5,19.1,Pd/C,312,24.0,67.3,4.27,52.6,154.9,0.839,0.926,0.7381,68.2,55.7,1.5
CI-04566,observatie,9.1,13.1,Pt/Al2O3,287,18.0,57.5,5.63,48.1,151.7,0.833,0.842,0.7298,61.4,55.8,1.36
CI-04567,do(roersnelheid=300),15.9,5.3,Pd/C,300,22.1,65.1,9.18,49.3,163.1,0.804,0.92,0.8336,75.1,54.6,1.33
CI-04568,observatie,17.5,8.0,Pd/C,221,22.4,61.7,2.76,47.8,143.9,0.767,0.913,0.7185,66.2,50.0,1.76
CI-04569,observatie,30.8,11.0,Pt/Al2O3,247,28.0,68.4,7.11,47.9,160.6,0.803,0.833,0.7975,67.5,58.2,2.09
CI-04570,observatie,12.8,15.6,Pt/Al2O3,267,19.2,52.8,9.2,40.7,163.2,0.806,0.873,0.8019,71.6,57.7,1.21
CI-04571,observatie,15.2,17.9,Pd/C,307,19.0,70.1,8.77,48.5,159.6,0.817,0.927,0.7882,72.6,58.7,1.58
CI-04572,observatie,20.8,17.6,Pt/Al2O3,263,22.0,64.1,5.98,47.3,154.9,0.791,0.86,0.7549,66.0,53.3,1.12
CI-04573,observatie,20.4,11.8,Pt/Al2O3,271,23.2,68.4,4.94,43.8,153.9,0.791,0.86,0.7496,64.4,52.5,2.27
CI-04574,observatie,29.4,16.4,Pt/Al2O3,298,25.2,68.0,8.91,44.6,166.8,0.844,0.883,0.8591,73.4,57.2,2.04
CI-04575,observatie,31.9,8.1,Pt/Al2O3,240,27.5,69.3,7.62,45.6,164.2,0.768,0.854,0.8078,69.6,51.8,1.64
CI-04576,observatie,16.3,5.1,Ni/SiO2,264,20.5,68.3,8.92,56.3,160.8,0.765,0.826,0.8,66.2,57.6,1.63
CI-04577,observatie,23.3,9.8,Pd/C,254,24.5,66.2,6.61,49.6,158.2,0.845,0.93,0.7713,69.9,53.2,1.75
CI-04578,observatie,31.4,9.3,Pd/C,243,28.3,77.6,7.41,48.4,161.4,0.754,0.903,0.7719,71.2,49.9,2.19
CI-04579,observatie,19.4,0.2,Pd/C,219,24.5,67.4,9.05,49.3,162.1,0.743,0.94,0.7887,74.4,50.5,1.89
CI-04580,observatie,17.8,15.7,Pd/C,329,22.0,66.3,3.39,48.3,149.4,0.837,0.936,0.6841,65.6,58.7,2.04
CI-04581,observatie,25.9,12.2,Pd/C,278,25.1,69.6,8.35,50.5,159.6,0.758,0.88,0.7801,71.2,54.6,2.19
CI-04582,observatie,21.7,9.1,Pt/Al2O3,264,22.5,60.8,1.54,42.8,149.7,0.853,0.843,0.7461,63.1,54.9,1.73
CI-04583,do(druk=8),4.3,3.9,Pt/Al2O3,203,16.3,54.0,8.0,45.4,159.8,0.725,0.858,0.7707,65.5,54.5,1.85
CI-04584,observatie,22.2,14.7,Pt/Al2O3,238,22.6,73.8,2.22,45.4,150.4,0.78,0.865,0.7067,60.6,52.4,1.08
CI-04585,observatie,0.9,2.5,Pd/C,220,14.7,46.3,5.52,49.1,150.7,0.737,0.87,0.7275,62.7,51.4,1.67
CI-04586,do(druk=8),15.8,4.0,Ni/SiO2,243,23.0,60.0,8.0,58.5,157.3,0.778,0.787,0.7548,58.1,51.5,1.66
CI-04587,observatie,22.8,3.0,Ni/SiO2,221,23.2,69.5,1.99,59.4,148.2,0.728,0.78,0.6215,49.1,50.2,1.87
CI-04588,observatie,17.2,2.0,Pd/C,217,21.7,69.9,6.24,49.6,156.9,0.748,0.949,0.762,73.4,50.2,1.95
CI-04589,observatie,25.8,1.4,Pt/Al2O3,193,25.3,78.1,7.98,44.0,162.0,0.743,0.859,0.7885,68.6,52.0,2.67
CI-04590,observatie,12.1,7.6,Pt/Al2O3,232,20.1,59.5,2.58,44.7,151.6,0.775,0.884,0.6847,60.9,54.4,2.2
CI-04591,observatie,24.7,2.9,Pd/C,199,24.3,67.6,9.08,48.5,162.5,0.725,0.886,0.7736,69.5,55.9,1.9
CI-04592,observatie,24.2,11.9,Pt/Al2O3,242,25.0,60.0,6.82,45.9,161.1,0.8,0.85,0.793,67.1,55.7,1.68
CI-04593,do(roersnelheid=300),11.2,9.5,Pt/Al2O3,300,21.1,56.9,1.64,46.6,150.2,0.771,0.853,0.6862,57.9,52.5,0.79
CI-04594,observatie,13.4,15.5,Pt/Al2O3,264,20.7,51.7,4.14,47.4,149.7,0.809,0.825,0.718,57.9,54.5,1.5
CI-04595,observatie,30.8,8.6,Pd/C,266,28.7,78.0,2.93,48.6,151.9,0.795,0.891,0.7027,62.6,56.9,1.52
CI-04596,observatie,17.6,7.9,Pt/Al2O3,248,23.3,69.2,8.57,42.3,163.8,0.772,0.874,0.8184,69.6,55.2,1.85
CI-04597,observatie,26.4,8.6,Pd/C,241,24.1,81.3,1.31,51.7,151.4,0.804,0.949,0.6866,65.5,51.8,1.72
CI-04598,observatie,25.6,9.2,Pt/Al2O3,242,24.3,70.3,9.74,44.6,166.5,0.787,0.869,0.8534,71.9,56.0,2.01
CI-04599,observatie,27.7,4.7,Pd/C,228,26.2,73.9,9.64,50.1,166.7,0.75,0.874,0.8366,72.1,56.1,1.94
CI-04600,observatie,33.4,7.6,Pd/C,232,30.1,81.7,3.31,50.2,156.2,0.795,0.893,0.7234,64.7,53.8,2.05
CI-04601,observatie,14.3,13.7,Ni/SiO2,246,23.2,61.2,3.7,58.0,146.4,0.736,0.805,0.6622,54.1,51.6,1.64
CI-04602,observatie,29.0,1.6,Ni/SiO2,219,25.8,71.6,2.36,60.2,148.1,0.754,0.808,0.6475,51.6,53.2,1.63
CI-04603,observatie,13.6,5.1,Pd/C,246,20.4,60.5,8.56,50.4,158.8,0.769,0.923,0.7461,69.8,54.1,1.47
CI-04604,observatie,17.7,17.2,Pd/C,294,22.3,58.4,7.38,50.7,159.2,0.793,0.903,0.7613,66.7,60.6,1.59
CI-04605,observatie,34.2,3.7,Pt/Al2O3,211,29.5,73.2,1.27,43.3,150.2,0.74,0.857,0.7163,61.7,48.4,1.59
CI-04606,observatie,19.1,12.9,Pt/Al2O3,249,22.3,61.2,1.85,45.2,148.4,0.806,0.829,0.6833,56.9,48.1,1.68
CI-04607,observatie,7.2,8.4,Pt/Al2O3,250,19.5,66.7,4.13,46.1,149.6,0.774,0.839,0.718,60.6,50.6,1.66
CI-04608,observatie,31.3,4.4,Pd/C,241,28.1,68.7,5.09,46.3,158.6,0.78,0.915,0.7102,67.1,54.1,2.06
CI-04609,observatie,17.8,15.4,Pd/C,255,21.4,61.3,6.62,49.3,158.5,0.823,0.918,0.7702,70.5,55.6,1.8
CI-04610,observatie,31.2,0.3,Pd/C,195,27.1,77.5,2.08,50.7,148.4,0.751,0.885,0.6513,59.2,50.5,2.11
CI-04611,observatie,38.1,16.2,Pt/Al2O3,304,29.9,82.3,5.5,41.8,160.3,0.829,0.873,0.7701,67.4,55.5,2.01
CI-04612,observatie,10.5,7.4,Pd/C,219,19.8,60.3,2.54,50.7,148.3,0.773,0.868,0.6701,58.0,49.3,2.06
CI-04613,do(druk=8),18.3,12.8,Pt/Al2O3,274,23.3,63.2,8.0,48.2,161.9,0.814,0.854,0.8258,70.5,55.2,1.61
CI-04614,observatie,24.9,1.1,Pd/C,226,23.8,70.8,3.77,49.0,150.4,0.758,0.886,0.7375,64.7,52.4,2.03
CI-04615,observatie,14.2,8.4,Pd/C,254,22.3,64.2,4.47,53.3,154.7,0.832,0.9,0.7428,67.2,55.6,1.21
CI-04616,observatie,31.5,15.3,Pd/C,249,28.5,77.7,1.11,51.7,148.5,0.809,0.91,0.6487,58.3,52.2,2.25
CI-04617,observatie,17.4,4.3,Pd/C,255,22.9,63.0,3.74,49.4,152.9,0.797,0.929,0.7108,64.1,54.0,1.91
CI-04618,do(roersnelheid=300),23.7,6.9,Pd/C,300,23.4,72.2,3.14,49.8,147.7,0.764,0.909,0.6574,60.5,53.5,1.86
CI-04619,observatie,30.5,17.3,Pt/Al2O3,286,27.4,71.1,5.4,46.5,161.0,0.829,0.875,0.748,63.7,54.3,1.87
CI-04620,observatie,11.4,13.9,Pt/Al2O3,266,19.0,54.0,4.58,46.4,150.4,0.763,0.843,0.7238,61.3,55.6,1.7
CI-04621,observatie,19.2,0.5,Pd/C,188,21.7,60.8,2.05,47.8,147.2,0.77,0.885,0.6997,62.3,53.6,1.86
CI-04622,observatie,4.2,17.2,Pd/C,293,18.6,47.3,7.79,51.9,156.0,0.825,0.888,0.806,72.8,53.0,1.44
CI-04623,do(druk=8),20.3,5.6,Ni/SiO2,222,22.6,66.1,8.0,60.2,154.4,0.802,0.794,0.7383,57.3,55.8,1.8
CI-04624,observatie,16.5,1.9,Ni/SiO2,225,20.8,61.9,5.64,59.7,149.6,0.752,0.797,0.6739,53.6,55.0,1.59
CI-04625,observatie,15.1,6.0,Pd/C,220,21.3,53.5,1.89,50.5,147.8,0.785,0.884,0.6633,58.6,49.7,1.57
CI-04626,observatie,14.5,14.9,Pt/Al2O3,288,21.7,61.1,7.38,47.6,162.6,0.794,0.847,0.8072,69.2,54.4,1.88
CI-04627,observatie,15.9,11.2,Pd/C,269,21.4,63.8,5.22,50.6,154.0,0.775,0.929,0.7417,69.1,55.4,2.07
CI-04628,observatie,18.7,1.2,Pd/C,206,23.6,72.3,4.28,48.9,149.2,0.8,0.892,0.6592,57.1,49.0,1.92
CI-04629,observatie,27.7,19.0,Pt/Al2O3,325,25.7,71.9,2.04,44.2,150.4,0.827,0.854,0.7256,61.7,55.7,2.13
CI-04630,observatie,19.2,4.1,Pd/C,225,22.5,61.1,7.84,50.4,160.6,0.812,0.917,0.7765,70.7,52.0,1.72
CI-04631,observatie,17.5,16.2,Pd/C,289,22.9,57.9,8.96,49.8,161.7,0.814,0.902,0.7773,68.4,58.4,1.44
CI-04632,do(roersnelheid=300),31.4,7.8,Ni/SiO2,300,29.0,79.4,7.13,58.7,159.2,0.846,0.83,0.7784,63.2,53.4,2.53
CI-04633,observatie,6.3,15.2,Pt/Al2O3,274,17.3,53.5,6.55,44.0,157.9,0.813,0.871,0.7583,65.3,52.2,2.0
CI-04634,observatie,5.2,18.1,Pt/Al2O3,281,18.2,50.9,2.15,48.8,147.1,0.803,0.869,0.704,59.8,55.3,1.54
CI-04635,observatie,17.3,0.1,Pd/C,205,22.1,58.4,2.04,49.9,150.3,0.753,0.898,0.6929,60.9,52.0,1.13
CI-04636,observatie,17.1,10.7,Ni/SiO2,203,22.5,61.8,6.0,59.2,152.1,0.721,0.825,0.7108,58.4,52.7,1.45
CI-04637,observatie,26.8,7.6,Ni/SiO2,219,25.5,76.5,8.68,63.0,155.0,0.751,0.777,0.7202,58.3,55.2,2.22
CI-04638,observatie,25.9,19.8,Pd/C,257,23.8,75.5,2.6,48.6,151.5,0.801,0.906,0.7038,63.7,52.0,1.7
CI-04639,observatie,19.8,8.9,Ni/SiO2,228,23.2,62.4,8.43,60.4,156.6,0.744,0.808,0.7387,58.8,52.2,2.31
CI-04640,observatie,23.5,15.4,Ni/SiO2,266,24.2,68.0,9.39,61.2,159.4,0.754,0.781,0.7643,61.0,54.7,2.26
CI-04641,observatie,19.7,2.8,Pd/C,196,24.0,65.8,8.91,46.1,166.7,0.689,0.905,0.8243,75.3,52.5,1.45
CI-04642,observatie,27.2,15.9,Ni/SiO2,280,26.5,59.9,5.17,61.9,152.8,0.811,0.79,0.6817,53.7,55.9,1.76
CI-04643,observatie,12.3,15.0,Pd/C,290,20.7,58.0,1.81,49.9,145.0,0.827,0.913,0.6953,62.0,55.1,1.73
CI-04644,observatie,21.4,6.2,Pd/C,226,25.4,59.5,9.88,48.4,165.5,0.799,0.944,0.839,80.4,51.2,1.13
CI-04645,observatie,18.4,9.4,Pd/C,255,22.6,57.6,4.18,48.5,152.3,0.808,0.916,0.7004,63.3,53.9,1.62
CI-04646,observatie,34.9,18.0,Pd/C,232,28.8,80.2,1.93,50.8,156.9,0.864,0.893,0.7016,63.5,53.0,2.13
CI-04647,do(roersnelheid=300),26.1,17.8,Pd/C,300,25.1,76.5,6.67,50.1,154.5,0.797,0.89,0.7721,70.3,58.7,1.93
CI-04648,observatie,31.3,6.2,Pt/Al2O3,235,28.2,71.3,8.02,44.1,166.2,0.765,0.865,0.8602,73.1,52.2,2.07
CI-04649,observatie,19.5,7.5,Pt/Al2O3,228,22.1,72.2,3.26,43.7,153.5,0.789,0.849,0.7175,60.6,50.7,2.26
CI-04650,observatie,14.2,8.3,Pd/C,234,21.0,60.5,1.41,53.3,142.5,0.791,0.881,0.6832,61.3,48.1,1.28
CI-04651,observatie,12.4,1.4,Pd/C,191,21.1,61.2,4.07,45.7,148.3,0.721,0.899,0.6983,62.9,49.5,1.22
CI-04652,do(druk=8),19.0,1.1,Pt/Al2O3,213,23.1,54.6,8.0,44.6,162.1,0.721,0.845,0.7673,65.0,52.4,1.46
CI-04653,observatie,20.4,8.5,Pt/Al2O3,247,22.6,60.7,4.39,42.0,152.2,0.8,0.835,0.6996,59.2,57.7,1.89
CI-04654,observatie,18.7,17.1,Pt/Al2O3,293,21.5,63.8,1.72,42.7,150.8,0.804,0.834,0.7061,59.1,55.5,1.35
CI-04655,observatie,32.0,17.8,Pt/Al2O3,298,29.1,75.0,4.3,48.2,157.5,0.748,0.86,0.7012,60.1,58.7,2.14
CI-04656,observatie,18.1,2.5,Pd/C,205,21.6,72.1,7.02,46.3,159.6,0.727,0.89,0.7863,70.0,51.9,2.08
CI-04657,observatie,19.8,8.9,Pd/C,253,23.6,67.3,7.32,51.4,158.9,0.803,0.89,0.7527,66.0,57.2,1.59
CI-04658,observatie,35.2,19.9,Pd/C,291,29.9,74.9,2.53,49.8,150.1,0.862,0.888,0.6805,61.7,52.2,1.96
CI-04659,observatie,11.5,16.6,Pd/C,272,21.1,53.8,2.75,52.9,146.3,0.797,0.879,0.6662,58.8,51.0,1.34
CI-04660,observatie,19.4,5.9,Pd/C,249,23.0,77.8,7.33,52.1,156.8,0.756,0.878,0.7565,66.8,53.0,1.54
CI-04661,do(druk=8),24.3,3.1,Pd/C,207,22.6,68.9,8.0,50.1,160.1,0.748,0.912,0.7852,73.0,52.6,1.95
CI-04662,observatie,25.5,3.5,Pt/Al2O3,225,25.3,69.8,7.11,42.7,160.9,0.724,0.878,0.7412,64.5,52.0,2.06
CI-04663,observatie,18.2,10.0,Pt/Al2O3,253,24.1,58.7,3.55,45.7,154.8,0.794,0.825,0.6962,58.4,53.5,1.81
CI-04664,observatie,31.1,14.5,Ni/SiO2,260,26.5,80.3,7.69,58.4,159.8,0.801,0.822,0.7776,61.9,57.1,1.81
CI-04665,observatie,31.9,5.1,Ni/SiO2,254,27.8,74.1,1.15,62.5,149.3,0.73,0.815,0.6475,52.9,51.5,1.97
CI-04666,observatie,18.6,15.7,Pt/Al2O3,296,22.0,56.8,4.63,45.8,151.8,0.795,0.792,0.696,54.7,54.6,1.36
CI-04667,observatie,14.6,9.1,Pd/C,236,21.3,58.2,1.31,51.7,143.8,0.818,0.891,0.6447,57.0,49.4,2.05
CI-04668,observatie,11.9,10.7,Pd/C,247,18.5,54.0,9.36,48.0,161.3,0.787,0.912,0.7724,70.4,53.6,1.43
CI-04669,observatie,26.1,16.4,Ni/SiO2,286,25.5,76.7,5.84,59.1,151.7,0.794,0.814,0.7371,58.7,51.0,2.06
CI-04670,observatie,9.9,8.4,Pd/C,232,17.8,68.3,4.03,49.1,151.9,0.772,0.916,0.7031,65.4,53.1,1.67
CI-04671,observatie,20.1,16.4,Pd/C,308,24.0,63.8,9.97,49.3,163.3,0.855,0.916,0.8036,72.6,54.3,1.5
CI-04672,observatie,29.5,6.5,Pd/C,190,27.3,69.5,9.94,52.2,163.5,0.768,0.906,0.7867,72.2,56.2,1.75
CI-04673,observatie,8.1,19.7,Ni/SiO2,303,18.1,64.9,6.57,56.7,151.8,0.813,0.804,0.7084,56.1,60.1,2.51
CI-04674,observatie,23.8,6.9,Ni/SiO2,240,23.0,71.8,6.8,59.4,154.7,0.742,0.821,0.685,57.5,51.8,1.7
CI-04675,observatie,8.6,8.1,Pt/Al2O3,219,19.9,49.4,7.93,49.9,155.7,0.782,0.851,0.7731,65.7,52.4,1.58
CI-04676,observatie,10.1,17.1,Pd/C,298,20.9,63.5,1.44,47.8,147.2,0.828,0.887,0.7054,63.5,58.0,2.23
CI-04677,observatie,18.5,6.7,Pt/Al2O3,236,22.3,69.0,6.87,44.0,159.3,0.801,0.854,0.7713,67.2,51.4,1.75
CI-04678,observatie,10.2,11.4,Pd/C,275,18.3,68.8,9.79,46.3,163.1,0.826,0.934,0.8271,75.8,55.7,1.58
CI-04679,observatie,23.1,19.4,Pd/C,310,23.5,67.5,6.35,48.7,158.8,0.782,0.887,0.7467,69.0,58.0,2.06
CI-04680,observatie,16.5,19.0,Pt/Al2O3,340,21.6,62.6,4.11,43.7,154.5,0.926,0.852,0.7774,68.5,56.5,2.01
CI-04681,observatie,29.8,14.2,Pd/C,281,25.8,75.4,4.41,47.2,155.7,0.856,0.903,0.7523,67.2,54.3,1.99
CI-04682,observatie,21.3,14.5,Pd/C,320,23.2,77.4,4.22,50.3,155.0,0.843,0.905,0.7079,63.5,56.0,1.85
CI-04683,observatie,18.7,6.9,Pd/C,237,22.9,67.6,1.02,50.8,144.6,0.776,0.856,0.6722,55.5,51.1,2.0
CI-04684,observatie,26.8,17.0,Pt/Al2O3,282,25.1,71.9,3.53,46.6,153.7,0.825,0.894,0.756,67.2,51.9,1.8
CI-04685,observatie,22.3,1.4,Pt/Al2O3,231,25.0,71.9,1.14,45.5,149.7,0.792,0.822,0.6644,57.5,51.3,1.75
CI-04686,observatie,5.9,11.2,Pd/C,246,16.2,57.3,2.51,49.5,144.1,0.788,0.864,0.6448,57.3,53.4,1.77
CI-04687,observatie,26.9,14.2,Ni/SiO2,283,23.6,75.9,7.49,61.2,159.4,0.806,0.809,0.7768,62.6,57.2,2.14
CI-04688,observatie,16.5,4.4,Pt/Al2O3,215,21.4,62.6,2.51,41.7,149.3,0.692,0.853,0.7139,61.5,54.1,1.45
CI-04689,observatie,28.0,7.8,Pd/C,235,25.0,76.6,9.0,51.3,163.1,0.762,0.925,0.8054,73.7,51.8,2.1
