datum,dag_sinds_reiniging,hot_inlet_C,hot_outlet_C,hot_flow_m3h,cold_inlet_C,cold_outlet_C,cold_flow_m3h,drukval_hot_bar,drukval_cold_bar,U_actueel_Wm2K,effectiviteit,fouling_factor,onderhoudsstatus
2025-10-04 05:00,22,139.6,120.3,52.7,12.1,27.7,65.0,1.427,1.024,30.1,0.151,0.03119,gepland
2025-10-04 06:00,22,138.6,117.9,51.2,10.4,27.9,62.1,1.325,0.931,33.4,0.162,0.02793,gepland
2025-10-04 07:00,22,137.8,119.5,49.3,12.0,27.0,63.2,1.42,1.021,30.5,0.145,0.03079,gepland
2025-10-04 08:00,22,140.1,120.2,47.3,11.2,27.8,63.6,1.344,0.955,32.5,0.155,0.02873,gepland
2025-10-04 09:00,22,137.8,115.9,48.9,11.2,29.7,61.8,1.247,0.9,36.2,0.173,0.02565,gepland
2025-10-04 10:00,22,136.7,114.0,48.4,11.4,30.5,54.0,1.137,0.863,40.2,0.182,0.0229,gepland
2025-10-04 11:00,22,139.9,120.8,49.6,12.9,29.5,64.9,1.358,0.978,32.6,0.151,0.02871,gepland
2025-10-04 12:00,22,140.1,121.8,51.3,11.1,26.6,62.5,1.424,0.999,30.7,0.141,0.03058,gepland
2025-10-04 13:00,22,141.3,120.1,47.1,12.0,28.5,54.7,1.313,0.922,34.7,0.164,0.02678,gepland
2025-10-04 14:00,22,138.6,119.1,49.3,13.0,29.0,57.2,1.356,0.997,32.2,0.156,0.02905,gepland
2025-10-04 15:00,22,140.1,121.9,50.4,12.5,28.1,64.0,1.507,1.05,28.9,0.142,0.03265,gepland
2025-10-04 16:00,22,139.0,119.5,49.3,12.7,29.9,60.5,1.28,0.931,34.7,0.154,0.02678,gepland
2025-10-04 17:00,22,139.9,119.2,50.9,11.5,28.5,59.3,1.374,1.002,32.4,0.161,0.02883,gepland
2025-10-04 18:00,22,139.7,118.4,51.3,12.5,29.6,54.7,1.265,0.896,35.5,0.167,0.02615,gepland
2025-10-04 19:00,22,140.8,120.0,42.1,11.9,29.4,65.1,1.297,0.947,34.1,0.161,0.02729,gepland
2025-10-04 20:00,22,144.5,125.9,51.5,13.2,28.7,57.5,1.436,1.012,30.4,0.142,0.03092,gepland
2025-10-04 21:00,22,143.0,124.6,51.7,11.9,27.3,63.1,1.443,1.038,29.7,0.14,0.03168,gepland
2025-10-04 22:00,22,141.5,120.6,47.5,11.6,28.8,54.0,1.346,0.957,32.9,0.161,0.02836,gepland
2025-10-04 23:00,22,140.2,117.5,54.9,12.3,30.4,59.7,1.283,0.911,36.8,0.178,0.0252,gepland
2025-10-05 00:00,23,144.3,126.5,50.6,12.2,26.7,64.4,1.524,1.107,27.2,0.135,0.03475,gepland
2025-10-05 01:00,23,138.6,118.4,49.3,12.9,29.8,58.1,1.345,0.911,33.7,0.16,0.02764,gepland
2025-10-05 02:00,23,134.6,115.5,50.8,12.4,28.2,55.4,1.356,0.97,33.0,0.156,0.02827,gepland
2025-10-05 03:00,23,140.0,121.4,46.4,12.3,27.4,62.5,1.449,1.041,29.6,0.145,0.03173,gepland
2025-10-05 04:00,23,139.7,117.9,45.6,10.5,28.4,58.8,1.264,0.905,36.4,0.169,0.02551,gepland
2025-10-05 05:00,23,142.5,123.5,47.7,12.1,27.3,55.5,1.427,1.022,29.8,0.146,0.03159,gepland
2025-10-05 06:00,23,138.2,120.3,47.7,12.7,28.2,61.3,1.399,1.023,31.0,0.143,0.03027,gepland
2025-10-05 07:00,23,141.5,121.9,51.7,12.1,27.7,51.8,1.38,1.032,31.5,0.152,0.02978,gepland
2025-10-05 08:00,23,141.1,123.7,52.6,11.2,26.6,62.8,1.505,1.06,29.1,0.134,0.03232,gepland
2025-10-05 09:00,23,140.7,120.1,51.3,11.3,27.9,58.3,1.365,0.975,32.4,0.159,0.02889,gepland
2025-10-05 10:00,23,140.4,121.1,51.2,13.7,29.2,57.0,1.397,1.004,31.4,0.152,0.02989,gepland
2025-10-05 11:00,23,142.8,122.5,48.7,13.0,29.6,55.4,1.349,0.957,32.7,0.157,0.02855,gepland
2025-10-05 12:00,23,138.3,117.8,52.4,12.2,28.6,61.9,1.357,0.981,32.6,0.162,0.02866,gepland
2025-10-05 13:00,23,140.6,121.4,48.0,12.9,28.1,61.7,1.367,0.951,32.0,0.15,0.02924,gepland
2025-10-05 14:00,23,136.5,118.0,48.8,12.1,27.1,48.0,1.421,1.021,30.1,0.149,0.03127,gepland
2025-10-05 15:00,23,143.3,122.7,53.9,11.9,28.7,55.0,1.315,0.98,34.3,0.156,0.02714,gepland
2025-10-05 16:00,23,139.7,121.1,49.4,10.3,25.8,59.4,1.464,1.01,30.2,0.144,0.03115,gepland
2025-10-05 17:00,23,137.7,119.0,49.4,12.0,28.8,62.0,1.396,0.975,32.3,0.149,0.02901,gepland
2025-10-05 18:00,23,138.2,118.5,56.0,12.2,29.4,62.7,1.329,0.971,33.3,0.156,0.02799,gepland
2025-10-05 19:00,23,141.8,120.0,52.5,14.3,32.9,56.2,1.202,0.918,36.9,0.171,0.02508,gepland
2025-10-05 20:00,23,141.6,120.7,51.0,11.6,28.3,64.9,1.277,0.953,33.8,0.16,0.02757,gepland
2025-10-05 21:00,23,141.2,121.4,43.3,11.9,29.4,64.8,1.401,0.972,32.1,0.153,0.02914,gepland
2025-10-05 22:00,23,140.3,119.1,47.7,13.4,31.3,58.6,1.234,0.888,36.3,0.167,0.02558,gepland
2025-10-05 23:00,23,142.1,123.4,48.1,10.1,26.0,62.4,1.45,1.043,29.7,0.142,0.03166,gepland
2025-10-06 00:00,24,136.8,119.8,45.4,13.1,28.1,58.7,1.444,1.059,29.1,0.137,0.03241,gepland
2025-10-06 01:00,24,140.9,121.8,53.7,12.5,27.2,60.5,1.446,1.072,29.9,0.148,0.0314,gepland
2025-10-06 02:00,24,139.6,122.2,48.5,12.0,26.2,61.9,1.506,1.101,27.8,0.137,0.03396,gepland
2025-10-06 03:00,24,139.9,121.5,46.5,12.9,28.0,52.5,1.472,1.074,29.0,0.145,0.03245,gepland
2025-10-06 04:00,24,140.5,122.5,53.0,13.8,28.6,60.0,1.461,1.067,28.2,0.142,0.0335,gepland
2025-10-06 05:00,24,139.5,122.6,47.6,15.0,28.7,57.6,1.512,1.077,27.4,0.136,0.03446,gepland
2025-10-06 06:00,24,139.3,122.0,52.8,12.5,27.7,58.9,1.503,1.092,28.5,0.136,0.03311,gepland
2025-10-06 07:00,24,139.8,119.9,48.6,11.2,27.1,56.7,1.411,1.027,30.3,0.154,0.03096,gepland
2025-10-06 08:00,24,137.1,120.0,46.9,10.7,25.5,59.2,1.522,1.099,28.7,0.135,0.03281,gepland
2025-10-06 09:00,24,139.0,121.7,50.0,12.8,27.9,65.2,1.491,1.039,28.7,0.137,0.03284,gepland
2025-10-06 10:00,24,137.3,119.3,48.0,11.7,27.4,67.3,1.359,0.983,30.8,0.144,0.03049,gepland
2025-10-06 11:00,24,138.6,120.1,49.5,12.9,28.0,59.8,1.412,1.007,29.9,0.147,0.03143,gepland
2025-10-06 12:00,24,139.8,121.0,50.9,10.5,26.7,59.1,1.403,0.972,31.2,0.146,0.03004,gepland
2025-10-06 13:00,24,142.8,124.0,44.9,13.4,28.0,64.9,1.516,1.051,28.6,0.145,0.03292,gepland
2025-10-06 14:00,24,140.7,120.0,52.3,11.4,28.2,61.7,1.327,0.967,33.3,0.16,0.02804,gepland
2025-10-06 15:00,24,137.5,118.7,56.2,13.2,29.3,48.4,1.34,0.995,31.7,0.151,0.02952,gepland
2025-10-06 16:00,24,139.0,120.9,50.2,12.1,27.1,54.6,1.466,1.077,29.9,0.143,0.03147,gepland
2025-10-06 17:00,24,141.7,121.9,52.5,12.6,30.0,58.0,1.35,0.995,32.6,0.154,0.02865,gepland
2025-10-06 18:00,24,138.6,120.6,44.9,11.5,27.5,61.8,1.388,1.019,31.5,0.141,0.02978,gepland
2025-10-06 19:00,24,139.4,120.4,56.5,10.0,25.5,68.8,1.437,1.046,30.5,0.147,0.03075,gepland
2025-10-06 20:00,24,139.3,120.8,46.2,11.5,27.5,66.0,1.476,1.037,30.5,0.145,0.03082,gepland
2025-10-06 21:00,24,139.3,120.7,48.3,11.2,25.7,57.2,1.533,1.093,28.2,0.145,0.0334,gepland
2025-10-06 22:00,24,143.4,125.1,46.9,12.2,27.8,61.3,1.454,1.023,29.5,0.139,0.03189,gepland
2025-10-06 23:00,24,140.7,123.8,54.5,13.4,27.1,55.3,1.527,1.066,27.7,0.133,0.03412,gepland
2025-10-07 00:00,25,137.3,120.3,45.4,11.5,24.4,63.5,1.658,1.158,25.4,0.135,0.03741,gepland
2025-10-07 01:00,25,141.2,123.8,49.0,13.5,27.2,61.1,1.511,1.086,27.5,0.136,0.03436,gepland
2025-10-07 02:00,25,141.0,122.7,49.5,11.8,27.3,62.0,1.475,1.06,29.1,0.142,0.03234,gepland
2025-10-07 03:00,25,142.9,124.7,53.8,11.9,26.2,63.2,1.536,1.066,28.3,0.139,0.03336,gepland
2025-10-07 04:00,25,142.1,124.3,50.8,12.1,27.3,65.3,1.529,1.052,28.1,0.137,0.0336,gepland
2025-10-07 05:00,25,140.4,122.0,49.6,10.0,25.2,60.7,1.459,1.048,29.3,0.142,0.03209,gepland
2025-10-07 06:00,25,139.7,122.2,48.7,13.0,28.1,61.8,1.475,1.037,28.6,0.138,0.03291,gepland
2025-10-07 07:00,25,138.6,120.8,45.9,10.2,25.4,57.5,1.534,1.078,27.5,0.139,0.03441,gepland
2025-10-07 08:00,25,139.5,122.6,50.3,13.6,27.9,54.4,1.483,1.063,28.0,0.134,0.0337,gepland
2025-10-07 09:00,25,144.2,124.2,44.2,10.3,26.8,59.2,1.412,1.011,31.1,0.149,0.03013,gepland
2025-10-07 10:00,25,140.6,120.2,50.3,11.5,27.8,57.1,1.366,0.981,32.2,0.158,0.02907,gepland
2025-10-07 11:00,25,143.2,125.8,47.8,13.0,28.5,60.4,1.463,1.068,28.8,0.133,0.03277,gepland
2025-10-07 12:00,25,136.8,119.0,52.3,12.2,27.4,54.5,1.443,1.018,29.6,0.143,0.03183,gepland
2025-10-07 13:00,25,140.7,123.5,48.2,12.2,27.3,57.0,1.608,1.118,26.5,0.134,0.03575,gepland
2025-10-07 14:00,25,140.4,121.7,48.0,10.2,24.6,60.8,1.53,1.057,27.8,0.143,0.034,gepland
2025-10-07 15:00,25,141.4,121.9,47.3,11.7,27.3,54.4,1.373,0.969,31.9,0.15,0.02931,gepland
2025-10-07 16:00,25,137.6,119.3,47.6,13.6,29.2,62.4,1.437,0.964,30.5,0.147,0.03078,gepland
2025-10-07 17:00,25,137.2,119.8,45.9,10.9,24.7,57.6,1.545,1.109,27.0,0.137,0.035,gepland
2025-10-07 18:00,25,140.2,122.0,46.2,11.2,26.5,63.2,1.481,1.032,29.5,0.141,0.03189,gepland
2025-10-07 19:00,25,142.3,122.2,53.3,12.6,28.2,64.4,1.413,0.978,31.2,0.155,0.03007,gepland
2025-10-07 20:00,25,139.4,122.0,44.9,11.5,26.4,56.3,1.462,1.005,29.1,0.137,0.03235,gepland
2025-10-07 21:00,25,139.0,120.6,44.0,11.8,26.8,55.2,1.487,1.07,29.3,0.144,0.03218,gepland
2025-10-07 22:00,25,142.5,123.3,49.7,11.5,26.7,59.7,1.491,1.045,29.4,0.147,0.03196,gepland
2025-10-07 23:00,25,141.9,124.3,49.5,11.3,24.8,59.4,1.544,1.117,26.4,0.135,0.03584,gepland
2025-10-08 00:00,26,138.7,121.6,52.3,11.5,25.9,58.6,1.541,1.104,27.0,0.134,0.03503,gepland
2025-10-08 01:00,26,135.0,118.8,49.4,12.0,25.6,60.7,1.556,1.065,26.6,0.132,0.03563,gepland
2025-10-08 02:00,26,136.0,118.4,51.0,10.9,25.5,56.7,1.504,1.058,28.2,0.14,0.03347,gepland
2025-10-08 03:00,26,141.2,124.2,54.6,11.5,25.5,62.5,1.49,1.072,28.1,0.131,0.03364,gepland
2025-10-08 04:00,26,138.5,120.0,47.7,11.6,27.1,63.8,1.475,1.093,28.9,0.146,0.03262,gepland
2025-10-08 05:00,26,141.9,124.4,49.0,10.8,25.6,58.3,1.585,1.149,26.0,0.133,0.03647,gepland
2025-10-08 06:00,26,137.0,119.0,50.8,11.5,26.1,59.3,1.439,1.054,29.9,0.144,0.03147,gepland
2025-10-08 07:00,26,137.5,121.9,51.1,13.1,25.1,65.2,1.674,1.229,24.0,0.126,0.03961,gepland
2025-10-08 08:00,26,138.4,120.7,45.9,12.5,27.2,58.0,1.441,1.045,29.9,0.14,0.03147,gepland
2025-10-08 09:00,26,139.7,122.8,48.4,13.5,27.3,65.6,1.533,1.113,26.8,0.134,0.03534,gepland
2025-10-08 10:00,26,141.0,123.4,52.1,12.1,26.7,61.3,1.484,1.072,28.1,0.136,0.03358,gepland
2025-10-08 11:00,26,137.9,118.7,45.5,12.5,27.0,60.8,1.425,1.025,30.8,0.153,0.03048,gepland
2025-10-08 12:00,26,141.8,123.4,51.8,11.7,26.2,61.5,1.477,1.078,28.4,0.141,0.03325,gepland
2025-10-08 13:00,26,140.5,124.1,46.5,12.3,25.9,57.5,1.637,1.15,24.9,0.127,0.03816,gepland
2025-10-08 14:00,26,141.2,123.8,57.6,11.4,27.0,58.4,1.515,1.042,28.2,0.134,0.03351,gepland
2025-10-08 15:00,26,139.4,121.1,48.6,13.0,28.3,61.0,1.442,1.014,29.8,0.144,0.03154,gepland
2025-10-08 16:00,26,140.9,123.8,50.0,13.4,27.4,65.8,1.607,1.111,26.4,0.134,0.03588,gepland
2025-10-08 17:00,26,139.4,122.6,55.8,12.5,26.5,66.0,1.513,1.091,27.5,0.133,0.03432,gepland
2025-10-08 18:00,26,136.7,120.4,50.8,11.8,25.0,56.2,1.595,1.136,25.8,0.131,0.03681,gepland
2025-10-08 19:00,26,144.9,126.9,43.9,12.8,26.9,59.7,1.558,1.111,27.1,0.137,0.03492,gepland
2025-10-08 20:00,26,139.3,119.7,46.0,12.4,26.7,64.0,1.485,1.038,29.2,0.154,0.03226,gepland
2025-10-08 21:00,26,135.3,119.0,49.6,10.9,24.4,64.9,1.539,1.108,27.2,0.131,0.03481,gepland
2025-10-08 22:00,26,139.8,122.4,48.3,12.5,27.6,62.4,1.479,1.105,28.5,0.137,0.03303,gepland
2025-10-08 23:00,26,138.2,118.8,50.3,11.2,27.2,65.0,1.402,1.013,31.5,0.153,0.02979,gepland
2025-10-09 00:00,27,139.6,122.7,52.1,11.6,26.2,61.5,1.548,1.112,27.4,0.132,0.03446,gepland
2025-10-09 01:00,27,144.9,128.6,49.6,11.6,26.5,59.2,1.612,1.155,25.0,0.123,0.038,gepland
2025-10-09 02:00,27,136.6,120.7,54.2,11.4,24.9,60.7,1.63,1.188,25.1,0.127,0.03777,gepland
2025-10-09 03:00,27,141.2,125.0,45.9,12.7,26.9,61.5,1.631,1.133,25.8,0.126,0.0368,gepland
2025-10-09 04:00,27,140.9,123.9,48.4,10.6,24.7,56.9,1.532,1.095,27.2,0.131,0.03473,gepland
2025-10-09 05:00,27,140.9,124.6,50.3,13.1,27.0,60.8,1.618,1.142,25.4,0.127,0.03742,gepland
2025-10-09 06:00,27,137.1,121.5,49.0,12.6,26.0,64.2,1.638,1.151,25.6,0.126,0.03711,gepland
2025-10-09 07:00,27,140.1,123.4,51.8,12.6,27.1,63.1,1.563,1.103,27.2,0.131,0.03477,gepland
2025-10-09 08:00,27,141.9,124.5,52.3,12.1,27.1,56.4,1.487,1.067,28.2,0.134,0.03348,gepland
2025-10-09 09:00,27,138.1,122.6,49.9,12.2,25.1,61.3,1.648,1.122,25.2,0.123,0.03769,gepland
2025-10-09 10:00,27,140.0,124.0,46.6,12.4,25.0,60.3,1.603,1.132,25.7,0.125,0.0369,gepland
2025-10-09 11:00,27,139.7,122.4,45.6,13.1,27.7,60.8,1.473,1.014,29.6,0.137,0.03182,gepland
2025-10-09 12:00,27,138.2,121.0,45.1,13.4,27.8,54.6,1.553,1.086,27.3,0.138,0.03464,gepland
2025-10-09 13:00,27,142.7,126.0,49.5,11.9,26.2,64.0,1.612,1.159,25.6,0.128,0.03706,gepland
2025-10-09 14:00,27,139.7,121.8,48.7,13.2,27.6,61.8,1.509,1.055,28.1,0.141,0.03359,gepland
2025-10-09 15:00,27,138.0,122.0,47.9,11.7,24.7,56.8,1.666,1.189,25.1,0.127,0.03782,gepland
2025-10-09 16:00,27,142.6,125.4,49.2,13.2,28.0,57.9,1.544,1.084,27.7,0.133,0.03414,gepland
2025-10-09 17:00,27,140.1,125.0,50.3,12.4,25.7,58.8,1.641,1.128,25.5,0.118,0.03714,gepland
2025-10-09 18:00,27,143.4,126.2,47.8,10.6,25.0,60.4,1.586,1.146,26.3,0.129,0.03606,gepland
2025-10-09 19:00,27,139.1,121.9,49.4,12.1,26.6,58.0,1.509,1.081,27.5,0.135,0.03433,gepland
2025-10-09 20:00,27,138.5,121.4,48.7,13.2,27.9,65.7,1.556,1.076,27.9,0.136,0.03379,gepland
2025-10-09 21:00,27,142.5,127.1,47.0,12.9,26.3,61.6,1.623,1.168,24.7,0.119,0.03855,gepland
2025-10-09 22:00,27,144.4,127.4,50.8,12.2,26.8,60.2,1.626,1.146,26.2,0.129,0.03615,gepland
2025-10-09 23:00,27,140.5,123.9,50.9,10.5,24.3,58.5,1.514,1.1,26.7,0.127,0.03549,gepland
2025-10-10 00:00,28,137.6,122.4,50.1,12.3,25.3,54.3,1.674,1.202,23.5,0.121,0.04062,gepland
2025-10-10 01:00,28,141.7,124.3,48.9,11.1,25.7,63.7,1.63,1.141,25.8,0.133,0.03671,gepland
2025-10-10 02:00,28,139.8,124.8,45.0,12.0,24.8,62.9,1.67,1.157,24.6,0.118,0.03872,gepland
2025-10-10 03:00,28,144.3,127.6,51.0,12.6,26.1,65.6,1.658,1.194,24.3,0.127,0.03909,gepland
2025-10-10 04:00,28,139.4,123.7,47.0,12.0,25.1,63.1,1.714,1.231,23.6,0.123,0.04032,gepland
2025-10-10 05:00,28,141.7,125.1,48.0,12.8,25.6,60.9,1.596,1.152,25.4,0.129,0.03732,gepland
2025-10-10 06:00,28,140.0,124.0,55.5,12.6,26.4,64.0,1.619,1.177,25.3,0.125,0.03748,gepland
2025-10-10 07:00,28,141.6,124.6,49.5,10.2,23.7,60.2,1.652,1.156,25.1,0.129,0.0378,gepland
2025-10-10 08:00,28,138.5,122.3,48.4,12.6,25.0,61.7,1.666,1.192,24.5,0.129,0.03875,gepland
2025-10-10 09:00,28,137.8,121.3,54.6,13.7,26.9,57.0,1.556,1.119,26.4,0.133,0.03582,gepland
2025-10-10 10:00,28,139.8,123.7,49.8,13.5,26.3,58.5,1.685,1.127,24.8,0.127,0.03836,gepland
2025-10-10 11:00,28,140.9,123.5,51.9,12.9,26.5,68.8,1.61,1.118,26.1,0.136,0.03635,gepland
2025-10-10 12:00,28,138.6,121.7,46.7,12.8,26.6,65.7,1.542,1.1,26.5,0.134,0.03569,gepland
2025-10-10 13:00,28,138.2,121.3,48.6,13.2,25.7,56.2,1.687,1.227,24.5,0.135,0.03886,gepland
2025-10-10 14:00,28,134.9,119.3,46.6,12.1,25.2,64.4,1.583,1.137,25.8,0.127,0.03676,gepland
2025-10-10 15:00,28,142.8,127.1,48.2,12.8,25.2,62.8,1.716,1.221,23.4,0.121,0.0407,gepland
2025-10-10 16:00,28,138.7,122.3,54.2,12.0,25.5,59.0,1.669,1.147,24.5,0.129,0.03882,gepland
2025-10-10 17:00,28,136.5,120.2,56.0,9.0,23.0,59.8,1.57,1.12,26.6,0.128,0.03564,gepland
2025-10-10 18:00,28,136.9,118.8,48.5,11.8,24.5,63.0,1.608,1.14,26.1,0.145,0.03629,gepland
2025-10-10 19:00,28,143.3,127.5,50.5,12.9,26.9,54.7,1.623,1.157,25.0,0.121,0.03792,gepland
2025-10-10 20:00,28,140.1,124.6,53.1,12.4,26.0,53.9,1.712,1.189,24.0,0.121,0.03966,gepland
2025-10-10 21:00,28,141.3,125.6,49.5,11.2,24.3,61.9,1.677,1.207,24.1,0.121,0.03946,gepland
2025-10-10 22:00,28,137.9,122.7,51.4,13.4,26.2,59.4,1.541,1.14,25.9,0.122,0.03667,gepland
2025-10-10 23:00,28,141.2,124.8,44.8,13.2,25.7,62.4,1.635,1.155,25.2,0.128,0.03762,gepland
2025-10-11 00:00,29,139.8,124.7,51.5,11.5,25.2,59.4,1.757,1.247,23.0,0.117,0.04156,gepland
2025-10-11 01:00,29,140.4,124.5,47.5,11.9,25.5,51.9,1.622,1.158,24.9,0.124,0.03817,gepland
2025-10-11 02:00,29,141.2,125.4,48.5,11.1,22.5,60.9,1.745,1.228,23.0,0.121,0.0415,gepland
2025-10-11 03:00,29,143.0,126.1,51.3,12.8,27.0,57.1,1.661,1.166,25.1,0.13,0.0379,gepland
2025-10-11 04:00,29,142.0,125.3,51.3,12.1,25.9,57.8,1.581,1.112,26.3,0.129,0.03605,gepland
2025-10-11 05:00,29,139.7,123.5,50.4,12.2,24.9,54.5,1.7,1.173,24.1,0.127,0.03956,gepland
2025-10-11 06:00,29,138.0,123.6,51.2,11.4,23.5,53.8,1.706,1.206,23.4,0.114,0.0408,gepland
2025-10-11 07:00,29,141.1,125.8,50.5,11.5,24.3,60.5,1.733,1.224,23.7,0.118,0.04024,gepland
2025-10-11 08:00,29,137.5,123.9,49.4,11.2,22.8,56.9,1.752,1.24,22.8,0.108,0.04193,gepland
2025-10-11 09:00,29,140.0,123.9,49.5,10.9,23.6,65.1,1.622,1.168,25.1,0.125,0.03783,gepland
2025-10-11 10:00,29,138.3,122.9,56.6,11.7,24.4,61.2,1.713,1.201,24.0,0.122,0.0396,gepland
2025-10-11 11:00,29,139.2,123.3,49.1,12.1,25.9,56.4,1.664,1.194,24.2,0.125,0.03926,gepland
2025-10-11 12:00,29,139.2,121.9,51.1,11.7,24.4,61.4,1.653,1.149,25.0,0.135,0.03793,gepland
2025-10-11 13:00,29,139.3,122.7,52.9,14.1,27.3,59.0,1.612,1.13,26.1,0.133,0.03637,gepland
2025-10-11 14:00,29,139.5,122.9,46.3,11.5,25.7,55.7,1.637,1.151,25.1,0.13,0.03779,gepland
2025-10-11 15:00,29,137.9,123.9,48.3,11.4,23.7,67.1,1.83,1.241,22.4,0.111,0.04263,gepland
2025-10-11 16:00,29,137.0,121.9,48.9,11.1,24.3,61.2,1.667,1.169,24.3,0.12,0.03912,gepland
2025-10-11 17:00,29,138.3,122.3,51.3,11.6,23.9,65.2,1.737,1.195,23.5,0.126,0.0405,gepland
2025-10-11 18:00,29,137.1,122.9,53.0,11.3,24.6,58.2,1.739,1.259,23.3,0.114,0.04094,gepland
2025-10-11 19:00,29,138.9,124.3,50.3,11.2,22.9,63.1,1.853,1.31,21.6,0.115,0.04436,gepland
2025-10-11 20:00,29,145.7,129.5,44.4,11.6,25.3,57.7,1.727,1.194,23.4,0.121,0.04078,gepland
2025-10-11 21:00,29,138.7,123.5,54.5,12.1,23.3,66.9,1.733,1.276,22.7,0.119,0.04197,gepland
2025-10-11 22:00,29,139.6,124.9,54.5,11.2,22.2,64.1,1.78,1.269,22.0,0.115,0.04338,gepland
2025-10-11 23:00,29,143.3,128.3,47.7,12.4,25.0,55.9,1.74,1.242,23.1,0.114,0.04137,gepland
2025-10-12 00:00,30,140.4,124.0,46.6,12.4,24.9,59.3,1.747,1.221,22.9,0.128,0.04172,gepland
2025-10-12 01:00,30,143.1,127.3,52.1,11.8,25.9,54.7,1.678,1.168,24.1,0.121,0.03952,gepland
2025-10-12 02:00,30,138.2,122.0,52.5,10.2,22.9,62.1,1.709,1.22,23.6,0.126,0.04044,gepland
2025-10-12 03:00,30,138.9,124.6,45.0,12.0,24.9,58.2,1.75,1.266,22.5,0.113,0.04241,gepland
2025-10-12 04:00,30,146.6,132.2,51.1,11.4,24.0,60.6,1.841,1.29,21.7,0.106,0.04415,gepland
2025-10-12 05:00,30,137.2,122.8,50.9,12.6,24.5,59.9,1.701,1.206,23.4,0.115,0.04069,gepland
2025-10-12 06:00,30,140.7,126.1,48.0,11.7,24.7,59.5,1.731,1.247,23.0,0.114,0.04151,gepland
2025-10-12 07:00,30,143.4,128.1,49.2,11.0,24.0,65.2,1.777,1.23,22.8,0.116,0.04188,gepland
2025-10-12 08:00,30,138.3,123.2,47.5,13.4,25.6,57.3,1.709,1.2,23.7,0.121,0.04012,gepland
2025-10-12 09:00,30,140.2,125.3,50.0,12.5,24.4,59.6,1.786,1.269,21.9,0.117,0.04364,gepland
2025-10-12 10:00,30,135.5,120.7,50.2,12.5,24.6,58.0,1.705,1.215,23.2,0.12,0.04118,gepland
2025-10-12 11:00,30,141.2,125.7,54.8,11.6,24.7,57.2,1.763,1.219,22.8,0.12,0.04193,gepland
2025-10-12 12:00,30,140.1,125.2,54.8,12.5,25.8,59.6,1.709,1.179,24.2,0.117,0.03936,gepland
2025-10-12 13:00,30,144.2,129.5,48.1,12.9,25.7,53.8,1.737,1.187,23.6,0.112,0.04037,gepland
2025-10-12 14:00,30,145.8,129.3,50.2,12.5,26.7,63.7,1.665,1.166,24.4,0.124,0.03894,gepland
2025-10-12 15:00,30,142.3,127.9,51.5,12.5,25.3,59.3,1.779,1.234,22.2,0.11,0.04305,gepland
2025-10-12 16:00,30,139.6,124.8,50.7,11.0,23.5,57.4,1.7,1.183,23.6,0.115,0.04029,gepland
2025-10-12 17:00,30,139.7,124.7,48.7,12.9,25.8,60.0,1.748,1.256,22.8,0.118,0.04191,gepland
2025-10-12 18:00,30,139.0,124.5,45.7,11.1,23.2,55.1,1.753,1.22,22.5,0.114,0.04236,gepland
2025-10-12 19:00,30,143.2,128.2,49.9,12.8,25.1,56.4,1.767,1.22,22.9,0.115,0.04164,gepland
2025-10-12 20:00,30,137.0,123.1,52.2,12.5,25.3,51.0,1.74,1.255,23.3,0.111,0.04083,gepland
2025-10-12 21:00,30,137.6,122.0,51.7,11.9,25.0,58.5,1.65,1.188,24.6,0.124,0.03863,gepland
2025-10-12 22:00,30,138.6,122.8,48.6,11.2,23.7,56.0,1.692,1.167,24.5,0.124,0.03883,gepland
2025-10-12 23:00,30,141.4,127.4,54.5,14.0,25.6,49.8,1.809,1.289,21.4,0.11,0.04471,gepland
2025-10-13 00:00,31,138.4,124.1,54.5,12.1,24.3,62.2,1.763,1.241,22.6,0.113,0.04221,gepland
2025-10-13 01:00,31,143.7,129.4,53.6,13.7,26.4,58.1,1.797,1.284,21.7,0.11,0.044,gepland
2025-10-13 02:00,31,136.1,121.8,50.0,13.2,24.5,57.5,1.73,1.199,23.5,0.116,0.04061,gepland
2025-10-13 03:00,31,140.9,127.3,52.4,13.1,24.8,66.9,1.85,1.303,21.7,0.106,0.04417,gepland
2025-10-13 04:00,31,139.0,125.0,51.1,12.1,24.0,65.4,1.886,1.341,20.7,0.11,0.04629,gepland
2025-10-13 05:00,31,140.8,126.6,46.6,12.8,24.4,53.9,1.815,1.282,21.2,0.111,0.04511,gepland
2025-10-13 06:00,31,141.0,126.8,46.2,13.6,25.1,65.8,1.763,1.224,22.6,0.112,0.04226,gepland
2025-10-13 07:00,31,140.7,126.0,53.5,12.4,23.9,62.0,1.812,1.247,22.0,0.114,0.04337,gepland
2025-10-13 08:00,31,139.4,124.8,51.4,11.6,23.7,64.9,1.822,1.282,21.5,0.114,0.04451,gepland
2025-10-13 09:00,31,137.8,123.8,56.0,11.1,24.6,60.8,1.78,1.228,22.5,0.11,0.04251,gepland
2025-10-13 10:00,31,142.9,128.2,49.9,12.5,24.1,62.9,1.786,1.29,22.3,0.112,0.04286,gepland
2025-10-13 11:00,31,140.1,124.6,50.5,14.9,26.5,67.0,1.687,1.181,24.2,0.124,0.03932,gepland
