batch_id,tijdstip_uur,temp_setpoint_C,temp_actueel_C,pH_setpoint,pH_actueel,biomassa_gL,glucose_gL,voedingssnelheid_gLh,voedingsstrategie,opgeloste_O2_pct,product_gL
FERM-040,28,37,36.9,6.8,6.9,1.2,17.69,2.0,constant,77.8,0.01
FERM-040,30,37,36.8,6.8,6.93,1.32,17.72,2.0,constant,81.6,0.052
FERM-040,32,37,37.0,6.8,6.81,1.8,17.41,2.0,constant,74.4,0.035
FERM-040,34,37,37.0,6.8,6.83,1.55,17.89,2.0,constant,76.8,0.047
FERM-040,36,37,37.4,6.8,6.94,1.49,17.55,2.0,constant,78.2,0.063
FERM-040,38,37,37.0,6.8,6.79,1.76,18.24,2.0,constant,73.6,0.015
FERM-040,40,37,37.2,6.8,6.93,1.85,16.72,2.0,constant,83.1,0.104
FERM-040,42,37,36.8,6.8,6.92,2.6,17.36,2.0,constant,79.3,0.059
FERM-040,44,37,37.3,6.8,6.93,1.74,17.57,2.0,constant,72.3,0.064
FERM-040,46,37,37.0,6.8,6.94,2.26,17.53,2.0,constant,74.0,0.072
FERM-040,48,37,36.9,6.8,6.87,3.43,16.32,2.0,constant,73.4,0.142
FERM-040,50,37,37.0,6.8,6.87,2.77,16.68,2.0,constant,74.2,0.099
FERM-040,52,37,37.1,6.8,6.89,3.35,16.29,2.0,constant,78.5,0.157
FERM-040,54,37,36.9,6.8,6.86,3.86,15.99,2.0,constant,72.3,0.184
FERM-040,56,37,36.8,6.8,6.89,3.23,16.99,2.0,constant,67.4,0.134
FERM-040,58,37,37.4,6.8,6.77,3.71,17.0,2.0,constant,71.2,0.205
FERM-040,60,37,36.9,6.8,6.8,4.32,17.06,2.0,constant,75.1,0.253
FERM-040,62,37,36.9,6.8,6.85,4.5,16.91,2.0,constant,70.4,0.242
FERM-040,64,37,36.8,6.8,6.77,4.79,15.54,2.0,constant,75.5,0.268
FERM-040,66,37,36.8,6.8,6.69,5.58,15.87,2.0,constant,67.7,0.338
FERM-040,68,37,37.2,6.8,6.83,5.29,16.08,2.0,constant,67.0,0.286
FERM-040,70,37,37.0,6.8,6.69,6.23,15.87,2.0,constant,67.8,0.371
FERM-040,72,37,37.1,6.8,6.72,6.9,15.17,2.0,constant,67.0,0.439
FERM-040,74,37,36.9,6.8,6.75,6.61,15.39,2.0,constant,70.4,0.426
FERM-040,76,37,37.0,6.8,6.68,7.38,14.1,2.0,constant,69.1,0.466
FERM-040,78,37,36.7,6.8,6.71,7.37,14.76,2.0,constant,65.7,0.509
FERM-040,80,37,37.3,6.8,6.77,7.54,14.65,2.0,constant,63.9,0.568
FERM-040,82,37,36.5,6.8,6.74,8.23,14.42,2.0,constant,68.8,0.59
FERM-040,84,37,37.2,6.8,6.68,9.09,15.01,2.0,constant,59.8,0.685
FERM-040,86,37,37.4,6.8,6.7,9.82,14.54,2.0,constant,57.2,0.797
FERM-040,88,37,36.7,6.8,6.63,10.54,12.72,2.0,constant,55.7,0.828
FERM-040,90,37,37.1,6.8,6.67,11.14,13.11,2.0,constant,59.9,0.92
FERM-040,92,37,36.8,6.8,6.67,12.13,12.6,2.0,constant,59.6,0.997
FERM-040,94,37,36.7,6.8,6.68,12.58,12.58,2.0,constant,56.7,1.037
FERM-040,96,37,36.5,6.8,6.73,13.47,12.33,2.0,constant,50.8,1.172
FERM-040,98,37,36.9,6.8,6.63,14.26,12.72,2.0,constant,50.6,1.278
FERM-040,100,37,37.0,6.8,6.68,14.47,11.97,2.0,constant,55.0,1.33
FERM-040,102,37,36.9,6.8,6.76,15.97,11.16,2.0,constant,46.8,1.492
FERM-040,104,37,36.7,6.8,6.73,16.19,11.37,2.0,constant,46.0,1.527
FERM-040,106,37,36.9,6.8,6.61,17.64,11.08,2.0,constant,44.6,1.703
FERM-040,108,37,37.0,6.8,6.76,18.67,9.94,2.0,constant,43.6,1.83
FERM-040,110,37,36.8,6.8,6.79,19.32,10.22,2.0,constant,42.6,1.953
FERM-040,112,37,37.0,6.8,6.73,20.61,9.42,2.0,constant,33.9,2.148
FERM-040,114,37,37.0,6.8,6.76,21.16,9.42,2.0,constant,37.8,2.218
FERM-040,116,37,36.7,6.8,6.73,22.28,9.72,2.0,constant,36.1,2.35
FERM-040,118,37,36.6,6.8,6.66,23.56,8.87,2.0,constant,35.7,2.568
FERM-040,120,37,36.9,6.8,6.75,23.54,8.34,2.0,constant,29.9,2.634
FERM-040,122,37,37.0,6.8,6.78,24.82,7.96,2.0,constant,28.8,2.809
FERM-040,124,37,37.1,6.8,6.73,25.96,7.68,2.0,constant,27.1,2.959
FERM-040,126,37,37.2,6.8,6.81,26.89,7.99,2.0,constant,25.4,3.134
FERM-040,128,37,36.8,6.8,6.77,27.91,7.25,2.0,constant,26.2,3.277
FERM-040,130,37,36.8,6.8,6.79,29.17,6.62,2.0,constant,18.6,3.522
FERM-040,132,37,37.0,6.8,6.95,29.89,6.58,2.0,constant,24.4,3.663
FERM-040,134,37,36.7,6.8,6.8,30.73,5.69,2.0,constant,21.2,3.822
FERM-040,136,37,37.0,6.8,6.86,31.12,5.25,2.0,constant,18.2,3.93
FERM-040,138,37,36.9,6.8,6.84,32.51,4.79,2.0,constant,13.0,4.199
FERM-040,140,37,37.2,6.8,6.94,33.72,5.19,2.0,constant,11.5,4.391
FERM-040,142,37,36.4,6.8,6.85,34.16,4.52,2.0,constant,15.9,4.538
FERM-040,144,37,37.0,6.8,6.97,34.36,4.09,2.0,constant,7.9,4.62
FERM-040,146,37,37.1,6.8,6.92,36.0,3.69,2.0,constant,10.7,4.918
FERM-040,148,37,36.8,6.8,6.87,36.77,2.82,2.0,constant,5.0,5.107
FERM-040,150,37,37.0,6.8,6.94,37.4,3.41,2.0,constant,6.6,5.25
FERM-040,152,37,37.0,6.8,6.95,38.0,3.18,2.0,constant,5.0,5.417
FERM-040,154,37,37.1,6.8,6.84,38.29,1.99,2.0,constant,5.1,5.486
FERM-040,156,37,36.7,6.8,6.88,39.75,2.24,2.0,constant,5.0,5.801
FERM-040,158,37,37.1,6.8,6.94,39.93,2.05,2.0,constant,5.0,5.899
FERM-040,160,37,37.5,6.8,6.78,40.63,1.44,2.0,constant,5.0,6.106
FERM-040,162,37,37.2,6.8,6.87,41.44,2.79,2.0,constant,5.0,6.295
FERM-040,164,37,37.1,6.8,6.85,41.49,1.36,2.0,constant,5.0,6.375
FERM-040,166,37,37.1,6.8,6.99,42.06,1.01,2.0,constant,5.0,6.539
FERM-040,168,37,37.0,6.8,6.92,42.82,0.66,2.0,constant,5.0,6.808
FERM-040,170,37,36.9,6.8,6.86,43.07,1.44,2.0,constant,5.0,6.865
FERM-040,172,37,36.9,6.8,6.8,43.68,0.0,2.0,constant,5.0,7.037
FERM-040,174,37,37.1,6.8,6.86,44.1,0.0,2.0,constant,5.0,7.231
FERM-040,176,37,37.0,6.8,6.89,44.52,0.32,2.0,constant,5.0,7.356
FERM-040,178,37,36.9,6.8,6.88,44.82,0.27,2.0,constant,5.0,7.52
FERM-040,180,37,36.8,6.8,6.9,45.0,0.0,2.0,constant,5.0,7.658
FERM-040,182,37,37.0,6.8,6.89,45.81,0.0,2.0,constant,5.0,7.906
FERM-040,184,37,37.0,6.8,6.84,45.82,0.0,2.0,constant,5.0,7.964
FERM-040,186,37,37.1,6.8,6.79,46.52,0.0,2.0,constant,5.0,8.168
FERM-040,188,37,36.8,6.8,6.94,46.76,0.0,2.0,constant,5.0,8.29
FERM-040,190,37,37.2,6.8,6.77,46.24,0.0,2.0,constant,5.0,8.278
FERM-040,192,37,36.7,6.8,6.88,46.33,0.1,2.0,constant,5.0,8.409
FERM-040,194,37,37.2,6.8,6.88,47.17,0.0,2.0,constant,5.0,8.645
FERM-040,196,37,37.0,6.8,6.77,47.16,0.0,2.0,constant,5.0,8.732
FERM-040,198,37,37.0,6.8,6.72,47.17,0.0,2.0,constant,5.0,8.837
FERM-041,0,33,32.6,6.8,6.85,0.78,23.36,0.0,exponentieel,84.1,0.0
FERM-041,2,33,32.7,6.8,6.77,0.43,23.46,0.0,exponentieel,85.9,0.0
FERM-041,4,33,33.3,6.8,6.77,0.42,23.82,0.0,exponentieel,82.4,0.0
FERM-041,6,33,33.0,6.8,6.81,0.96,22.08,0.0,exponentieel,82.4,0.0
FERM-041,8,33,33.0,6.8,6.8,1.24,23.87,0.0,exponentieel,85.4,0.0
FERM-041,10,33,33.0,6.8,6.84,0.94,23.63,0.0,exponentieel,82.5,0.0
FERM-041,12,33,32.9,6.8,6.8,1.1,23.08,0.0,exponentieel,80.5,0.0
FERM-041,14,33,33.1,6.8,6.81,1.49,22.0,0.0,exponentieel,79.6,0.038
FERM-041,16,33,33.0,6.8,6.84,1.14,22.97,0.0,exponentieel,83.7,0.024
FERM-041,18,33,33.0,6.8,6.88,1.37,22.85,0.0,exponentieel,79.5,0.029
FERM-041,20,33,32.9,6.8,6.89,0.99,23.5,0.0,exponentieel,77.3,0.006
FERM-041,22,33,32.8,6.8,6.87,0.76,24.12,0.53,exponentieel,78.3,0.041
FERM-041,24,33,32.6,6.8,6.87,1.4,22.98,0.56,exponentieel,80.0,0.074
FERM-041,26,33,32.7,6.8,6.84,1.49,22.98,0.6,exponentieel,77.2,0.026
FERM-041,28,33,33.3,6.8,6.87,2.11,22.15,0.64,exponentieel,81.3,0.066
FERM-041,30,33,33.2,6.8,6.8,1.03,22.39,0.67,exponentieel,76.3,0.003
FERM-041,32,33,33.3,6.8,6.93,1.7,22.26,0.72,exponentieel,74.2,0.033
FERM-041,34,33,33.4,6.8,6.93,1.91,22.65,0.76,exponentieel,77.6,0.055
FERM-041,36,33,33.1,6.8,6.85,1.84,23.03,0.81,exponentieel,69.5,0.069
FERM-041,38,33,32.9,6.8,6.87,2.12,22.47,0.86,exponentieel,76.5,0.117
FERM-041,40,33,33.0,6.8,6.93,1.98,23.05,0.91,exponentieel,75.1,0.106
FERM-041,42,33,33.2,6.8,6.86,1.91,23.03,0.97,exponentieel,78.4,0.072
FERM-041,44,33,32.7,6.8,6.9,2.4,22.9,1.03,exponentieel,74.0,0.097
FERM-041,46,33,32.8,6.8,6.91,2.81,21.65,1.09,exponentieel,72.5,0.134
FERM-041,48,33,33.1,6.8,6.87,2.66,23.26,1.16,exponentieel,72.5,0.104
FERM-041,50,33,33.5,6.8,6.8,2.7,22.69,1.23,exponentieel,78.9,0.123
FERM-041,52,33,32.8,6.8,6.86,3.07,21.43,1.31,exponentieel,76.5,0.17
FERM-041,54,33,32.9,6.8,6.84,2.78,22.58,1.39,exponentieel,73.9,0.154
FERM-041,56,33,32.9,6.8,6.84,3.39,21.27,1.47,exponentieel,72.8,0.196
FERM-041,58,33,33.1,6.8,6.88,3.59,22.32,1.56,exponentieel,74.1,0.194
FERM-041,60,33,33.0,6.8,6.85,3.35,22.23,1.66,exponentieel,70.6,0.173
FERM-041,62,33,33.1,6.8,6.68,3.51,22.41,1.76,exponentieel,66.9,0.185
FERM-041,64,33,32.9,6.8,6.76,3.52,22.24,1.87,exponentieel,78.9,0.202
FERM-041,66,33,33.2,6.8,6.79,3.92,22.56,1.99,exponentieel,72.2,0.209
FERM-041,68,33,33.0,6.8,6.77,4.14,21.75,2.11,exponentieel,68.7,0.258
FERM-041,70,33,33.4,6.8,6.91,4.17,21.96,2.24,exponentieel,64.9,0.263
FERM-041,72,33,33.2,6.8,6.67,4.93,21.7,2.38,exponentieel,72.0,0.337
FERM-041,74,33,33.0,6.8,6.76,4.75,22.06,2.53,exponentieel,66.2,0.315
FERM-041,76,33,33.1,6.8,6.69,4.55,21.63,2.68,exponentieel,67.2,0.341
FERM-041,78,33,33.1,6.8,6.72,5.16,20.67,2.85,exponentieel,75.7,0.376
FERM-041,80,33,33.2,6.8,6.76,5.45,22.18,3.02,exponentieel,71.8,0.383
FERM-041,82,33,33.1,6.8,6.7,6.0,21.11,3.21,exponentieel,67.3,0.466
FERM-041,84,33,33.3,6.8,6.69,6.18,20.92,3.41,exponentieel,66.9,0.48
FERM-041,86,33,32.9,6.8,6.71,6.28,21.76,3.62,exponentieel,68.0,0.537
FERM-041,88,33,33.0,6.8,6.68,6.49,21.19,3.85,exponentieel,64.2,0.537
FERM-041,90,33,33.0,6.8,6.69,6.7,21.37,4.08,exponentieel,72.7,0.593
FERM-041,92,33,33.2,6.8,6.79,6.6,20.98,4.34,exponentieel,69.5,0.588
FERM-041,94,33,33.3,6.8,6.69,6.96,21.45,4.6,exponentieel,68.2,0.614
FERM-041,96,33,33.2,6.8,6.72,7.77,21.27,4.89,exponentieel,63.5,0.7
FERM-041,98,33,33.3,6.8,6.66,7.92,19.87,5.19,exponentieel,65.5,0.701
FERM-041,100,33,32.9,6.8,6.69,7.97,20.29,5.51,exponentieel,65.0,0.768
FERM-041,102,33,32.9,6.8,6.78,9.39,20.65,5.85,exponentieel,60.8,0.912
FERM-041,104,33,33.1,6.8,6.67,8.25,21.15,6.21,exponentieel,62.9,0.844
FERM-041,106,33,32.9,6.8,6.69,9.36,19.48,6.6,exponentieel,59.2,0.923
FERM-041,108,33,32.6,6.8,6.66,10.31,19.11,7.01,exponentieel,57.2,1.065
FERM-041,110,33,33.0,6.8,6.79,10.24,19.67,7.44,exponentieel,61.3,1.1
FERM-041,112,33,32.9,6.8,6.74,10.74,19.58,7.9,exponentieel,60.3,1.167
FERM-041,114,33,33.0,6.8,6.72,10.76,19.28,8.39,exponentieel,61.3,1.209
FERM-041,116,33,33.1,6.8,6.82,11.46,19.02,8.91,exponentieel,58.1,1.293
FERM-041,118,33,32.6,6.8,6.66,12.07,18.91,9.46,exponentieel,58.8,1.376
FERM-041,120,33,33.2,6.8,6.76,12.4,18.14,10.0,exponentieel,57.3,1.411
FERM-041,122,33,33.0,6.8,6.77,12.86,18.52,10.0,exponentieel,55.4,1.518
FERM-041,124,33,33.0,6.8,6.83,13.82,17.07,10.0,exponentieel,57.7,1.637
FERM-041,126,33,33.3,6.8,6.82,13.89,19.13,10.0,exponentieel,52.4,1.689
FERM-041,128,33,33.1,6.8,6.83,15.22,18.3,10.0,exponentieel,51.4,1.868
FERM-041,130,33,33.1,6.8,6.94,15.13,17.66,10.0,exponentieel,49.6,1.872
FERM-041,132,33,32.6,6.8,6.88,15.67,17.77,10.0,exponentieel,43.8,1.998
FERM-041,134,33,33.0,6.8,6.77,17.07,17.16,10.0,exponentieel,47.2,2.184
FERM-041,136,33,33.2,6.8,6.82,16.69,16.82,10.0,exponentieel,49.3,2.17
FERM-041,138,33,32.9,6.8,6.81,17.28,16.2,10.0,exponentieel,47.1,2.272
FERM-041,140,33,33.1,6.8,6.78,18.27,16.99,10.0,exponentieel,41.5,2.461
FERM-041,142,33,33.0,6.8,6.75,18.64,16.29,10.0,exponentieel,40.3,2.543
FERM-041,144,33,33.0,6.8,6.85,18.8,16.49,10.0,exponentieel,44.8,2.623
FERM-041,146,33,32.9,6.8,6.89,19.74,15.89,10.0,exponentieel,38.4,2.762
FERM-041,148,33,33.2,6.8,6.92,20.98,15.79,10.0,exponentieel,36.5,2.997
FERM-041,150,33,33.1,6.8,6.89,20.87,15.5,10.0,exponentieel,41.0,3.005
FERM-041,152,33,33.0,6.8,6.87,22.12,15.53,10.0,exponentieel,37.0,3.234
FERM-041,154,33,33.3,6.8,6.86,22.54,13.86,10.0,exponentieel,38.4,3.313
FERM-041,156,33,32.9,6.8,6.96,23.42,13.52,10.0,exponentieel,28.3,3.521
FERM-041,158,33,32.9,6.8,6.86,23.28,14.09,10.0,exponentieel,30.8,3.55
FERM-041,160,33,33.2,6.8,6.9,24.37,13.54,10.0,exponentieel,33.8,3.728
FERM-041,162,33,32.9,6.8,6.94,24.48,13.55,10.0,exponentieel,27.0,3.792
FERM-041,164,33,33.1,6.8,6.91,26.01,13.27,10.0,exponentieel,30.3,4.14
FERM-041,166,33,33.2,6.8,6.84,26.69,13.71,10.0,exponentieel,19.2,4.269
FERM-041,168,33,33.1,6.8,6.76,26.5,13.05,10.0,exponentieel,27.5,4.286
FERM-041,170,33,32.8,6.8,6.79,27.55,12.46,10.0,exponentieel,21.4,4.483
FERM-041,172,33,33.0,6.8,6.84,27.78,12.96,10.0,exponentieel,23.1,4.611
FERM-041,174,33,33.0,6.8,6.83,28.68,13.12,10.0,exponentieel,15.8,4.818
FERM-041,176,33,32.9,6.8,6.81,29.85,11.29,10.0,exponentieel,18.2,5.061
FERM-041,178,33,33.1,6.8,6.93,29.66,11.9,10.0,exponentieel,21.1,5.092
FERM-041,180,33,33.2,6.8,6.84,30.7,10.9,10.0,exponentieel,19.5,5.314
FERM-041,182,33,33.2,6.8,6.86,31.06,11.69,10.0,exponentieel,17.0,5.444
FERM-041,184,33,33.4,6.8,6.81,31.77,10.25,10.0,exponentieel,17.2,5.656
FERM-041,186,33,33.1,6.8,6.78,32.66,11.09,10.0,exponentieel,13.6,5.852
FERM-041,188,33,33.3,6.8,6.81,33.36,10.34,10.0,exponentieel,17.8,6.09
FERM-041,190,33,33.2,6.8,6.89,33.63,9.88,10.0,exponentieel,14.5,6.152
FERM-041,192,33,33.5,6.8,6.7,34.07,10.49,10.0,exponentieel,16.5,6.293
FERM-041,194,33,33.0,6.8,6.83,34.93,9.48,10.0,exponentieel,11.8,6.535
FERM-041,196,33,32.4,6.8,6.75,35.5,9.3,10.0,exponentieel,8.7,6.731
FERM-041,198,33,32.9,6.8,6.75,36.33,9.63,10.0,exponentieel,6.6,6.956
FERM-042,0,33,33.3,7.0,7.01,2.11,21.21,0.0,constant,84.0,0.007
FERM-042,2,33,32.7,7.0,7.04,1.91,21.11,0.0,constant,79.4,0.0
FERM-042,4,33,32.8,7.0,7.02,1.76,21.28,0.0,constant,77.8,0.03
FERM-042,6,33,33.2,7.0,7.13,2.22,21.23,0.0,constant,77.0,0.0
FERM-042,8,33,32.9,7.0,7.0,1.99,21.99,0.0,constant,82.6,0.028
FERM-042,10,33,33.1,7.0,7.01,1.94,21.35,0.0,constant,81.6,0.027
FERM-042,12,33,33.1,7.0,7.05,2.25,21.92,0.0,constant,82.3,0.012
FERM-042,14,33,33.1,7.0,7.12,2.73,20.43,0.0,constant,81.4,0.028
FERM-042,16,33,32.8,7.0,7.12,2.64,20.96,0.0,constant,84.9,0.043
FERM-042,18,33,33.2,7.0,7.07,2.91,20.51,0.0,constant,79.3,0.05
FERM-042,20,33,33.2,7.0,7.03,3.58,20.97,0.0,constant,77.1,0.109
FERM-042,22,33,33.1,7.0,7.09,4.08,20.61,2.0,constant,70.0,0.081
FERM-042,24,33,32.9,7.0,7.18,3.33,21.23,2.0,constant,74.3,0.063
FERM-042,26,33,32.9,7.0,7.2,3.93,20.58,2.0,constant,78.5,0.103
FERM-042,28,33,33.2,7.0,7.11,4.3,21.3,2.0,constant,71.3,0.107
FERM-042,30,33,33.1,7.0,7.17,5.07,19.82,2.0,constant,66.2,0.134
FERM-042,32,33,33.0,7.0,7.11,4.46,20.48,2.0,constant,69.3,0.171
FERM-042,34,33,33.1,7.0,7.11,4.52,20.04,2.0,constant,73.7,0.135
FERM-042,36,33,33.3,7.0,7.11,5.45,19.05,2.0,constant,73.8,0.145
FERM-042,38,33,33.1,7.0,7.08,5.8,20.7,2.0,constant,68.7,0.188
FERM-042,40,33,32.5,7.0,7.17,6.09,19.4,2.0,constant,70.4,0.245
FERM-042,42,33,32.7,7.0,7.15,6.24,19.0,2.0,constant,69.1,0.215
FERM-042,44,33,32.8,7.0,7.2,6.82,19.28,2.0,constant,60.1,0.297
FERM-042,46,33,32.9,7.0,7.13,7.2,20.26,2.0,constant,65.2,0.328
FERM-042,48,33,33.3,7.0,7.01,6.9,19.35,2.0,constant,63.9,0.31
FERM-042,50,33,33.1,7.0,7.1,7.97,18.42,2.0,constant,65.4,0.389
FERM-042,52,33,32.7,7.0,7.06,8.53,19.39,2.0,constant,61.0,0.437
FERM-042,54,33,33.2,7.0,7.08,9.03,18.85,2.0,constant,67.1,0.452
FERM-042,56,33,33.2,7.0,7.02,9.47,17.54,2.0,constant,68.6,0.501
FERM-042,58,33,32.6,7.0,6.96,9.91,18.4,2.0,constant,60.1,0.502
FERM-042,60,33,32.9,7.0,7.01,10.45,18.53,2.0,constant,57.4,0.617
FERM-042,62,33,33.3,7.0,7.1,10.99,18.04,2.0,constant,54.9,0.648
FERM-042,64,33,33.1,7.0,6.95,12.36,16.33,2.0,constant,51.5,0.746
FERM-042,66,33,33.1,7.0,6.94,12.56,16.97,2.0,constant,60.7,0.771
FERM-042,68,33,32.9,7.0,6.98,12.48,16.59,2.0,constant,55.2,0.824
FERM-042,70,33,32.6,7.0,6.99,13.71,16.58,2.0,constant,52.5,0.94
FERM-042,72,33,32.9,7.0,6.97,14.71,16.43,2.0,constant,48.1,1.024
FERM-042,74,33,33.0,7.0,6.98,15.17,16.38,2.0,constant,50.7,1.106
FERM-042,76,33,33.1,7.0,6.89,15.1,15.63,2.0,constant,50.8,1.081
FERM-042,78,33,33.0,7.0,6.98,16.61,16.1,2.0,constant,45.0,1.266
FERM-042,80,33,33.1,7.0,6.89,17.24,15.02,2.0,constant,45.2,1.356
FERM-042,82,33,33.2,7.0,6.91,18.06,15.0,2.0,constant,42.5,1.45
FERM-042,84,33,33.0,7.0,6.99,19.15,15.57,2.0,constant,43.2,1.545
FERM-042,86,33,33.1,7.0,6.99,20.23,13.86,2.0,constant,41.3,1.653
FERM-042,88,33,33.2,7.0,6.92,20.83,14.28,2.0,constant,37.0,1.785
FERM-042,90,33,33.2,7.0,7.0,21.35,13.03,2.0,constant,34.8,1.854
FERM-042,92,33,32.6,7.0,6.86,22.57,14.08,2.0,constant,36.5,2.025
FERM-042,94,33,32.8,7.0,6.93,23.42,12.66,2.0,constant,33.5,2.143
FERM-042,96,33,32.8,7.0,6.83,23.8,12.59,2.0,constant,30.5,2.218
FERM-042,98,33,32.7,7.0,6.88,25.13,12.13,2.0,constant,31.8,2.377
FERM-042,100,33,33.1,7.0,6.95,25.46,11.6,2.0,constant,27.2,2.482
FERM-042,102,33,33.2,7.0,6.97,26.96,11.25,2.0,constant,26.9,2.683
FERM-042,104,33,33.2,7.0,6.85,26.97,11.62,2.0,constant,27.5,2.711
FERM-042,106,33,33.1,7.0,6.96,28.1,11.12,2.0,constant,27.2,2.901
FERM-042,108,33,32.7,7.0,6.89,29.17,10.1,2.0,constant,25.1,3.098
FERM-042,110,33,32.8,7.0,6.89,29.7,10.66,2.0,constant,20.1,3.203
FERM-042,112,33,32.9,7.0,6.88,31.1,9.09,2.0,constant,20.5,3.392
FERM-042,114,33,32.7,7.0,6.98,31.38,9.6,2.0,constant,16.7,3.466
FERM-042,116,33,33.0,7.0,6.91,32.57,9.2,2.0,constant,15.4,3.691
FERM-042,118,33,32.9,7.0,7.02,32.84,9.21,2.0,constant,15.7,3.799
FERM-042,120,33,32.7,7.0,6.94,33.98,7.97,2.0,constant,11.6,3.997
FERM-042,122,33,32.9,7.0,7.09,34.94,7.87,2.0,constant,13.1,4.183
FERM-042,124,33,33.1,7.0,7.04,35.41,8.14,2.0,constant,11.3,4.28
FERM-042,126,33,33.1,7.0,7.04,36.24,8.08,2.0,constant,5.0,4.471
FERM-042,128,33,33.1,7.0,6.96,36.43,6.68,2.0,constant,10.5,4.547
FERM-042,130,33,33.0,7.0,6.99,37.49,7.11,2.0,constant,5.1,4.769
FERM-042,132,33,32.6,7.0,7.09,38.22,6.59,2.0,constant,5.3,4.976
FERM-042,134,33,33.1,7.0,7.07,38.95,6.43,2.0,constant,5.0,5.064
FERM-042,136,33,33.2,7.0,6.96,39.4,6.86,2.0,constant,5.0,5.244
FERM-042,138,33,32.7,7.0,7.07,39.86,6.0,2.0,constant,5.0,5.419
FERM-042,140,33,33.2,7.0,7.05,40.7,5.64,2.0,constant,5.0,5.597
FERM-042,142,33,33.0,7.0,7.04,41.31,5.51,2.0,constant,5.0,5.721
FERM-042,144,33,33.3,7.0,7.09,41.55,4.9,2.0,constant,5.0,5.877
FERM-042,146,33,32.8,7.0,7.01,41.87,5.05,2.0,constant,5.0,5.983
FERM-042,148,33,33.1,7.0,7.08,42.9,5.01,2.0,constant,5.0,6.278
FERM-042,150,33,33.2,7.0,7.04,43.07,4.98,2.0,constant,5.0,6.312
FERM-042,152,33,33.2,7.0,7.16,43.14,4.16,2.0,constant,5.0,6.44
FERM-042,154,33,33.2,7.0,7.05,43.94,4.51,2.0,constant,5.0,6.651
FERM-042,156,33,33.2,7.0,7.15,43.98,4.57,2.0,constant,5.0,6.726
FERM-042,158,33,33.1,7.0,7.06,44.77,4.5,2.0,constant,5.0,6.947
FERM-042,160,33,33.0,7.0,7.08,44.73,4.48,2.0,constant,5.0,7.004
FERM-042,162,33,32.9,7.0,7.11,45.39,4.59,2.0,constant,5.0,7.21
FERM-042,164,33,32.9,7.0,7.07,45.11,4.22,2.0,constant,5.0,7.279
FERM-042,166,33,32.7,7.0,7.01,46.48,3.91,2.0,constant,5.0,7.604
FERM-042,168,33,32.9,7.0,7.12,45.23,3.11,2.0,constant,5.0,7.469
FERM-042,170,33,32.9,7.0,7.01,46.63,3.11,2.0,constant,5.0,7.813
FERM-042,172,33,33.0,7.0,7.07,46.33,3.8,2.0,constant,5.0,7.821
FERM-042,174,33,33.0,7.0,7.11,46.53,3.6,2.0,constant,5.0,7.981
FERM-042,176,33,32.9,7.0,7.06,46.86,2.95,2.0,constant,5.0,8.129
FERM-042,178,33,32.8,7.0,6.93,47.04,3.15,2.0,constant,5.0,8.248
FERM-042,180,33,32.6,7.0,6.99,47.17,2.75,2.0,constant,5.0,8.371
FERM-042,182,33,32.9,7.0,6.93,47.4,3.15,2.0,constant,5.0,8.467
FERM-042,184,33,32.8,7.0,6.95,47.4,2.87,2.0,constant,5.0,8.563
FERM-042,186,33,32.8,7.0,6.94,47.94,2.41,2.0,constant,5.0,8.804
FERM-042,188,33,33.1,7.0,6.94,47.48,2.59,2.0,constant,5.0,8.816
FERM-042,190,33,33.2,7.0,6.97,48.21,2.41,2.0,constant,5.0,9.022
FERM-042,192,33,33.0,7.0,6.97,47.83,3.7,2.0,constant,5.0,9.095
FERM-042,194,33,32.9,7.0,6.92,48.06,3.53,2.0,constant,5.0,9.181
FERM-042,196,33,32.9,7.0,6.97,48.36,1.97,2.0,constant,5.0,9.339
FERM-042,198,33,33.4,7.0,6.91,48.66,1.82,2.0,constant,5.0,9.493
FERM-043,0,33,33.2,6.8,6.79,1.68,23.86,0.0,exponentieel,82.7,0.035
FERM-043,2,33,33.2,6.8,6.88,1.31,23.17,0.0,exponentieel,78.5,0.015
FERM-043,4,33,33.0,6.8,6.8,1.59,22.93,0.0,exponentieel,81.7,0.0
FERM-043,6,33,33.2,6.8,6.82,1.52,23.46,0.0,exponentieel,82.4,0.0
FERM-043,8,33,32.8,6.8,6.86,1.7,23.91,0.0,exponentieel,86.7,0.002
FERM-043,10,33,32.7,6.8,6.88,1.44,23.6,0.0,exponentieel,87.1,0.021
FERM-043,12,33,33.1,6.8,6.85,2.54,23.88,0.0,exponentieel,77.2,0.023
FERM-043,14,33,32.9,6.8,6.75,2.79,23.37,0.0,exponentieel,76.9,0.069
FERM-043,16,33,32.8,6.8,6.88,2.03,23.2,0.0,exponentieel,85.4,0.022
FERM-043,18,33,32.9,6.8,6.92,2.65,24.01,0.0,exponentieel,81.2,0.028
FERM-043,20,33,32.8,6.8,6.87,2.69,23.15,0.0,exponentieel,76.1,0.019
FERM-043,22,33,33.3,6.8,6.99,2.36,23.46,0.53,exponentieel,80.1,0.026
FERM-043,24,33,32.9,6.8,6.94,3.17,23.21,0.56,exponentieel,72.9,0.061
FERM-043,26,33,33.1,6.8,6.93,3.55,23.03,0.6,exponentieel,71.2,0.083
FERM-043,28,33,32.8,6.8,6.88,3.15,23.84,0.64,exponentieel,74.5,0.081
